yy,mm,dd,hh,mi,ss,seq,theTime,logID,clientIP,requestor,server,dbname,access,elapsed,busy,rows,statement,error,errorMessage,isvisible
2020,10,14,14,56,0,2450397157,10/14/2020 2:56:00 PM,2175,140.115.30.105,skyserver.sdss.org,SDSS4F,BestDR15,Skyserver.Search.SQL,0.283,1E-3,1,"SELECT DISTINCT count(*) FROM PhotoObj AS p  LEFT JOIN SpecObj AS s ON s.bestobjid = p.objid  LEFT JOIN zooSpec AS Z ON Z.specobjid = s.specobjid  LEFT JOIN nsatlas AS ns ON ns.z = s.z  LEFT JOIN stellarMassStarformingPort AS sm ON sm.specObjID = s.specobjid WHERE p.objID in ( 1237665025441136909 , 1237661871872671996 , 1237674367529845012 , 1237659330314109216 , 1237663788490424648 , 1237662226222547061 , 1237651497370321114 , 1237659120933011530 , 1237674289682055328 , 1237664093437427879 , 1237662223544287343 , 1237661125071208490 , 1237651212287738018 , 1237659133817913412 , 1237654386268766404 , 1237651714797797510 , 1237658801496916194 , 1237654654172069984 , 1237665103827501334 , 1237660634923663523 , 1237661872413671550 , 1237666300017967266 , 1237654654173511952 , 1237655474503483768 , 1237664852038975739 , 1237666300553920672 , 1237664836998070577 , 1237662224057958451 , 1237663457778598567 , 1237652900774215801 , 1237657630051532987 , 1237662339475243147 , 1237657591394795805 , 1237662697032384655 , 1237664093971743240 , 1237662224058024104 , 1237661872394731688 , 1237665025978466455 , 1237665549959626787 , 1237662662140101002 , 1237662666962370835 , 1237660634388889717 , 1237661464381882830 , 1237654653633626528 , 1237661387070898206 , 1237662698107568367 , 1237661873471750234 , 1237664094503567464 , 1237663549043638308 , 1237657855535087821 , 1237655473438130755 , 1237655501887766575 , 1237662339475177863 , 1237662224621305973 , 1237661465990398122 , 1237662662676316405 , 1237663543142776898 , 1237663458852078054 , 1237657628453372021 , 1237667324334440570 , 1237651190281797662  ) ",0,,1
2020,10,14,14,55,24,2450397158,10/14/2020 2:55:24 PM,2175,140.115.30.105,skyserver.sdss.org,SDSS4F,BestDR15,Skyserver.Search.SQL,0.33,1E-3,1,"SELECT DISTINCT count(*) FROM PhotoObj AS p  LEFT JOIN SpecObj AS s ON s.bestobjid = p.objid  LEFT JOIN zooSpec AS Z ON Z.specobjid = s.specobjid  LEFT JOIN nsatlas AS ns ON ns.z = s.z  LEFT JOIN stellarMassStarformingPort AS sm ON sm.specObjID = s.specobjid WHERE p.objID in ( 1237665025441136909 , 1237661871872671996 , 1237674367529845012 , 1237659330314109216 , 1237663788490424648 , 1237662226222547061 , 1237651497370321114 , 1237659120933011530 , 1237674289682055328 , 1237664093437427879 , 1237662223544287343 , 1237661125071208490 , 1237651212287738018 , 1237659133817913412 , 1237654386268766404 , 1237651714797797510 , 1237658801496916194 , 1237654654172069984 , 1237665103827501334 , 1237660634923663523 , 1237661872413671550 , 1237666300017967266 , 1237654654173511952 , 1237655474503483768 , 1237664852038975739 , 1237666300553920672 , 1237664836998070577 , 1237662224057958451 , 1237663457778598567 , 1237652900774215801 , 1237657630051532987 , 1237662339475243147 , 1237657591394795805 , 1237662697032384655 , 1237664093971743240 , 1237662224058024104 , 1237661872394731688 , 1237665025978466455 , 1237665549959626787 , 1237662662140101002 , 1237662666962370835 , 1237660634388889717 , 1237661464381882830 , 1237654653633626528 , 1237661387070898206 , 1237662698107568367 , 1237661873471750234 , 1237664094503567464 , 1237663549043638308 , 1237657855535087821 , 1237655473438130755 , 1237655501887766575 , 1237662339475177863 , 1237662224621305973 , 1237661465990398122 , 1237662662676316405 , 1237663543142776898 , 1237663458852078054 , 1237657628453372021 , 1237667324334440570 , 1237651190281797662  ) and sm.SFR !=0 ",0,,1
2020,10,14,14,54,49,2450397159,10/14/2020 2:54:50 PM,2175,140.115.30.105,skyserver.sdss.org,SDSS4F,BestDR15,Skyserver.Search.SQL,0.34,2E-3,1,"SELECT DISTINCT count(*) FROM PhotoObj AS p  LEFT JOIN SpecObj AS s ON s.bestobjid = p.objid  LEFT JOIN zooSpec AS Z ON Z.specobjid = s.specobjid  LEFT JOIN nsatlas AS ns ON ns.z = s.z  LEFT JOIN stellarMassStarformingPort AS sm ON sm.specObjID = s.specobjid WHERE p.objID in ( 1237665025441136909 , 1237661871872671996 , 1237674367529845012 , 1237659330314109216 , 1237663788490424648 , 1237662226222547061 , 1237651497370321114 , 1237659120933011530 , 1237674289682055328 , 1237664093437427879 , 1237662223544287343 , 1237661125071208490 , 1237651212287738018 , 1237659133817913412 , 1237654386268766404 , 1237651714797797510 , 1237658801496916194 , 1237654654172069984 , 1237665103827501334 , 1237660634923663523 , 1237661872413671550 , 1237666300017967266 , 1237654654173511952 , 1237655474503483768 , 1237664852038975739 , 1237666300553920672 , 1237664836998070577 , 1237662224057958451 , 1237663457778598567 , 1237652900774215801 , 1237657630051532987 , 1237662339475243147 , 1237657591394795805 , 1237662697032384655 , 1237664093971743240 , 1237662224058024104 , 1237661872394731688 , 1237665025978466455 , 1237665549959626787 , 1237662662140101002 , 1237662666962370835 , 1237660634388889717 , 1237661464381882830 , 1237654653633626528 , 1237661387070898206 , 1237662698107568367 , 1237661873471750234 , 1237664094503567464 , 1237663549043638308 , 1237657855535087821 , 1237655473438130755 , 1237655501887766575 , 1237662339475177863 , 1237662224621305973 , 1237661465990398122 , 1237662662676316405 , 1237663543142776898 , 1237663458852078054 , 1237657628453372021 , 1237667324334440570 , 1237651190281797662  ) ",0,,1
2020,12,23,21,14,52,2499077598,12/23/2020 9:14:53 PM,2175,173.44.36.165,skyserver.sdss.org,SDSS4F,BestDR15,Skyserver.Search.SQL,0.89,0,1,SELECT count(*) FROM PhotoObj AS p  JOIN SpecObj AS s ON s.bestobjid = p.objid  JOIN emissionLinesPort AS emline on emline.SpecobjID = s.SpecObjID WHERE   (S.class = 'GALAXY'or S.class = 'QSO') and (S.z BETWEEN 0.01 and 0.4) and   S.zwarning = 0 and AoN_Hb_4861>1 and AoN_OIII_5006>1 and AoN_Hb_4861>1 and AoN_NII_6583>1 and SNmedian >10,0,,1
2020,12,23,21,14,13,2499077599,12/23/2020 9:14:13 PM,2175,173.44.36.165,skyserver.sdss.org,SDSS4F,BestDR15,Skyserver.Search.SQL,0.653,4E-3,1,SELECT count(*) FROM PhotoObj AS p  JOIN SpecObj AS s ON s.bestobjid = p.objid  JOIN emissionLinesPort AS emline on emline.SpecobjID = s.SpecObjID WHERE   (S.class = 'GALAXY'or S.class = 'QSO') and (S.z BETWEEN 0.01 and 0.4) and   S.zwarning = 0 and AoN_Hb_4861>1 and AoN_OIII_5006>1 and AoN_Hb_4861>1 and AoN_NII_6583>1,0,,1
2020,12,23,21,13,57,2499077602,12/23/2020 9:13:57 PM,2175,173.44.36.165,skyserver.sdss.org,SDSS4F,BestDR15,Skyserver.Search.SQL,0.536,2E-3,1,SELECT count(*) FROM PhotoObj AS p  JOIN SpecObj AS s ON s.bestobjid = p.objid  JOIN emissionLinesPort AS emline on emline.SpecobjID = s.SpecObjID WHERE   (S.class = 'GALAXY'or S.class = 'QSO') and (S.z BETWEEN 0.01 and 0.4) and   S.zwarning = 0 and AoN_Hb_4861>2 and AoN_OIII_5006>2 and AoN_Hb_4861>2 and AoN_NII_6583>2,0,,1
2020,12,23,21,12,21,2499077609,12/23/2020 9:12:22 PM,2175,173.44.36.165,skyserver.sdss.org,SDSS4F,BestDR15,Skyserver.Search.SQL,0.526,1E-3,1,SELECT count(*) FROM PhotoObj AS p  JOIN SpecObj AS s ON s.bestobjid = p.objid  JOIN emissionLinesPort AS emline on emline.SpecobjID = s.SpecObjID WHERE   (S.class = 'GALAXY'or S.class = 'QSO') and (S.z BETWEEN 0.01 and 0.4) and   AoN_Hb_4861>3 and AoN_OIII_5006>3 and AoN_Hb_4861>3 and AoN_NII_6583>3,0,,1
2020,12,23,21,11,49,2499077610,12/23/2020 9:11:50 PM,2175,173.44.36.165,skyserver.sdss.org,SDSS4F,BestDR15,Skyserver.Search.SQL,0.423,1E-3,1,SELECT count(*) FROM PhotoObj AS p  JOIN SpecObj AS s ON s.bestobjid = p.objid  JOIN emissionLinesPort AS emline on emline.SpecobjID = s.SpecObjID WHERE   (S.class = 'GALAXY'or S.class = 'QSO') and (S.z BETWEEN 0.01 and 0.4) and   S.zwarning = 0 and AoN_Hb_4861>3 and AoN_OIII_5006>3 and AoN_Hb_4861>3 and AoN_NII_6583>3,0,,1
2020,12,23,21,11,21,2499077611,12/23/2020 9:11:21 PM,2175,173.44.36.165,skyserver.sdss.org,SDSS4F,BestDR15,Skyserver.Search.SQL,0.493,0.016,1,SELECT count(*) FROM PhotoObj AS p  JOIN SpecObj AS s ON s.bestobjid = p.objid  JOIN emissionLinesPort AS emline on emline.SpecobjID = s.SpecObjID WHERE   (S.class = 'GALAXY'or S.class = 'QSO') and (S.z BETWEEN 0.01 and 0.4) and   S.zwarning = 0 and AoN_Hb_4861>3 and AoN_OIII_5006>3 and AoN_Hb_4861>3 and AoN_NII_6583>3,0,,1
2020,12,23,21,3,34,2499077649,12/23/2020 9:03:34 PM,2175,68.235.33.98,skyserver.sdss.org,SDSS4F,BestDR15,Skyserver.Search.SQL,0.546,0,1,SELECT count(*) FROM PhotoObj AS p  JOIN SpecObj AS s ON s.bestobjid = p.objid  JOIN emissionLinesPort AS emline on emline.SpecobjID = s.SpecObjID WHERE   (S.class = 'GALAXY'or S.class = 'QSO') and (S.z BETWEEN 0.01 and 0.4) and   S.zwarning = 0 and AoN_OIII_5006>3,0,,1
2020,12,23,21,2,31,2499077653,12/23/2020 9:02:32 PM,2175,68.235.33.98,skyserver.sdss.org,SDSS4F,BestDR15,Skyserver.Search.SQL,1.546,0.078,1,SELECT count(*) FROM PhotoObj AS p  JOIN SpecObj AS s ON s.bestobjid = p.objid  JOIN emissionLinesPort AS emline on emline.SpecobjID = s.SpecObjID WHERE   (S.class = 'GALAXY'or S.class = 'QSO') and (S.z BETWEEN 0.01 and 0.4) and   S.zwarning = 0,0,,1
2020,12,23,21,2,2,2499077654,12/23/2020 9:02:03 PM,2175,68.235.33.98,skyserver.sdss.org,SDSS4F,BestDR15,Skyserver.Search.SQL,1.65,0.045,1,SELECT count(*) FROM PhotoObj AS p  JOIN SpecObj AS s ON s.bestobjid = p.objid  JOIN emissionLinesPort AS emline on emline.SpecobjID = s.SpecObjID WHERE   (S.class = 'GALAXY'or S.class = 'QSO') and SNmedian_g > 3 and SNmedian_r > 3 and SNmedian > 10 and  (S.z BETWEEN 0.01 and 0.4) and S.zwarning = 0,0,,1
2020,12,19,18,15,28,2499090049,12/19/2020 6:15:29 PM,2175,198.12.64.39,skyserver.sdss.org,SDSS4F,BestDR15,Skyserver.Search.SQL,1.003,0.014,1,SELECT count(*) FROM PhotoObj AS p  JOIN SpecObj AS s ON s.bestobjid = p.objid  JOIN GalSpecLine AS L ON s.SpecObjID = L.SpecObjID WHERE   (S.class = 'GALAXY'or S.class = 'QSO') and SNmedian > 10 and   (S.z BETWEEN 0.01 and 0.4) and S.zwarning = 0 and  h_beta_flux > h_beta_flux_err and   h_alpha_flux > h_alpha_flux_err and   oiii_5007_flux > oiii_5007_flux_err and   nii_6584_flux > nii_6584_flux_err and   sii_6717_flux > sii_6717_flux_err ,0,,1
2020,12,19,18,13,33,2499090056,12/19/2020 6:13:34 PM,2175,31.14.144.15,skyserver.sdss.org,SDSS4F,BestDR15,Skyserver.Search.SQL,1.033,0,1,SELECT count(*) FROM PhotoObj AS p  JOIN SpecObj AS s ON s.bestobjid = p.objid  JOIN GalSpecLine AS L ON s.SpecObjID = L.SpecObjID WHERE   (S.class = 'GALAXY'or S.class = 'QSO') and SNmedian > 10 and   (S.z BETWEEN 0.01 and 0.4) and S.zwarning = 0 and  h_beta_flux > h_beta_flux_err and   h_alpha_flux > h_alpha_flux_err and   oiii_5007_flux > oiii_5007_flux_err and   nii_6584_flux > nii_6584_flux_err and   sii_6717_flux > sii_6717_flux_err ,0,,1
2020,12,19,18,11,36,2499090065,12/19/2020 6:11:36 PM,2175,31.14.144.15,skyserver.sdss.org,SDSS4F,BestDR15,Skyserver.Search.SQL,1.003,4E-3,1,SELECT count(*) FROM PhotoObj AS p  JOIN SpecObj AS s ON s.bestobjid = p.objid  JOIN GalSpecLine AS L ON s.SpecObjID = L.SpecObjID WHERE   (S.class = 'GALAXY'or S.class = 'QSO') and SNmedian > 10 and   (S.z BETWEEN 0.01 and 0.4) and S.zwarning = 0 ,0,,1
2020,12,19,18,9,37,2499090068,12/19/2020 6:09:38 PM,2175,31.14.144.15,skyserver.sdss.org,SDSS4F,BestDR15,Skyserver.Search.SQL,0.346,0,1,SELECT count(*) FROM PhotoObj AS p  JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE   ((S.class = 'GALAXY' and S. subclass = 'AGN') or S.class = 'QSO') and   SNmedian > 10 and   (S.z BETWEEN 0.01 and 0.35) and   S.zwarning = 0,0,,1
2020,10,2,10,16,6,2447385014,10/2/2020 10:16:07 AM,2178,129.88.64.177,skyserver.sdss.org,SDSS4I,BestDR16,Skyserver.Search.SQL,2.267,0,1,select count(*) FROM PhotoObj AS p  JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE   s.class = 'GALAXY'   AND p.petrorad_r < 2  AND p.u-p.r <= 2.5   AND p.r-p.i <= -0.2   AND p.r-p.z <= 0.5 ,0,,1
2020,10,2,10,11,44,2447385025,10/2/2020 10:11:45 AM,2178,129.88.64.177,skyserver.sdss.org,SDSS4I,BestDR16,Skyserver.Search.SQL,2.12,0,1,select count(*) FROM PhotoObj AS p  JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE   s.class = 'GALAXY'   AND p.r < 15  AND p.petrorad_r < 2 ,0,,1
2020,11,26,12,49,7,2462856497,11/26/2020 12:49:07 PM,2175,31.14.155.4,skyserver.sdss.org,SDSS4F,BestDR15,Skyserver.Search.SQL,0.343,0,1,SELECT count(*) FROM GalSpecLine as G JOIN SpecObjall as S ON S.specobjid = G.specobjid WHERE   S.class='GALAXY' and S.SNmedian>10 and S.z<0.2 and S.zwarning=0  and G.h_beta_flux_err>0 and G.h_beta_flux>5*G.h_beta_flux_err and  G.h_alpha_flux_err>0 and G.h_alpha_flux>5*G.h_alpha_flux_err and  G.oiii_5007_flux_err>0 and G.oiii_5007_flux>5*G.oiii_5007_flux_err and  ( S.subclass='AGN')  and G.h_alpha_flux/G.H_beta_flux<6 and G.h_alpha_flux/G.H_beta_flux>2  and veldisp>60 and veldisp<400 and veldisperr>0 and veldisp>5*veldisperr,0,,1
2020,11,26,12,48,36,2462856498,11/26/2020 12:48:37 PM,2175,31.14.155.4,skyserver.sdss.org,SDSS4F,BestDR15,Skyserver.Search.SQL,0.336,1E-3,1,SELECT count(*) FROM GalSpecLine as G JOIN SpecObjall as S ON S.specobjid = G.specobjid WHERE   S.class='GALAXY' and S.SNmedian>10 and S.z<0.2 and S.zwarning=0  and G.h_beta_flux_err>0 and G.h_beta_flux>5*G.h_beta_flux_err and  G.h_alpha_flux_err>0 and G.h_alpha_flux>5*G.h_alpha_flux_err and  G.oiii_5007_flux_err>0 and G.oiii_5007_flux>5*G.oiii_5007_flux_err and  (S.subclass='STARFORMING' or S.subclass='STARBURST' or S.subclass='AGN')  and G.h_alpha_flux/G.H_beta_flux<6 and G.h_alpha_flux/G.H_beta_flux>2  and veldisp>60 and veldisp<400 and veldisperr>0 and veldisp>5*veldisperr,0,,1
2020,11,26,12,47,56,2462856499,11/26/2020 12:47:56 PM,2175,31.14.155.4,skyserver.sdss.org,SDSS4F,BestDR15,Skyserver.Search.SQL,0.276,0,1,SELECT count(*) FROM GalSpecLine as G JOIN SpecObjall as S ON S.specobjid = G.specobjid WHERE   S.class='GALAXY' and S.SNmedian>10 and S.z<0.2 and S.zwarning=0  and G.h_beta_flux_err>0 and G.h_beta_flux>5*G.h_beta_flux_err and  G.h_alpha_flux_err>0 and G.h_alpha_flux>5*G.h_alpha_flux_err and  G.oiii_5007_flux_err>0 and G.oiii_5007_flux>5*G.oiii_5007_flux_err and  G.nii_6584_flux_err>0 and G.nii_6584_flux>5*G.nii_6584_flux_err and  G.oi_6300_flux_err>0 and G.oi_6300_flux>5*G.oi_6300_flux_err and  G.sii_6717_flux_err>0 and G.sii_6717_flux>5*G.sii_6717_flux_err and  G.sii_6731_flux_err>0 and G.sii_6731_flux>5*G.sii_6731_flux_err and  (S.subclass='STARFORMING' or S.subclass='STARBURST' or S.subclass='AGN')  and G.h_alpha_flux/G.H_beta_flux<6 and G.h_alpha_flux/G.H_beta_flux>2  and veldisp>60 and veldisp<400 and veldisperr>0 and veldisp>5*veldisperr,0,,1
2020,11,26,12,47,13,2462856502,11/26/2020 12:47:13 PM,2175,31.14.155.4,skyserver.sdss.org,SDSS4F,BestDR15,Skyserver.Search.SQL,0.48,1E-3,1,SELECT count(*) FROM GalSpecLine as G JOIN SpecObjall as S ON S.specobjid = G.specobjid WHERE   S.class = 'GALAXY' and S.SNmedian > 10 and S.z < 0.2 and S.zwarning = 0,0,,1
2020,11,26,8,50,31,2462834162,11/26/2020 8:50:31 AM,2175,31.14.155.4,skyserver.sdss.org,SDSS4F,BestDR15,Skyserver.Search.SQL,0.39,0,1,SELECT count(*) FROM PhotoObj AS p  JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE   ((S.class = 'GALAXY' and S. subclass = 'AGN') or S.class = 'QSO') and   SNmedian > 10 and   (S.z BETWEEN 0.01 and 0.35) and   S.zwarning = 0,0,,1
2020,11,26,8,50,20,2462834163,11/26/2020 8:50:21 AM,2175,31.14.155.4,skyserver.sdss.org,SDSS4F,BestDR15,Skyserver.Search.SQL,0.453,0,1,SELECT count(*) FROM PhotoObj AS p  JOIN SpecObj AS s ON s.bestobjid = p.objid  JOIN GalSpecLine AS L ON s.SpecObjID = L.SpecObjID WHERE   ((S.class = 'GALAXY' and S. subclass = 'AGN') or S.class = 'QSO') and   SNmedian > 10 and   (S.z BETWEEN 0.01 and 0.35) and   S.zwarning = 0,0,,1
2020,11,26,8,23,58,2462834214,11/26/2020 8:23:59 AM,2175,31.14.155.4,skyserver.sdss.org,SDSS4F,BestDR15,Skyserver.Search.SQL,1.13,8E-3,1,SELECT count(*) FROM PhotoObj AS p  JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE   ((S.class = 'GALAXY' and S. subclass = 'AGN') or S.class = 'QSO') and   SNmedian > 10 and   (S.z BETWEEN 0.01 and 0.35) and   S.zwarning = 0  ,0,,1
2020,11,25,21,11,35,2462788550,11/25/2020 9:11:36 PM,2175,31.14.155.13,skyserver.sdss.org,SDSS4F,BestDR15,Skyserver.Search.SQL,0.346,0,1,SELECT count(*) FROM PhotoObj AS p  JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE   ((S.class = 'GALAXY' and S. subclass = 'AGN') or S.class = 'QSO') and   SNmedian > 10 and   (S.z BETWEEN 0.01 and 0.35) and   S.zwarning = 0  ,0,,1
2020,11,25,21,10,37,2462788551,11/25/2020 9:10:38 PM,2175,31.14.155.13,skyserver.sdss.org,SDSS4F,BestDR15,Skyserver.Search.SQL,0.28,0,1,SELECT count(*) FROM PhotoObj AS p  JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE   S.class = 'QSO' and   SNmedian > 10 and   (S.z BETWEEN 0.01 and 0.35) and   S.zwarning = 0  ,0,,1
2020,11,25,21,10,10,2462788552,11/25/2020 9:10:10 PM,2175,31.14.155.13,skyserver.sdss.org,SDSS4F,BestDR15,Skyserver.Search.SQL,0.343,0,1,SELECT count(*) FROM PhotoObj AS p  JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE   S.class = 'GALAXY' and S. subclass = 'AGN' and   SNmedian > 10 and   (S.z BETWEEN 0.01 and 0.35) and   S.zwarning = 0  ,0,,1
2020,11,25,21,9,38,2462788553,11/25/2020 9:09:39 PM,2175,31.14.155.13,skyserver.sdss.org,SDSS4F,BestDR15,Skyserver.Search.SQL,0.346,2E-3,1,SELECT count(*) FROM PhotoObj AS p  JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE   ((S.class = 'GALAXY' and S. subclass = 'AGN') or S.class = 'QSO') and   SNmedian > 10 and   (S.z BETWEEN 0.01 and 0.35) and   S.zwarning = 0  ,0,,1
2020,11,25,21,8,43,2462780088,11/25/2020 9:08:43 PM,2175,31.14.155.13,skyserver.sdss.org,SDSS4F,BestDR15,Skyserver.Search.SQL,0.393,1E-3,1,SELECT count(*) FROM PhotoObj AS p  JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE   ((S.class = 'GALAXY' and S. subclass = 'AGN') or S.class = 'QSO') and   SNmedian > 10 and   (S.z BETWEEN 0.01 and 0.35) and   S.zwarning = 0  ,0,,1
2020,11,25,21,8,28,2462780089,11/25/2020 9:08:28 PM,2175,31.14.155.13,skyserver.sdss.org,SDSS4F,BestDR15,Skyserver.Search.SQL,0.436,5E-3,1,SELECT count(*) FROM PhotoObj AS p  JOIN SpecObj AS s ON s.bestobjid = p.objid  JOIN GalSpecLine AS L ON s.SpecObjID = L.SpecObjID WHERE   ((S.class = 'GALAXY' and S. subclass = 'AGN') or S.class = 'QSO') and   SNmedian > 10 and   (S.z BETWEEN 0.01 and 0.35) and   S.zwarning = 0  ,0,,1
2020,11,25,21,8,0,2462780090,11/25/2020 9:08:00 PM,2175,31.14.155.13,skyserver.sdss.org,SDSS4F,BestDR15,Skyserver.Search.SQL,0.343,0,1,SELECT count(*) FROM PhotoObj AS p  JOIN SpecObj AS s ON s.bestobjid = p.objid  WHERE   S.class = 'QSO' and   SNmedian > 10 and   (S.z BETWEEN 0.02 and 0.4) and   S.zwarning = 0   ,0,,1
2020,11,25,21,7,48,2462780091,11/25/2020 9:07:48 PM,2175,31.14.155.13,skyserver.sdss.org,SDSS4F,BestDR15,Skyserver.Search.SQL,0.326,7E-3,1,SELECT count(*) FROM PhotoObj AS p  JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE   S.class = 'QSO' and   SNmedian > 10 and   (S.z BETWEEN 0.02 and 0.4) and   S.zwarning = 0  ,0,,1
2020,11,25,21,7,38,2462780092,11/25/2020 9:07:39 PM,2175,31.14.155.13,skyserver.sdss.org,SDSS4F,BestDR15,Skyserver.Search.SQL,0.296,0,1,SELECT count(*) FROM PhotoObj AS p  JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE   S.class = 'QSO' and   SNmedian > 10 and   (S.z BETWEEN 0.02 and 0.9) and   S.zwarning = 0  ,0,,1
2020,11,25,21,6,49,2462780095,11/25/2020 9:06:50 PM,2175,31.14.155.13,skyserver.sdss.org,SDSS4F,BestDR15,Skyserver.Search.SQL,0.303,1E-3,1,SELECT count(*) FROM PhotoObj AS p  JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE   S.class = 'QSO' and   SNmedian > 10 and   (S.z BETWEEN 0.01 and 0.35) and   S.zwarning = 0  ,0,,1
2020,11,25,21,6,41,2462780096,11/25/2020 9:06:42 PM,2175,31.14.155.13,skyserver.sdss.org,SDSS4F,BestDR15,Skyserver.Search.SQL,0.43,0.011,1,SELECT count(*) FROM PhotoObj AS p  JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE   S.class = 'QSO' and   SNmedian > 10 and   (S.z BETWEEN 0.02 and 0.9) and   S.zwarning = 0   ,0,,1
2020,11,25,21,6,8,2462780097,11/25/2020 9:06:09 PM,2175,31.14.155.13,skyserver.sdss.org,SDSS4F,BestDR15,Skyserver.Search.SQL,0.326,0,1,SELECT count(*) FROM PhotoObj AS p  JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE   S.class = 'QSO' and   SNmedian > 10 and   (S.z BETWEEN 0.01 and 0.35) and   S.zwarning = 0  ,0,,1
2020,11,25,21,4,49,2462780100,11/25/2020 9:04:49 PM,2175,31.14.155.13,skyserver.sdss.org,SDSS4F,BestDR15,Skyserver.Search.SQL,0.393,0,1,SELECT count(*) FROM PhotoObj AS p  JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE   ((S.class = 'GALAXY' and S. subclass = 'AGN') or S.class = 'QSO') and   SNmedian > 10 and   (S.z BETWEEN 0.01 and 0.35) and   S.zwarning = 0   ,0,,1
2020,11,25,21,4,41,2462780101,11/25/2020 9:04:42 PM,2175,31.14.155.13,skyserver.sdss.org,SDSS4F,BestDR15,Skyserver.Search.SQL,0.36,0,1,SELECT count(*) FROM PhotoObj AS p  JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE   ((S.class = 'GALAXY' and S. subclass = 'AGN') or S.class = 'QSO') and   SNmedian > 10 and   (S.z BETWEEN 0.01 and 0.35) and   S.zwarning = 0 and  veldisp >60   ,0,,1
2020,11,25,21,4,34,2462780102,11/25/2020 9:04:34 PM,2175,31.14.155.13,skyserver.sdss.org,SDSS4F,BestDR15,Skyserver.Search.SQL,0.383,0,1,SELECT count(*) FROM PhotoObj AS p  JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE   ((S.class = 'GALAXY' and S. subclass = 'AGN') or S.class = 'QSO') and   SNmedian > 10 and   (S.z BETWEEN 0.01 and 0.35) and   S.zwarning = 0 and  veldisp >60 and veldisp < 400  ,0,,1
2020,11,25,21,4,24,2462780103,11/25/2020 9:04:25 PM,2175,31.14.155.13,skyserver.sdss.org,SDSS4F,BestDR15,Skyserver.Search.SQL,0.426,1E-3,1,SELECT count(*) FROM PhotoObj AS p  JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE   ((S.class = 'GALAXY' and S. subclass = 'AGN') or S.class = 'QSO') and   SNmedian > 10 and   (S.z BETWEEN 0.01 and 0.35) and   S.zwarning = 0 and  veldisp >60 and veldisp < 400 and veldisperr > 0   ,0,,1
2020,11,25,21,4,14,2462780104,11/25/2020 9:04:14 PM,2175,31.14.155.13,skyserver.sdss.org,SDSS4F,BestDR15,Skyserver.Search.SQL,0.536,2E-3,1,SELECT count(*) FROM PhotoObj AS p  JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE   ((S.class = 'GALAXY' and S. subclass = 'AGN') or S.class = 'QSO') and   SNmedian > 10 and   (S.z BETWEEN 0.01 and 0.35) and   S.zwarning = 0 and  veldisp >60 and veldisp < 400 and veldisperr > 0 and veldisp > 1*veldisperr  ,0,,1
2020,11,25,21,3,57,2462780105,11/25/2020 9:03:58 PM,2175,31.14.155.13,skyserver.sdss.org,SDSS4F,BestDR15,Skyserver.Search.SQL,0.533,0,1,SELECT count(*) FROM PhotoObj AS p  JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE   ((S.class = 'GALAXY' and S. subclass = 'AGN') or S.class = 'QSO') and   SNmedian > 10 and   (S.z BETWEEN 0.01 and 0.35) and   S.zwarning = 0 and  veldisp >60 and veldisp < 400 and veldisperr > 0 and veldisp > 5*veldisperr  ,0,,1
2020,11,25,21,3,51,2462780106,11/25/2020 9:03:51 PM,2175,31.14.155.13,skyserver.sdss.org,SDSS4F,BestDR15,Skyserver.Search.SQL,0.516,2E-3,1,SELECT count(*) FROM PhotoObj AS p  JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE   ((S.class = 'GALAXY' and S. subclass = 'AGN') or S.class = 'QSO') and   SNmedian > 10 and   (S.z BETWEEN 0.01 and 0.35) and   S.zwarning = 0 and  veldisp >60 and veldisp < 400 and veldisperr > 0 and veldisp > 5*veldisperr  ,0,,1
2020,11,25,21,1,31,2462780116,11/25/2020 9:01:31 PM,2175,31.14.155.13,skyserver.sdss.org,SDSS4F,BestDR15,Skyserver.Search.SQL,0.37,1E-3,1,SELECT count(*) FROM PhotoObj AS p  JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE   ((S.class = 'GALAXY' and S. subclass = 'AGN') or S.class = 'QSO') and   SNmedian > 10 and   (S.z BETWEEN 0.01 and 0.35) and   S.zwarning = 0  ,0,,1
