objID,skyVersion,run,rerun,camcol,field,obj,mode,nChild,type,clean,probPSF,insideMask,flags,flags_u,flags_g,flags_r,flags_i,flags_z,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z,petroMagErr_u,petroMagErr_g,petroMagErr_r,petroMagErr_i,petroMagErr_z,petroR50_r,petroR90_r,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,modelMagErr_u,modelMagErr_g,modelMagErr_r,modelMagErr_i,modelMagErr_z,cModelMag_u,cModelMag_g,cModelMag_r,cModelMag_i,cModelMag_z,cModelMagErr_u,cModelMagErr_g,cModelMagErr_r,cModelMagErr_i,cModelMagErr_z,mRrCc_r,mRrCcErr_r,mRrCcPsf_r,fracDeV_u,fracDeV_g,fracDeV_r,fracDeV_i,fracDeV_z,psffwhm_u,psffwhm_g,psffwhm_r,psffwhm_i,psffwhm_z,resolveStatus,thingId,balkanId,nObserve,nDetect,calibStatus_u,calibStatus_g,calibStatus_r,calibStatus_i,calibStatus_z,ra,dec,cx,cy,cz,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,htmID,fieldID,specObjID,size
1237663233370098738,2,4135,301,2,150,3122,1,0,3,0,0,0,281543964623104,18014398652088577,9007199397347585,45035996407939073,4503874907930624,275288948736,24.41798,24.61017,23.26424,21.83407,20.95524,0.7268856,0.4040197,0.2147281,0.09988571,0.1742939,24.57102,25.12245,23.74289,21.59151,21.02803,1.327308,0.9008812,0.7878768,0.1972079,0.4173365,0.3618955,0.5196366,24.47038,24.60352,23.0487,21.40662,20.67182,0.9145335,0.5341662,0.2572725,0.0996487,0.1926684,23.97034,24.50448,23.2314,21.41497,20.76868,1.080194,0.6407219,0.2441394,0.1125948,0.2107331,-8.805143,-1000,1.634889,0,1,1,0.8056081,1,1.263767,1.065825,0.8432247,0.7942469,0.8826323,257,474351951,1603077,1,1,24577,24577,24577,24577,24577,353.126715631848,47.3020394797628,0.673259934295869,-0.0811549002224944,0.734938734209729,0.7443798,0.5800157,0.4012522,0.2981734,0.2217862,14158198985823,1237663233370095616,0,0
1237663233915093288,2,4135,301,3,274,296,1,0,3,0,0,0,474991439253776,2314850208611041553,2314851308122804497,2314850208611041553,2317102008424726801,2312757013609844752,24.23138,25.55663,24.92755,23.97564,20.48155,0.5696466,0.4193228,0.421848,0.3992422,0.1276328,25.22003,25.75197,25.83669,24.25788,20.56527,0.9852835,0.692193,0.7492389,1.008342,0.2571462,-9999,-9999,24.53225,25.66141,24.90702,24.08488,20.24516,0.7010508,0.4223282,0.5161288,0.5092341,0.1121712,24.4465,25.55391,24.88791,23.89798,20.24438,0.817393,0.6163514,0.9114416,0.9439979,0.1840699,-9999,-9999,1.554408,1,1,0,1,0,1.036489,1.045925,0.8219859,0.7671708,0.8099062,257,365434256,7981130,2,1,24577,24577,24577,24577,24577,359.954519172848,29.5157716122263,0.870219841063093,-0.000690772109651701,0.492663121264437,0.2383276,0.1857032,0.1284686,0.09546597,0.07100914,13304600897150,1237663233915092992,0,0
1237664818751144769,2,4504,301,3,169,833,1,0,3,0,0,0,281543964754176,9007199397495041,9007199388958721,8388865,4503874773712896,9007199388958721,23.49041,23.9956,22.89727,22.42578,22.10974,0.4187,0.3732219,0.2211653,0.1907513,0.524613,23.97269,25.7911,22.55505,22.51836,24.41034,2.05415,1.606708,0.4511648,0.7225568,0.8245748,0.9382683,2.813097,23.73065,23.86336,22.70284,22.08625,22.24127,0.8474377,0.4251842,0.2414693,0.1922688,0.7365755,22.58939,23.92458,22.34118,22.08781,22.13834,0.7128574,0.4613979,0.2702855,0.2106278,0.6849712,11.74134,5.086848,3.646032,1,0,1,0.8862062,1,1.463272,1.422907,1.258958,1.079418,1.161347,257,417370392,2344194,1,1,1,24577,24577,24577,24577,184.434199338119,37.3408746790776,-0.792661236556509,-0.0614679136857187,0.606555734988822,0.09254663,0.0721117,0.04988654,0.03707105,0.02757405,14997250558371,1237664818751143936,0,2.42294632381571
1237664819286639414,2,4504,301,4,148,822,1,0,3,1,0,0,2416187539712,9007199397380353,32769,4503874782134272,275154763776,275280592896,25.28722,23.54523,21.84529,20.94734,20.31288,0.8647859,0.2428914,0.09280762,0.06305981,0.1421393,21.97111,24.94428,21.47264,20.19061,20.04735,0.4790949,1.721666,0.2040218,0.08789044,0.3397577,1.030997,2.5038,25.34599,23.25143,21.36043,20.3729,19.83966,1.193343,0.2879577,0.09102657,0.05510877,0.1427142,23.46144,23.45128,21.39014,19.84862,19.88414,2.135808,0.2806282,0.09126404,0.05702376,0.1397337,7.357289,1.147736,4.001113,1,0,0.7799744,1,1,1.517411,1.317456,1.318787,1.222527,1.191849,257,419426777,2345172,1,1,1,24577,24577,24577,24577,180.497618583794,37.8197513082664,-0.789913888025424,-0.00686063995010271,0.61317940370175,0.06441069,0.05018837,0.03472009,0.02580074,0.01919101,14988289644277,1237664819286638592,0,1.91797931613847
1237665127467057579,2,4576,301,2,400,427,1,0,3,0,0,0,474991472808208,33554449,9007199430902033,9147936785178897,9007199397347601,6914004295487504,23.46662,24.84013,23.98349,25.01285,21.00816,0.5783848,0.4413316,0.7782674,0.5490988,0.3957148,24.97258,24.76388,23.86341,23.42254,19.9622,3.358488,1.964465,1.998876,2.351945,0.3788525,0.4484688,4.5448,23.08202,24.82143,24.08532,24.85582,19.79762,0.8767183,1.070205,1.188436,1.394972,0.1843509,23.39027,24.78555,24.10732,21.40238,19.78646,1.522519,3.218287,1.049412,2.619284,0.3726178,-9999,-9999,2.418521,0.5638212,1,1,0,0.02090984,1.279392,1.04259,1.025499,0.8795107,0.9641323,257,396340898,2685093,1,1,24577,24577,24577,24577,24577,176.302349036532,33.9160382348573,-0.828128586488297,0.0535185795741813,0.557977424168091,0.07869897,0.06132171,0.04242207,0.03152414,0.02344817,15521512928620,1237665127467057152,0,0
1237665178988642358,2,4588,301,2,125,54,1,0,3,0,0,0,457465859019024,140737631129873,11258999244620049,9008298909405457,4503599929393168,9007199397380369,23.79901,25.59846,25.12662,22.43098,22.94031,1.025598,0.6212321,0.6414788,0.2852635,0.7837755,24.16616,25.40918,24.98455,22.51435,22.79691,1.715592,1.279436,1.520806,0.7732415,1.697381,-9999,-9999,23.89815,25.7757,25.1505,22.17646,22.92211,0.9172324,0.6493088,0.7916524,0.2573608,0.9039156,23.90731,25.65839,25.12197,22.17648,26.27473,1.171783,1.023256,0.7532881,0.3665105,2.568041,-9999,-9999,4.169687,1,1,0,0,0,1.712322,1.682837,1.346565,1.372041,1.395375,257,332710740,2721699,1,1,24577,24577,24577,24577,24577,225.003235569942,25.4250558093895,-0.638585749034362,-0.638657876704569,0.429330126654808,0.1581243,0.1232093,0.08523566,0.06333923,0.04711275,15380281236203,1237665178988642304,0,0
1237666184550286641,2,4822,301,3,162,1329,1,0,3,1,0,0,281640601387264,9007199388991489,142639361,4503874782134272,275146375168,9007199388991489,24.19628,23.71671,22.27692,22.14175,21.57933,1.094752,0.3672526,0.1370143,0.1810413,0.4765956,26.5697,25.21675,21.9586,21.98957,22.86391,1.674837,3.112864,0.3205127,0.5159614,4.405965,0.9307738,2.293967,24.99804,23.5086,21.94908,21.8018,21.16545,1.441194,0.4062822,0.1410137,0.1892632,0.4650815,24.51027,23.68806,21.98533,21.62818,21.54305,1.193665,0.3689449,0.1610871,0.1860522,0.4881946,4.913911,1.213062,3.500094,0,0,0.7460342,1,1,1.546761,1.461239,1.233502,1.160159,1.258218,257,43147268,7884489,3,2,24577,24577,24577,24577,24577,320.702647534402,-5.53086105950997,0.770266671884304,-0.630396530957703,-0.0963818859577402,0.4313943,0.3361395,0.2325398,0.172802,0.1285329,12729097163061,1237666184550285312,0,1.56746784110292
1237666210880423337,2,4828,301,4,520,1449,1,0,3,0,0,0,387097114579216,70369046167569,9007199397347601,167788561,4503874807402512,9007199422545937,22.66761,25.56872,23.58723,22.11595,22.31347,0.3898777,0.5959051,0.4214509,0.1598165,0.6485376,23.25046,25.75194,23.68199,22.19705,23.49682,1.448235,1.352803,1.200577,0.5164616,1.684862,0.6290148,0.9701167,22.71839,25.59649,23.47611,21.92558,22.37194,0.4796338,0.6949286,0.4631749,0.1701127,0.7826429,22.74382,25.56026,23.03623,21.92561,22.38971,0.7276858,2.072418,0.9977322,0.2339768,1.045697,5.542045,5.225656,3.803165,1,0,1,0,1,1.512857,1.429011,1.285903,1.256683,1.195261,257,58204685,7514807,4,3,24577,24577,24577,24577,24577,321.566485175257,-2.53652867597523,0.782562487061156,-0.620997046870377,-0.0442563173222771,0.3030272,0.2361167,0.1633445,0.1213824,0.09028623,12727781571851,1237666210880421888,0,1.66463879559312
1237661872396108614,2,3818,301,3,55,838,1,0,3,1,0,0,281543964623616,9007199397347841,142606593,4503874773712896,275146375168,45035996416344321,23.6759,23.50957,22.4018,21.99627,21.7089,0.4653272,0.2230377,0.1038462,0.1059895,0.2899602,23.75327,23.03945,21.86869,21.04857,20.5917,1.65536,0.3847025,0.2155097,0.1605432,0.4363242,0.812632,1.628791,23.78936,23.20008,21.84793,21.41221,21.14026,0.6908084,0.2324922,0.1001106,0.099008,0.2927828,23.3288,23.26775,21.79822,20.88853,18.10958,0.6089466,0.3016289,0.1266485,0.1157983,0.3061512,5.042694,0.8453596,1.778807,1,0,0.3362569,1,1,1.147188,1.209834,0.8794284,0.863561,0.8625051,257,446771822,1203533,3,3,16385,24577,24577,24577,24577,161.66970865495,42.3210104956951,-0.701867406838919,0.232532174902633,0.673283692697412,0.05779197,0.04503111,0.03115231,0.02314951,0.01721898,16412270932675,1237661872396107776,0,1.58787493445796
1237662223528297257,2,3900,301,1,339,809,1,0,3,0,0,0,281543964754176,9007199397478657,9007199397347585,9007199397347585,4503874782101760,9007199388966913,23.74241,25.14607,23.31108,22.03543,21.14461,0.4451211,0.7323593,0.3366866,0.1527597,0.2531247,21.91412,26.87633,23.5866,21.62572,21.09605,0.5098695,0.8686158,1.463787,0.3850632,0.8733135,0.5420879,0.9470294,24.10505,25.6774,23.0952,21.77542,20.93985,1.115318,0.7904792,0.356102,0.1554421,0.2733237,21.45134,27.09912,22.69597,21.77538,21.00859,0.5640932,0.5937747,0.3526731,0.3167239,0.2672168,307.8905,-1000,3.82221,0,0,0,1,0,1.539603,1.458595,1.28906,1.212133,1.217437,257,424971084,1275412,1,1,24577,24577,24577,24577,24577,178.241735689278,38.6402329128939,-0.780714440953942,0.0239656989417122,0.624428224025955,0.09175953,0.07149841,0.04946227,0.03675577,0.02733954,15476032934117,1237662223528296448,0,12.4074681834624
1237662224077291767,2,3900,301,2,524,247,1,0,3,0,0,0,105553418915860,302022672,275180589076,4573968674095125,70643924107281,70644058325009,21.26999,20.57864,20.11293,20.26622,20.10299,0.1359614,0.09502218,0.1273195,0.1600341,0.1969814,21.3381,20.39796,20.13669,19.87879,19.76061,0.3164508,0.2075748,0.290768,0.3384051,0.398673,0.701218,1.223849,21.15573,20.34827,19.96074,19.9188,19.76365,0.1052646,0.0272966,0.02871063,0.03338543,0.09830937,21.21529,20.26047,19.96075,19.73187,19.60144,0.2153176,0.03897542,0.03446771,0.03605096,0.2349282,4.793114,0.2133442,3.198075,1,0,0,0,0,1.243218,1.075853,1.179145,0.8503494,0.9406394,257,407541022,1276843,1,1,24577,24577,24577,24577,24577,213.064474660837,35.8508176373018,-0.679282770956627,-0.442218946066419,0.585676805773792,0.07238774,0.05640404,0.03902005,0.02899608,0.02156776,15371371785147,1237662224077291520,0,1.54808174611893
1237662224086991670,2,3900,301,2,672,822,1,0,3,0,0,0,105658644955480,9007199388960025,70369054556441,4503874807267352,275322503192,11329643126751257,25.27449,24.40547,23.01292,22.55313,21.70443,0.6568835,0.3789002,0.1864018,0.1901433,0.3129082,25.35806,24.11881,22.99479,22.32722,21.68458,1.414326,0.7899312,0.5117308,0.4504327,0.8813507,0.5610741,1.280019,25.35024,24.49219,22.93393,22.52135,21.73485,0.6676629,0.4343787,0.1981207,0.2139209,0.3695108,25.33773,24.48964,22.93401,22.33919,21.52742,1.115605,0.8850498,0.3551314,0.3624904,0.5749881,2.661149,1.016534,2.002405,1,1,1,1,1,1.29042,1.118008,0.9332072,0.8690403,0.9193992,257,342742664,1505129,2,1,24577,24577,24577,24577,24577,236.610409576311,26.5826860103544,-0.492153496581436,-0.746685107830571,0.447488866394144,0.1936084,0.1508584,0.1043631,0.07755297,0.05768517,15327498336695,1237662224086990848,0,1.15350531532442
1237662225691575624,2,3900,301,5,580,1352,1,0,3,0,0,0,281544233193728,9007199388960001,9007199397482753,9007199397347585,13511074296889344,9007199388958721,24.12447,24.13633,23.63298,22.57028,22.59124,0.5525452,0.2901834,0.2968052,0.2107821,0.4896521,22.51712,23.51554,22.94224,22.12975,22.55572,0.7828639,0.607088,0.607058,0.5268405,1.795808,0.9709829,1.640343,23.6926,23.81109,23.06061,21.85834,22.55999,0.6733561,0.3829711,0.3185585,0.2102737,0.8273503,20.98728,23.59046,22.66738,21.85834,21.1219,0.6190423,0.3933569,0.4046014,0.2612427,0.8999627,9.23696,-1000,2.206697,1,0,0,0,0,1.110009,1.056952,0.9794676,0.921311,0.9089371,257,396774488,1281497,1,1,24577,24577,24577,24577,24577,223.082963571416,33.9685531577352,-0.605724434558387,-0.566489169240181,0.558737801220297,0.07806581,0.06082834,0.04208077,0.03127052,0.02325952,15391869234911,1237662225691574272,0,2.14906496075291
1237662640124331255,2,3997,301,1,98,1271,1,0,3,0,0,0,281543964754176,9007199389189377,9007199397445633,8511489,4503874773812480,134316033,22.99624,23.76029,23.01634,22.04237,21.9195,0.4407281,0.3049904,0.2171405,0.1278504,0.340097,19.43941,30.67508,20.11152,17.84762,28.09166,0.6751686,0.3700061,0.8510675,0.1004446,0.4392404,22.06897,25.53897,19.23366,21.1432,20.0474,18.15369,18.92859,0.2171914,0.6127955,0.3071052,0.08060185,0.583841,19.3555,23.70697,22.68606,17.82677,21.91199,0.2092896,0.3234,0.2407334,0.0893366,0.4244739,4.343184,1.78701,3.336248,0.1614644,1,1,0.6925638,0.5747281,1.601725,1.275793,1.204424,1.113178,1.134776,257,312934924,1462076,3,3,24577,24577,24577,24577,24577,248.108257758593,23.247947488999,-0.342580299982849,-0.852550297734732,0.394710942204649,0.1913826,0.149124,0.1031633,0.07666138,0.05702198,14503025697357,1237662640124329984,0,1.47363232713088
1237662641195320545,2,3997,301,3,56,1249,1,0,3,1,0,0,281543964754176,9008298909106433,9007199397347585,4503874916319232,9007199397347329,45035996407922689,24.23973,24.07831,22.95337,23.0121,22.06516,0.6527944,0.3201661,0.1692794,0.2327988,0.3569349,23.05815,23.64145,23.03137,22.90186,22.63488,0.5867048,0.4753808,0.3269662,0.3670003,0.7525915,0.4876826,1.339574,23.68646,23.73895,22.69869,22.63772,21.95571,0.6323401,0.3177373,0.1846641,0.2388145,0.4543676,20.64402,22.17591,22.76882,22.41762,22.05085,0.3956337,0.3725486,0.1974883,0.3274852,0.4705096,2.076968,0.6751211,2.147102,1,1,0.6541145,1,0,1.171134,1.174111,0.9660826,0.8892762,0.921709,257,351109008,1466868,3,2,24577,24577,24577,24577,24577,243.089986944332,27.7250176883062,-0.400628891172643,-0.789340763393076,0.465228600586651,0.2239111,0.17447,0.1206975,0.08969121,0.06671378,15290774033087,1237662641195319296,0,1.01906045735098
1237662661602116475,2,4002,301,1,143,891,1,0,3,1,0,0,281543964623104,134251777,8388865,4503874773712896,275146375168,32769,23.12286,23.29876,22.06424,21.33212,20.87321,0.3541003,0.1783972,0.09976076,0.08353806,0.2419076,21.81275,22.00606,21.69549,20.87408,19.85663,0.3998079,0.2023187,0.2309636,0.1940831,0.3440558,0.9501915,1.46623,22.77277,22.60527,21.49576,20.72374,20.27791,0.3911891,0.1522253,0.09111585,0.07831739,0.2175526,19.79609,21.67466,21.49576,20.78924,19.71781,0.2295646,0.1334556,0.0934946,0.09010728,0.2029691,9.085217,1.504884,3.057615,1,0,0,0.04712111,1,1.227186,1.119305,1.152937,1.048708,1.21121,257,367610373,1504632,2,2,24577,24577,24577,24577,24577,229.589424589412,29.7580245716099,-0.562773897355341,-0.661009861001457,0.496338094562884,0.08893277,0.06929582,0.04793853,0.03562346,0.02649731,15336022253584,1237662661602115584,0,2.1313396580427
1237663234444887990,2,4135,301,4,166,1974,1,0,3,0,0,0,105624251794264,2314920852501561625,2314850208468443161,2312598683809480728,2305843284494418456,2314920852493172761,23.34775,23.64763,22.76139,22.11396,21.16165,0.4117267,0.227183,0.151183,0.1299344,0.2556537,23.18068,23.23887,22.47075,21.64192,21.99035,0.9040261,0.4021729,0.3258664,0.3878671,1.238529,0.7003064,1.905206,23.67436,23.38656,22.30903,21.60994,20.75256,0.7524719,0.260799,0.1555549,0.1272513,0.2718555,23.38963,23.56882,22.30904,21.80311,20.60541,0.6751183,0.284824,0.2113461,0.1260077,0.271582,4.477314,1.214572,1.99561,1,0,1,0,1,1.101052,1.129213,0.9316811,0.8307768,0.9454836,257,463758804,1605995,1,1,24577,24577,24577,24577,24577,355.271300046587,45.2471595785619,0.701653498394424,-0.0580402729286472,0.710150473427452,0.6024258,0.4694061,0.324733,0.2413114,0.1794914,14160115312201,1237663234444886016,0,1.49621430152878
1237671256908562551,2,6003,301,3,191,119,1,0,3,1,0,0,35253360132112,11258999202676753,2252074968449040,6755674587430928,275146506288,2252074960060432,23.30498,22.86155,21.01188,20.4317,19.83915,0.4303896,0.1294471,0.04760165,0.03055837,0.0640379,23.699,21.93102,20.49204,19.44506,19.24829,3.559613,0.5620897,0.1701489,0.2095835,0.2424681,1.18732,3.87005,22.97386,22.4089,20.63313,19.92151,19.34019,0.4538257,0.1232342,0.0453288,0.0606183,0.05960199,23.04895,22.50037,20.63312,19.50501,19.26238,0.4325247,0.1583822,0.06172897,0.06762677,0.07363534,5.880266,0.4451158,3.507068,0,1,1,1,1,1.215828,1.016453,1.234914,0.8768489,0.834778,257,297060642,5090296,1,1,24577,24577,24577,24577,24577,70.9816323790263,21.295247837008,0.303621199804715,0.880862558076395,0.363173953923262,1.628148,1.268642,0.8776406,0.652181,0.4851029,16710707079289,1237671256908562432,0,1.7146816307372
1237672004228289279,2,6177,301,3,121,4863,1,0,3,1,0,16,35253360132112,9007199389122577,275146506256,4503874773745680,2252074960060432,2252074960191504,24.05551,22.47475,20.72143,19.602,18.74665,1.23701,0.1264632,0.04472049,0.025867,0.03647174,24.92342,22.56337,20.74078,19.51959,18.59039,2.904017,0.3598236,0.09222157,0.04813658,0.07661959,0.890426,1.673172,23.9619,22.39094,20.59443,19.44765,18.58414,1.306264,0.1387579,0.04483802,0.02219277,0.03917826,24.11301,22.47356,20.59443,19.41228,18.4815,1.336663,0.135745,0.04483802,0.0219613,0.03822612,7.60235,0.5607022,5.778107,0,0,0,0,0,1.701446,1.537996,1.584813,1.3471,1.344472,257,383759782,5345868,1,1,24577,24577,24577,24577,24577,302.357812062011,32.0178023542614,0.45379139966214,-0.716225964803916,0.530182735416173,15.26963,11.89799,8.230976,6.116498,4.549551,14274125727552,1237672004228284416,0,1.94966025694034
1237673708253348858,2,6574,301,1,72,1018,1,0,3,1,0,0,35191082975504,2251799947935761,2252075102667024,6755674587430928,2252075094278160,11258999202676753,23.05014,22.66716,22.07108,21.90041,21.23833,0.4853219,0.1336006,0.108251,0.1523444,0.3616621,21.74586,21.47709,21.20468,22.96763,21.13556,0.5839454,0.6545613,0.2401848,2.920767,1.466623,1.174893,2.635335,22.63824,22.07355,21.24063,21.08888,20.59457,0.5416701,0.1269533,0.09864807,0.1461193,0.3641465,22.42146,21.50858,21.17372,21.23644,20.25781,0.5104718,0.1204196,0.1356963,0.1424079,0.4205377,9.042955,1.630986,2.267748,1,1,0.2919502,0,0,1.36288,1.309606,0.9930089,1.01375,1.196214,257,45898122,5583194,1,1,16385,24577,24577,24577,24577,129.124273087043,-4.8605961646602,-0.628735303341339,0.772989300755165,-0.0847316897643155,0.1413269,0.1101209,0.07618116,0.05661077,0.04210801,10047869068823,1237673708253347840,0,2.12637665978532
1237678619549435406,2,7717,301,5,87,1550,1,0,3,1,0,0,281543964754176,9008298909106177,9007199397347585,4503874773712896,275146342400,9007199388960001,23.70993,23.83175,22.63014,22.29751,22.08109,0.7513542,0.268718,0.1240957,0.1448558,0.3769936,22.00089,22.63239,21.83972,21.5021,20.35108,0.5132006,0.4044311,0.3243802,0.360514,0.4515748,0.9339545,1.509798,22.97993,22.57885,21.45649,21.16487,21.0538,0.5860933,0.1845334,0.1059153,0.1270346,0.3851093,22.22201,22.28133,21.4565,21.28709,20.08041,0.4780302,0.1896386,0.1258713,0.1663021,0.5921474,13.15187,2.280258,1.760645,1,0,0,0,0.06381461,1.06994,1.127325,0.8748471,0.8189238,0.9858035,257,133099993,7052533,1,1,24577,24577,24577,24577,24577,323.732116134762,2.40776186727594,0.805548189899246,-0.591039075897684,0.0420110046542699,0.2828211,0.2203723,0.1524525,0.1132886,0.08426589,13339266330186,1237678619549433856,0,2.5643584792488
1237679027036160498,2,7812,301,4,113,498,1,0,3,1,0,48,35253360136464,11258999202811921,2252074960195600,6755674587432208,2252074960060432,2252074960060432,21.53187,19.99511,19.50114,19.2977,19.08915,0.260231,0.03483564,0.02619907,0.02390679,0.07986319,21.04443,19.34201,18.79338,18.37619,18.40877,0.484107,0.03423299,0.0223055,0.0362848,0.1601525,1.911313,3.400146,20.87694,19.32729,18.66309,18.30626,18.19564,0.1849538,0.01964652,0.01642217,0.01655694,0.06344128,20.95027,19.25034,18.66309,18.30634,18.22081,0.235895,0.01960843,0.01642217,0.01654377,0.06341092,37.36046,0.977999,8.98831,0,0,0,0,0,2.172269,2.517996,1.97654,1.627742,1.733947,257,63212078,7469808,1,1,24577,24705,24577,24577,24705,325.201588109148,-1.85761922209558,0.820733478287775,-0.570390890151212,-0.0324158919383466,0.2456758,0.1914289,0.1324296,0.09840941,0.07319852,12722436214578,1237679027036160000,0,4.32206307068878
1237679461897011846,2,7913,301,6,43,646,1,0,3,1,0,0,2278815695176,9007199464456521,9007474610831433,4503874840821832,275213467720,201327945,24.05804,23.41724,22.27913,21.9566,21.82439,1.228532,0.2905144,0.160656,0.1600409,0.39291,20.02051,23.08578,22.19661,22.2595,21.28625,0.1624556,0.700215,0.4625507,0.6648826,0.9291358,0.8694034,1.893091,24.70788,23.05239,21.82662,21.64034,21.64038,1.983183,0.3143257,0.1589774,0.1820895,0.5327592,20.84184,21.3791,21.82662,21.68432,21.212,0.7619405,0.291463,0.2665156,0.2086905,0.8427658,6.831223,1.922792,4.592638,1,1,1,1,1,1.552705,1.409786,1.41305,1.352735,1.253512,257,294690473,7629919,2,2,16385,24577,24577,24577,24577,13.6919339495011,21.0241993885336,0.906903220587851,0.220943919024376,0.358762223671241,0.1722268,0.134198,0.09283755,0.06898825,0.05131458,17309096759026,1237679461897011200,0,1.84813737149786
1237680070177128984,2,8055,301,3,125,536,1,0,3,1,0,0,35253360001296,11258999211065617,2252074968449040,6755674587430928,2252074960060432,2252075094278160,25.21171,22.8607,21.45558,20.99333,20.35118,0.587905,0.1178995,0.05255235,0.05332108,0.1144501,26.71421,22.14089,20.41516,20.6275,19.62925,15.15971,0.3812371,0.1359306,0.4495655,0.4139476,1.37932,4.121685,25.55387,22.13623,20.51767,20.0883,19.4751,0.965448,0.1186948,0.04621803,0.04728734,0.1103822,25.28358,22.33121,20.51768,20.2972,19.86737,0.6474149,0.1647757,0.06105373,0.04690387,0.1444908,4.209605,0.3097504,1.635468,1,0.8190685,1,1,0.3581276,1.05946,1.079211,0.8433331,0.8129837,0.8898064,257,317154985,7764502,3,3,1,24577,24577,24577,24577,24.3037653777991,23.6318556212449,0.834948219684583,0.377059636508119,0.400858455021109,0.4557026,0.3550804,0.245643,0.182539,0.1357755,17249121856357,1237680070177128448,0,1.45079378565322
1237680070710723648,2,8055,301,4,75,1088,1,0,3,0,0,0,281475245146368,9007199388960001,9007199397347585,49539871190024480,9007199397347585,9007199397347585,24.04761,25.52464,22.93368,24.77376,23.14865,0.7316962,0.4139806,0.1947299,0.465287,0.5792558,27.09301,26.5476,23.67561,22.69562,23.91203,0.6831051,0.9103727,1.477862,0.9863257,1.768577,0.3670281,0.5665616,25.3298,25.91431,22.37856,24.83488,23.67688,1.143273,0.5771883,0.2024511,0.8486176,0.8135846,24.42985,25.62844,22.37856,25.18251,23.28976,1.145709,0.5195615,0.2143213,0.8612632,0.7143204,-27.60822,-1000,2.530072,0,1,1,0,0,1.156908,1.131443,1.048843,0.9090704,0.9749425,257,327975282,7765379,3,1,1,24577,24577,24577,24577,16.126402417678,24.8821057335389,0.871479256605566,0.251974661992127,0.42075251041457,0.2008738,0.1565195,0.1082795,0.08046326,0.05984988,17226831608659,1237680070710722560,0,0
1237680093257598177,2,8060,301,6,49,1249,1,0,3,1,0,0,68987912960,9007199388983297,9007199263138049,4503874773712896,275280593408,275146342912,23.18556,24.10133,22.3749,20.88717,20.09637,0.5887262,0.3672577,0.1528172,0.06952466,0.1262001,23.04165,24.04407,22.01119,20.65103,19.76481,1.797627,1.265154,0.3860944,0.2248441,0.3970647,0.9532092,2.161174,23.39379,23.78931,21.70217,20.37794,19.57959,1.168914,0.5195819,0.1452473,0.07641908,0.1440936,22.56953,23.08559,21.71247,20.86583,20.01661,0.6353801,0.676912,0.1453628,0.07930819,0.1336387,7.907098,2.285227,4.211292,0,1,0.9414837,1,1,1.409132,1.304612,1.35323,1.324655,1.212538,257,250676592,7900650,2,2,16385,24577,24577,24577,24577,331.553125165935,15.697845273166,0.84646448420676,-0.458577003410314,0.270564241761175,0.2668748,0.2079471,0.1438568,0.106901,0.07951473,13382847734901,1237680093257596928,0,1.98835337569865
1237680242511905619,2,8095,301,4,113,851,1,0,3,1,0,0,281709320864000,9007199397380353,9007199388992769,4503874916352256,275280609280,45035996416344321,23.12272,23.73259,22.32862,21.8158,21.14566,0.6277755,0.3924945,0.1774209,0.159864,0.3814244,20.57745,22.49786,21.83657,21.8583,27.74318,0.2390825,0.4761845,0.3541579,0.6838704,0.08313967,1.36376,3.757172,23.2182,23.67508,22.1516,21.65343,21.13056,0.7826276,0.4323837,0.1823048,0.1672852,0.4512418,19.94446,21.68498,22.15673,21.63352,20.98758,0.4163782,0.391216,0.1823646,0.1664535,0.6229803,6.065478,2.461936,4.810803,1,0,0.5074225,1,1,1.639513,1.722074,1.446572,1.406788,1.403675,257,39772223,7852795,1,1,24577,24577,24577,24577,24577,331.912321062565,-6.27528983393381,0.87694198884414,-0.46800109732494,-0.109305631624062,0.2564964,0.1998603,0.1382624,0.1027438,0.0764225,12758387190433,1237680242511904768,0,1.74147607621422
1237680326799262737,2,8115,301,1,92,1041,1,0,3,1,0,0,68987912448,9007199397380353,9007474409505024,4503874773745664,275154763776,275146375168,25.07156,22.4381,21.35742,20.95827,20.39442,0.9124431,0.1038425,0.06514685,0.07184859,0.1594357,27.48038,21.17645,20.69434,20.51766,19.80377,0.5304285,0.1403122,0.1111738,0.2188251,0.4424042,1.354799,2.740152,25.74603,21.73258,20.6839,20.39269,19.69582,0.969584,0.09132405,0.05948042,0.07530504,0.1558592,25.50986,20.43839,20.58123,20.58583,19.66463,0.7259661,0.08531789,0.06976581,0.07118756,0.2189025,12.32398,1.25271,4.089652,0,1,0.407286,1,0.6139025,1.614362,1.434234,1.333385,1.2227,1.161117,257,347878623,8057287,3,2,24577,24577,24577,24577,24577,333.37904762236,27.346876868565,0.794079575246995,-0.398008700199122,0.459376428151638,0.3728347,0.2905103,0.2009737,0.149345,0.1110852,14191309194216,1237680326799261696,0,2.48233514689791
