objID,skyVersion,run,rerun,camcol,field,obj,mode,nChild,type,clean,probPSF,insideMask,flags,flags_u,flags_g,flags_r,flags_i,flags_z,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z,petroMagErr_u,petroMagErr_g,petroMagErr_r,petroMagErr_i,petroMagErr_z,petroR50_r,petroR90_r,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,modelMagErr_u,modelMagErr_g,modelMagErr_r,modelMagErr_i,modelMagErr_z,cModelMag_u,cModelMag_g,cModelMag_r,cModelMag_i,cModelMag_z,cModelMagErr_u,cModelMagErr_g,cModelMagErr_r,cModelMagErr_i,cModelMagErr_z,mRrCc_r,mRrCcErr_r,mRrCcPsf_r,fracDeV_u,fracDeV_g,fracDeV_r,fracDeV_i,fracDeV_z,psffwhm_u,psffwhm_g,psffwhm_r,psffwhm_i,psffwhm_z,resolveStatus,thingId,balkanId,nObserve,nDetect,calibStatus_u,calibStatus_g,calibStatus_r,calibStatus_i,calibStatus_z,ra,dec,cx,cy,cz,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,htmID,fieldID,specObjID,size
1237648720138732503,2,756,301,1,150,983,1,0,3,1,0,0,281572485890376,9007199456101705,18014398710859081,4503874983460936,275884572744,201359433,25.43944,23.56122,22.33388,22.08316,21.2169,0.7489526,0.3483773,0.1408506,0.166619,0.3411173,25.62785,23.42412,22.44264,21.77644,20.5906,1.20524,0.6369109,0.3620742,0.3239438,0.4984162,0.6609896,1.118487,25.72846,23.52436,22.13256,21.85923,21.15034,0.7206413,0.4003232,0.1457752,0.1714386,0.3862783,25.53535,22.63181,22.13256,21.56955,20.839,0.8381212,0.2795163,0.1508221,0.1684273,0.4116964,5.124547,1.306211,3.309878,0,0,1,1,1,1.622604,1.471961,1.199272,1.1364,1.403183,257,74994276,383672,2,2,24577,24577,24577,24577,24577,138.328784227455,-0.900495664299174,-0.746880032525398,0.664773063074358,-0.0157159672179888,0.1574639,0.1226948,0.08487968,0.0630747,0.04691599,10517722247023,1237648720138731520,0,1.60071038628742
1237648722827805612,2,756,301,6,222,940,1,0,3,0,0,0,281544233189632,9007199397511425,9007199388992769,9007199397380353,4503875176398848,9007199388992769,24.56879,24.90293,23.9639,22.3618,21.82989,0.828777,0.5708984,0.5219549,0.229737,0.4715472,23.29461,22.6089,24.4371,21.60976,20.02258,1.775905,0.8541594,31.31973,0.6380486,0.8644322,0.7259434,0.8492886,23.4514,24.36194,23.61859,21.72862,21.15047,0.8109797,0.7797315,0.6812235,0.2153395,0.4602275,22.14812,21.13462,21.78616,21.62305,18.437,0.5615891,0.5254788,0.5578479,0.230139,0.3922601,26.43131,-1000,3.937916,0,1,1,0.2908682,1,1.313227,1.234912,1.308322,1.302289,1.328265,257,120922322,2533207,8,1,24577,24577,24577,24577,24577,149.110403073482,1.08520059351779,-0.858004212735468,0.513293364434727,0.0189391909929565,0.0933587,0.07274447,0.05032428,0.03739634,0.02781601,15560288869459,1237648722827804672,0,3.6353344110986
1237651698693046662,2,1449,301,5,66,390,1,0,3,1,0,8,175992995971344,2323857407857557521,2305843284360069136,2310346883995828240,2305843284360069136,2305984021982774544,23.6502,21.64329,21.31368,20.93049,20.1976,0.9313281,0.07691494,0.07459696,0.08297063,0.2500051,22.47717,20.71808,19.91186,19.81429,19.20354,2.453227,0.1748141,0.1373618,0.20135,0.4138982,2.033729,3.859058,22.95762,20.46257,19.86591,19.55426,19.03427,1.339274,0.06014864,0.05387947,0.06566153,0.1516802,21.95666,20.53139,19.78306,19.70522,18.78982,2.232318,0.06663734,0.06983922,0.06465787,0.1806278,34.64941,3.548641,3.473033,1,0,0.1534312,0,0.1670724,1.620279,1.577161,1.229125,1.242256,1.528367,257,1438045,127058,1,1,16388,24580,24580,24580,24580,195.464502319109,-21.4535043009291,-0.89701893175154,-0.248166977583088,-0.365746069447919,0.4450136,0.3467516,0.2398811,0.1782574,0.1325907,11257421128190,1237651698693046272,0,4.16229588463507
1237655472898704228,2,2328,301,3,114,868,1,0,3,1,0,0,35255507484944,11258999211032849,9007199388992785,4503874773712912,275146342416,9007474535301136,24.15021,24.56655,23.00833,21.7186,21.05281,0.6349261,0.4009508,0.1805608,0.08351403,0.1748503,24.64053,23.73502,23.09575,21.51348,21.04848,1.426145,0.549155,0.4361016,0.1588444,0.4157445,0.5849117,0.9222119,24.14719,24.47612,22.79496,21.45804,20.92419,0.7423204,0.4605855,0.1838065,0.07988513,0.1954275,23.25809,21.90206,22.79496,21.40823,21.03399,1.041165,0.8866378,0.2717154,0.112783,0.1954111,3.815776,1.372595,2.460513,0,1,0,0,1,1.265905,1.156208,1.034153,0.9836528,0.9930167,257,386886610,864272,2,2,24577,24577,24577,24577,24577,255.19014501176,32.5413704977521,-0.215481793256881,-0.814998224986786,0.537908440204453,0.1096801,0.085462,0.05912221,0.04393414,0.03267893,14388688618876,1237655472898703360,0,1.38126320983646
1237660411576516956,2,3478,301,2,149,348,1,0,3,1,0,0,68987912704,275280560128,275146342400,4503874773712896,275280593408,134217729,22.30384,22.55215,21.81333,21.4458,21.70326,0.179636,0.09047689,0.09466343,0.1049395,0.4485232,22.35677,22.73546,21.86005,21.20965,20.67673,0.3893368,0.2473847,0.2230794,0.2101429,0.5830584,0.5429209,1.038648,22.23539,22.47602,21.72052,21.30588,21.5244,0.1880315,0.09538518,0.09870037,0.1084394,0.4497761,22.11082,22.42408,21.72173,21.16269,20.61465,0.2430671,0.1214795,0.1055239,0.1313245,0.7134619,2.624588,0.4297861,1.990178,0,1,0.7599819,0,0,1.110849,0.9168577,0.9303626,0.8229973,0.8618471,257,168192538,906452,1,1,24577,24577,24577,24577,24577,138.782489959079,6.51745378215525,-0.747352261182496,0.654660991469283,0.113505876296631,0.1687963,0.1315249,0.09098834,0.06761409,0.05029246,16301570436196,1237660411576516608,0,1.14555406924202
1237660635989672802,2,3530,301,4,166,866,1,0,3,1,0,16,281543964623104,9007199388991489,142639361,4503874782134528,275146375168,134251777,24.21182,23.66107,22.19394,21.72519,21.84901,0.9843698,0.3339919,0.171739,0.1608582,0.5818283,23.54341,22.80281,21.80219,21.9517,19.70158,2.703912,0.6069462,0.3463218,0.7961898,0.4434732,1.417436,2.739407,24.9497,23.38261,21.83051,21.33233,21.2999,1.424763,0.3688374,0.1727863,0.1622492,0.5784203,20.0142,22.45043,21.84955,21.16769,18.84268,0.785607,0.2490563,0.1770467,0.1529756,0.5006888,7.871436,2.405034,5.348473,0,0,0.8950585,0.5609483,1,1.53861,1.565927,1.524936,1.390329,1.202897,257,423674726,925068,1,1,24577,24577,24577,24577,24577,140.908429097102,38.5058581324917,-0.607363450752167,0.493442540029604,0.622594650137272,0.06302349,0.04910747,0.03397232,0.02524507,0.0187777,16488024506476,1237660635989671936,0,1.98386442569541
1237661150846124186,2,3650,301,3,124,154,1,0,3,1,0,0,35253360132368,2305843009222131985,2305843009490551056,2312598408923219216,2305843284368588816,2305843009347944465,24.04327,23.09978,22.51566,22.09072,22.1718,0.6499927,0.2631631,0.3825813,0.252315,0.5346677,24.22331,23.59706,21.8335,21.35926,24.94119,3.939626,2.031534,0.7518251,0.9033063,1.161316,1.42707,4.034363,24.07617,22.88498,22.19427,21.75893,22.23092,0.739729,0.1776569,0.1497442,0.1602992,0.7535737,24.09264,22.9832,22.15546,21.70649,22.25188,1.163285,0.2578679,0.283453,0.2432406,1.263781,6.54031,1.730906,3.477184,0,0,0.1642939,0.09349737,0,1.31703,1.411084,1.229596,1.101212,1.053956,257,471706305,1116865,2,2,1,8193,8193,24577,24577,210.655571469665,46.7613439217032,-0.589303161500306,-0.349284836461216,0.728506614152545,0.05385584,0.04196411,0.02903057,0.02157283,0.01604622,15165948588407,1237661150846124032,0,1.80835697609817
1237661357541557211,2,3698,301,4,126,987,1,0,3,0,0,0,281543964754688,9007199397478657,9007199397347585,9007199263129601,4503874782102016,9007199254740993,23.92962,24.43839,22.8923,21.76089,21.07999,0.3766498,0.4281375,0.2129571,0.1238386,0.2606004,22.11168,24.38575,22.75335,21.36272,20.57065,0.5109822,1.174146,0.5526662,0.2812469,0.5018688,0.8042552,1.554608,24.19961,24.50356,22.76294,21.58375,20.87736,0.8973584,0.5000008,0.2182864,0.1226224,0.2596487,23.35074,23.23652,22.04467,21.5838,20.5911,1.22131,0.7565417,0.2110681,0.1317151,0.2447079,25.20412,-1000,3.608815,1,1,1,0,1,1.447437,1.312334,1.253096,1.215093,1.090786,257,474028265,1123617,1,1,1,24577,24577,8193,24577,175.297974751145,47.2676636893545,-0.676290580569123,0.0556252735943354,0.734531741704219,0.0903212,0.07037766,0.04868694,0.03617962,0.02691099,15807912181742,1237661357541556224,0,3.54993780377129
1237661386002072603,2,3705,301,1,223,1051,1,0,3,0,0,0,281543964754688,9008298900717569,9007199388960001,9007199388958721,4503874773712896,9007199388992001,22.99679,23.94817,22.73599,22.04715,21.26128,0.9844976,0.3733635,0.1944304,0.1694851,0.3046632,24.04485,22.70991,23.46382,22.00432,21.29432,1.518708,0.5459163,1.475752,0.6670743,0.8364422,0.5232537,0.651324,22.94375,23.59379,22.44769,21.70917,21.20914,0.4090618,0.369215,0.1978507,0.1636677,0.3753872,22.99205,22.52756,22.39138,21.7095,20.56721,0.362345,0.3570562,0.1989552,0.269023,0.4701874,-3.732671,-1000,3.785289,0,0,0.5526822,0,1,1.32789,1.301325,1.282875,1.293567,1.343078,257,454104250,1138537,2,2,24577,24577,24577,24577,24577,235.715033752244,43.448043566226,-0.408961561801784,-0.599853268426322,0.68769651542443,0.07380094,0.05750519,0.03978182,0.02956216,0.02198881,15280795369877,1237661386002071552,0,0
1237646380468929435,2,211,301,3,358,923,1,0,3,0,0,0,316728337109264,2314850208611041553,2314850208476958993,2305844108868325649,2310346883987406864,2305843009347911697,24.86145,24.49918,24.3777,21.79798,22.171,0.7840018,0.5395953,0.5055501,0.125442,0.6596024,26.71413,26.29474,25.85872,20.9452,24.51063,0.8884859,1.350225,1.882974,0.2523295,1.410928,-9999,-9999,25.20037,24.595,24.23609,20.79159,22.00026,1.512432,1.124411,1.349995,0.1202713,1.318357,24.84437,24.61385,24.33089,20.79978,22.1903,1.278646,1.050321,1.504501,0.1204225,1.122609,2.62231,0.492602,2.759118,0,0,0,0.9752972,0,1.290471,1.312616,1.095235,1.0295,1.163582,257,87310086,19219,3,2,24577,24577,24577,24577,24577,94.6413097364882,-0.391076314412292,-0.0809156870346159,0.996697578967039,-0.00682551631446098,1.836606,1.431071,0.9900082,0.7356822,0.5472124,9898011592639,1237646380468928512,0,1.1450567503779
1237651271885914776,2,1350,301,2,146,664,1,0,3,0,0,16,281543964623104,9007199397380353,4503874916352256,9007199397380353,18014398652121345,9007199388992769,25.60357,23.07148,23.23303,23.20128,23.65832,0.6187332,0.2066004,0.405869,0.4724146,0.5276139,26.52555,22.8132,22.45065,24.48475,23.9567,1.324558,0.5404735,0.7976134,3.32366,1.962916,1.315849,4.756798,26.18437,22.68641,22.70803,22.81844,23.58927,0.5717418,0.2133806,0.3663318,0.5119203,0.8053378,25.7366,22.70778,22.32346,23.13612,23.57889,0.5642567,0.3045677,0.3768204,0.5241195,0.6169141,-2.79057,-1000,5.684326,0,0.8070557,0,1,1,1.434626,1.40405,1.571643,1.391296,1.327741,257,486470649,101167,1,1,24577,24577,24577,24577,24577,126.104708166477,50.0457130276208,-0.378410526820714,0.518840797750149,0.766557042744543,0.1738105,0.135432,0.09369122,0.06962262,0.05178644,16266418341670,1237651271885914112,0,0
1237651538719146417,2,1412,301,3,274,433,1,0,3,0,0,0,158398662443008,9007199397380097,275146375168,4662204456665088,275146375168,275280592896,23.41879,21.80155,20.70635,20.3422,19.91304,0.4216631,0.05285416,0.04448945,0.03971822,0.09518196,21.90372,21.39795,20.34243,19.92922,19.65145,0.4066843,0.1153255,0.07601633,0.08934672,0.3001781,0.9430167,2.171016,23.21594,21.32682,20.24035,19.79517,19.40213,0.5444691,0.05109557,0.03315788,0.03486347,0.09608308,22.44309,21.36769,20.24035,19.84876,19.6828,0.495255,0.05974132,0.03936458,0.03875382,0.1005245,6.440975,0.3391864,3.498325,1,0.9644533,1,0.7690414,0.8815471,1.226768,1.186637,1.233163,1.032083,0.9818837,257,537036518,123686,1,1,24577,24577,16385,24577,24577,221.1763373824,62.7252609794346,-0.344924579702881,-0.301707111832676,0.88881935902993,0.06583722,0.05129991,0.03548904,0.02637216,0.01961604,14786062259173,1237651538719145984,0,1.79457163584681
1237651736314970439,2,1458,301,3,691,327,1,0,3,1,0,0,68988043264,134381569,275154763776,4503874782134272,275146375168,275280592896,22.46761,20.84699,19.60673,19.16688,18.76183,0.2935513,0.03222286,0.01830227,0.0200178,0.04149844,22.85775,19.90423,18.57032,18.17171,17.92445,1.970751,0.06347395,0.03173461,0.03217673,0.1133869,1.396979,4.289162,21.62207,19.89328,18.53512,18.03675,17.69224,0.2536065,0.02525571,0.01271062,0.01268268,0.03603366,21.88008,19.84593,18.53513,18.13045,17.94457,0.2382223,0.02522986,0.01271062,0.01268916,0.03598951,6.722754,0.12002,2.205115,0,1,1,0.9651613,0.7501357,1.23547,1.171028,0.9791079,0.8831642,0.9295336,257,127302559,143829,1,1,24577,24577,24577,24577,24577,228.365927987507,1.71273654134624,-0.664073973650892,-0.747069232848213,0.0298884400914014,0.1950365,0.1519712,0.1051329,0.07812504,0.05811068,14435231083802,1237651736314970112,0,1.83340578225066
1237652629642937070,2,1666,301,3,306,750,1,0,3,1,0,0,439873639153920,9007199397347585,9007199388992769,4503874773712896,158604955123712,9007199388960001,23.88659,23.09899,22.17285,21.72926,22.80436,1.037406,0.2448035,0.1353977,0.1917843,0.838724,22.76079,22.2842,21.83188,20.96869,24.42833,1.270586,0.3523551,0.3325114,0.2208565,1.116176,0.8903086,1.742158,23.40158,22.74837,21.69986,21.30361,22.70719,0.9449456,0.2417067,0.1276129,0.1357727,1.181044,22.55696,22.24315,21.69985,19.78137,22.87772,0.7248766,0.2800677,0.1511674,0.124832,1.181976,8.547753,1.907295,3.69441,0,0,0,1,0,1.774176,1.50002,1.267575,1.193267,1.27637,257,23643592,180899,2,2,1,24705,24577,24577,24705,17.39285134738,-10.1668700949081,0.939293410104542,0.294228014393394,-0.176515623332048,0.1403106,0.1093291,0.07563337,0.0562037,0.04180523,9025242503334,1237652629642936320,0,2.0673356445006
1237654870534127934,2,2188,301,1,184,318,1,0,3,1,0,16,35255507619856,2252075094413328,2252074960060432,6755674587430928,2252074960060432,2252074960191504,21.55449,20.50202,19.76101,19.57513,19.26264,0.1522328,0.03130521,0.02430287,0.02979654,0.07103356,19.88347,18.98504,18.54652,18.11757,18.15362,0.2078662,0.03647919,0.02949445,0.04454417,0.1753945,2.359554,4.875916,20.18287,19.02615,18.43413,18.08659,17.83494,0.09280825,0.01779232,0.01561901,0.01709493,0.05136608,19.85049,18.89574,18.43411,18.05832,17.93908,0.09052442,0.01770659,0.01561901,0.01709326,0.05442792,64.75523,1.881354,6.827182,0,0,0,0,0,1.767422,1.69333,1.7228,1.51458,1.493205,257,54988948,378546,1,1,16385,24577,24577,24577,24577,149.662053095921,-2.96106702444545,-0.861908911862003,0.504424963798931,-0.0516573668444828,0.1680451,0.1309396,0.09058339,0.06731317,0.05006863,10556572219267,1237654870534127616,0,5.69013295693756
1237654954819585071,2,2207,301,6,134,1071,1,0,3,1,0,0,68987912192,9007199388958721,275146342400,4503874773712896,275146342400,9007199254740993,23.72192,22.65755,22.10686,22.01635,21.34098,0.5784987,0.1022154,0.1021976,0.1449383,0.2730207,25.12273,22.5111,21.88723,21.55816,21.73507,2.044274,0.2735223,0.2495646,0.3047958,1.232155,0.8572364,1.359836,23.59226,22.21048,21.61177,21.55794,20.97364,0.7391782,0.1028417,0.09678619,0.1462737,0.3153544,22.25612,22.30769,21.61177,21.44939,20.87365,0.571537,0.1648806,0.1237449,0.1778105,0.3155969,9.24123,1.521754,3.388634,1,0.803108,0,0.5650151,0.4087456,1.386795,1.158288,1.213778,1.164744,1.086205,257,409511285,1509745,3,3,24577,24577,24577,24577,24577,258.69152543354,36.0820108660173,-0.158475959977444,-0.792484657351775,0.588942644042073,0.1364754,0.1063407,0.07356599,0.05466742,0.04066251,14370584110236,1237654954819584000,0,2.14956158448488
1237655107822355028,2,2243,301,3,51,596,1,0,3,1,0,0,35253360132368,2305843009347960849,2308095084182143248,2310346883987439632,2305843284360200208,2305843284494286864,24.01605,22.88854,21.19888,20.62276,20.29012,0.8676351,0.1794026,0.0596786,0.0528366,0.1294625,24.22269,21.93131,20.57748,19.8992,19.62913,5.150102,0.3734188,0.1955392,0.1465684,0.3735248,1.171496,3.023703,23.90588,22.3515,20.62702,20.05264,19.75145,0.931694,0.1662191,0.05030205,0.04138262,0.1192048,24.02403,21.96027,20.64618,19.90511,19.46859,1.610258,0.2614977,0.05679075,0.04320237,0.1471926,6.699831,0.5736326,3.401362,1,1,0.8584523,1,1,1.276443,1.384593,1.216139,1.198438,1.204817,257,428586905,429947,3,3,24577,24577,24577,24577,24577,123.617966158176,39.2149049215512,-0.428959064594713,0.645196281155471,0.632230875302036,0.1727779,0.1346274,0.09313459,0.06920899,0.05147877,16466967469226,1237655107822354432,0,1.83027750433483
1237655349429338934,2,2299,301,5,281,822,1,0,3,1,0,0,281543964758272,9007199397388545,9007199397380353,4503874773746944,9007199397380353,9008298909143297,23.63327,23.33858,22.5113,23.02687,23.65564,0.6415929,0.2530864,0.1734384,0.410825,0.6981709,22.82485,24.11294,22.07321,27.0837,20.92106,1.552193,2.071776,0.3613242,0.6834214,1.338672,1.244842,3.644827,23.55847,22.99398,22.12322,22.99141,23.5102,0.8039896,0.2461888,0.1675492,0.568892,0.8602178,23.14084,22.88053,22.12024,23.09053,20.01949,0.84853,0.2435182,0.2109471,0.4523346,0.8936272,11.37135,3.535916,5.008455,0,0,0.179153,0.9451946,0,1.659747,1.646473,1.475364,1.313136,1.370821,257,477943630,825421,2,1,16385,24577,24577,24577,24577,241.018422739455,48.0393255209551,-0.323965546291741,-0.58489276176827,0.743603914760392,0.0765041,0.05961147,0.04123894,0.03064495,0.02279422,15286743967191,1237655349429338112,0,2.38446537911448
1237648722278811102,2,756,301,5,37,1502,1,0,3,1,0,0,281543964623616,9007199397347585,45035996282094081,4503874773712896,275280560128,9007199254740993,23.28873,23.21127,22.64866,21.76146,20.94868,0.4959247,0.2396871,0.1668159,0.1232948,0.2690603,22.27944,23.30081,23.03251,21.90615,20.73078,0.4584908,0.5037243,0.6425867,0.3225628,0.5923494,0.4267624,0.7619432,23.20329,23.18954,22.56529,21.70114,20.84085,0.5164373,0.2649255,0.1813212,0.1384426,0.2741348,20.95532,23.24771,22.57871,21.53621,20.33056,0.4534338,0.3152888,0.2417489,0.1428839,0.3494698,2.537618,0.8285642,2.415921,1,0,0.8807018,0,1,1.360986,1.291401,1.024444,0.9959286,1.318652,257,113584451,2503938,7,2,24577,24577,24577,24577,24577,121.377670158194,0.668014138916359,-0.520641550278407,0.853695758994498,0.0116587820335449,0.143379,0.11172,0.07728736,0.05743279,0.04271945,16051059783057,1237648722278809600,0,1.12641420486188
1237649954405089716,2,1043,301,4,152,436,1,0,3,1,0,0,35255507616016,2251799947904273,2252074960158736,6755674587529232,2252074960060432,11258999068460305,22.59102,22.00617,21.09717,20.63437,20.47404,0.2989329,0.07859684,0.05711119,0.06142265,0.2114211,21.90059,21.41982,20.72331,19.9498,19.47954,0.4392511,0.1377271,0.1283762,0.1009155,0.2827056,0.9804574,1.693256,22.23682,21.49802,20.59846,20.08651,19.88922,0.2910958,0.06737427,0.05070046,0.0509345,0.1827906,20.76995,21.34756,20.59846,19.93108,19.46232,0.3571932,0.06647656,0.06643266,0.05945123,0.2005667,9.315969,0.7898728,3.676031,1,0,0,0.195801,0.4651603,1.571511,1.323312,1.264265,1.186245,1.261029,257,240712841,247577,3,3,24577,24577,24577,24577,24577,23.328740795281,14.5148414584823,0.888939906697746,0.383366738008932,0.250630777177492,0.2495067,0.1944139,0.1344947,0.09994395,0.07433993,17258010599693,1237649954405089280,0,2.1582364869452
1237650369408139644,2,1140,301,1,180,380,1,0,3,0,0,0,316661764850008,2314850208611205401,2305843284502675736,2310346883995828248,2305843009222115609,2323857407865815321,24.91569,22.93007,22.43799,23.29191,22.75708,0.7966911,0.1856044,0.1860508,0.4737389,0.7924123,24.94829,22.76235,21.85412,23.64729,22.86305,2.234166,0.4856412,0.4205072,2.103602,2.731162,1.164609,3.577214,24.96802,22.63316,21.90446,23.13269,22.62343,1.143109,0.1977755,0.1572903,0.6790729,1.091569,24.93113,22.89663,21.90417,23.35783,22.58747,1.736501,0.2031725,0.2542861,0.9058023,2.59354,7.804447,2.279223,3.355583,0,1,1,1,0,1.543347,1.401066,1.208054,1.174726,1.203658,257,52269587,2268259,2,1,16385,24577,24577,24577,24577,179.855667494011,-3.40434845789911,-0.99823215672225,0.00251462943210236,-0.0593821347247119,0.1186284,0.09243444,0.06394572,0.04751853,0.03534505,10447996568424,1237650369408139264,0,1.97540460377553
1237651272419509440,2,1350,301,3,96,1216,1,0,3,0,0,0,281544233193728,9007199397347585,13510799561588992,9007199254877441,9007199388960001,9007199388960001,25.44067,24.37824,25.17478,24.67043,22.3062,0.6155729,0.4847774,0.6536841,0.63322,0.5509325,27.16083,22.64548,26.35195,26.86472,20.31537,0.550314,0.4636912,1.219018,0.5071027,0.5061384,-9999,-9999,27.84456,21.41848,26.502,27.15994,19.51001,0.6498954,0.3335929,2.31788,0.8334187,0.5098544,25.60962,21.4185,26.35145,24.87448,20.40336,0.6336855,0.3335929,1.031393,0.6357895,0.5684844,-9999,-9999,3.392637,0,0,0,0,0,1.336881,1.259087,1.214381,1.177689,1.108811,257,457407392,1895117,2,1,24577,24577,24577,24577,24577,119.084644863665,44.1518451595907,-0.348775805281958,0.6270218255579,0.696562321636736,0.1608962,0.1253692,0.08672985,0.06444957,0.04793864,16271018586185,1237651272419508224,0,0
1237654876436168913,2,2189,301,4,130,209,1,0,3,0,0,0,439804919681280,4662204448247808,18014398652088577,9007199397347585,9007199397347585,9007199397347585,21.76532,25.05085,25.74202,25.10234,23.74516,0.3772617,0.6250131,0.4780916,0.5549202,0.5452836,21.53103,23.45112,26.13928,24.3885,20.61343,0.452314,0.9114496,1.277662,2.333057,0.9173915,-9999,-9999,21.49687,25.06772,26.11218,25.24963,23.71409,0.1762796,0.8715931,0.5341818,0.7418804,0.8143665,21.55318,23.01209,25.73602,25.15153,19.38487,0.1770958,1.081106,0.6336596,0.6279606,0.6602427,-9999,-9999,4.352031,0.6920628,0,1,0,1,1.740816,1.571766,1.375376,1.393624,1.338674,257,545470936,2554548,4,1,1,1,24577,24577,24577,196.370973391859,64.9254029162826,-0.40661579907598,-0.119449731725483,0.905756784977354,0.08081107,0.06296743,0.04356058,0.03237018,0.02407747,14681443751382,1237654876436168704,0,0
1237655502963803574,2,2335,301,3,119,1462,1,0,3,1,0,0,68987912448,9007199388960001,275154763776,4503874773712896,275146375168,134217729,23.12158,22.01575,21.41348,21.38587,21.06171,0.3401113,0.06322094,0.05048172,0.07258726,0.2151774,22.34246,22.00336,21.33193,21.07841,21.21787,0.4309187,0.13187,0.108984,0.1367403,0.6047621,0.6817784,1.238411,22.95912,21.888,21.19382,21.12677,20.94666,0.3475677,0.06573276,0.05057728,0.06938047,0.235788,21.16393,21.96697,21.19382,21.09492,20.85629,0.4217303,0.08783614,0.05556715,0.08096649,0.2484089,4.402138,0.3552293,2.720536,0.8753067,1,0,0,1,1.283502,1.235016,1.087684,1.080834,1.099171,257,364711905,558553,3,3,24577,24577,24577,24577,24577,259.609116493206,29.3285126162894,-0.157244775606444,-0.857527846379721,0.489816366843573,0.1706887,0.1329995,0.09200843,0.06837213,0.0508563,14429479962142,1237655502963802112,0,1.4835999724231
1237655503499298219,2,2335,301,4,98,1451,1,0,3,1,0,0,281543964623104,9007199388958721,142606593,4503599904194816,275146375168,9007199388958721,23.06441,23.53976,22.74384,22.23385,21.99187,0.3608188,0.2297347,0.1522248,0.1500431,0.4510329,26.66937,23.10501,22.95687,21.77205,24.0681,0.8072779,0.5445703,0.7398204,0.3970623,1.443159,0.4757816,1.199929,23.15761,23.57611,22.7749,22.24319,22.00992,0.3985416,0.2412111,0.1627378,0.1576333,0.4689362,23.1557,22.33266,22.7749,21.74324,21.51014,0.3979862,0.2677634,0.216282,0.1557152,0.5568042,1.829325,0.5033626,2.724323,1,0,1,1,0,1.337965,1.32481,1.088176,1.094458,1.073227,257,385908366,559683,4,3,24577,24577,24577,24577,24577,258.206025862204,32.3109182055949,-0.172744872635235,-0.827317727216657,0.534513411629027,0.2319784,0.180756,0.1250462,0.0929227,0.06911742,14425872753956,1237655503499296768,0,0.956380007514214
1237656496170271410,2,2566,301,5,47,690,1,0,3,1,0,0,105622104310032,2314850208602701841,2314850208611074321,2310346883995828240,2353131080455848208,2305913378360557585,24.05718,24.28324,22.60753,21.92662,21.48253,0.717335,0.6200741,0.1652675,0.1443395,0.3731753,24.21579,24.56,22.70591,21.84721,21.80362,1.231978,1.067032,0.3521862,0.2847702,0.8133736,0.5168586,1.1686,24.06519,24.32444,22.53896,21.88109,21.4992,0.7812263,0.5429369,0.1641683,0.1443581,0.3714332,23.97786,24.27204,22.53899,21.44149,21.52993,1.392292,1.151212,0.2556835,0.1913548,0.7370911,1.724603,0.03400935,2.04109,1,1,0,1,1,1.18155,1.284967,0.9420491,0.9173587,1.073531,257,212425096,600684,3,2,24577,24577,24577,24577,24577,319.921538842911,11.1969716735498,0.750598922660554,-0.631580883751013,0.194182503282622,0.3628093,0.2826985,0.1955695,0.1453291,0.1080982,14095710268239,1237656496170270720,0,0.928602017695289
1237656537517457934,2,2576,301,2,171,526,1,0,3,1,0,0,217164283904,9007199397347329,275146342400,4503874773712896,275146375168,275146342400,22.26307,21.49434,20.82646,20.58927,20.34775,0.3265813,0.05830391,0.04568189,0.0519157,0.1481006,22.10319,21.04825,20.41121,20.17101,20.57683,0.7446512,0.1070623,0.09104126,0.1087601,0.5936803,0.8884159,1.957742,22.18751,21.10579,20.40879,20.15914,19.96536,0.3737419,0.05014797,0.03990551,0.04479548,0.1451148,20.62823,21.03013,20.39461,20.11984,19.97705,0.3443198,0.06365013,0.05246041,0.07869226,0.1874524,5.787861,0.3694907,2.693199,1,0.2933054,0.1698412,0.9152821,0,1.624692,1.16628,1.082108,0.9757878,1.137806,257,23064368,614534,2,2,16385,24577,24577,24577,24577,347.174576287278,-10.2298826055916,0.959550678888831,-0.218452367273847,-0.177598023289777,0.131926,0.1027959,0.0711137,0.0528451,0.03930705,12665999651568,1237656537517457408,0,1.70115568764274
1237662198816244380,2,3894,301,3,95,668,1,0,3,1,0,0,68987912448,134217729,275146376448,4503874782101760,275288981760,134251777,22.82353,22.36289,22.49718,22.31938,21.10465,0.2852859,0.09220941,0.1308375,0.1825048,0.2496967,21.78883,21.76408,23.23246,21.33886,19.65416,0.4166923,0.1862295,1.092748,0.321196,0.2871119,0.3253425,0.4955612,22.75642,22.2625,22.39779,22.1628,20.98208,0.3009303,0.09259839,0.1384348,0.1824841,0.2554545,22.32362,22.06598,22.40438,21.2522,20.10494,0.3214543,0.1133879,0.1450098,0.181115,0.2687913,2.152047,0.5144086,2.125773,1,1,0.9045569,1,0,1.207538,1.202688,0.9612906,0.9945025,1.020322,257,203594625,1271969,1,1,24577,24577,24577,24577,24577,217.983349744368,10.2744511029898,-0.775550751974977,-0.605563789686997,0.178363470842461,0.1296837,0.1010486,0.06990498,0.05194689,0.03863894,15196019759502,1237662198816243712,0,1.03731562113616
