SPECOBJID,RUN2D,RUN1D,PLATE,MJD,FIBERID,RA,DEC,Z_NOQSO,Z_ERR_NOQSO,CLASS_NOQSO,Chabrier_MILES_age_lightW,Chabrier_MILES_age_lightW_up_1sig,Chabrier_MILES_age_lightW_low_1sig,Chabrier_MILES_age_lightW_up_2sig,Chabrier_MILES_age_lightW_low_2sig,Chabrier_MILES_metallicity_lightW,Chabrier_MILES_metallicity_lightW_up_1sig,Chabrier_MILES_metallicity_lightW_low_1sig,Chabrier_MILES_metallicity_lightW_up_2sig,Chabrier_MILES_metallicity_lightW_low_2sig,Chabrier_MILES_age_massW,Chabrier_MILES_age_massW_up_1sig,Chabrier_MILES_age_massW_low_1sig,Chabrier_MILES_age_massW_up_2sig,Chabrier_MILES_age_massW_low_2sig,Chabrier_MILES_metallicity_massW,Chabrier_MILES_metallicity_massW_up_1sig,Chabrier_MILES_metallicity_massW_low_1sig,Chabrier_MILES_metallicity_massW_up_2sig,Chabrier_MILES_metallicity_massW_low_2sig,Chabrier_MILES_total_mass,Chabrier_MILES_total_mass_up_1sig,Chabrier_MILES_total_mass_low_1sig,Chabrier_MILES_total_mass_up_2sig,Chabrier_MILES_total_mass_low_2sig,Chabrier_MILES_spm_EBV,Chabrier_MILES_nComponentsSSP,Chabrier_ELODIE_age_lightW,Chabrier_ELODIE_age_lightW_up_1sig,Chabrier_ELODIE_age_lightW_low_1sig,Chabrier_ELODIE_age_lightW_up_2sig,Chabrier_ELODIE_age_lightW_low_2sig,Chabrier_ELODIE_metallicity_lightW,Chabrier_ELODIE_metallicity_lightW_up_1sig,Chabrier_ELODIE_metallicity_lightW_low_1sig,Chabrier_ELODIE_metallicity_lightW_up_2sig,Chabrier_ELODIE_metallicity_lightW_low_2sig,Chabrier_ELODIE_age_massW,Chabrier_ELODIE_age_massW_up_1sig,Chabrier_ELODIE_age_massW_low_1sig,Chabrier_ELODIE_age_massW_up_2sig,Chabrier_ELODIE_age_massW_low_2sig,Chabrier_ELODIE_metallicity_massW,Chabrier_ELODIE_metallicity_massW_up_1sig,Chabrier_ELODIE_metallicity_massW_low_1sig,Chabrier_ELODIE_metallicity_massW_up_2sig,Chabrier_ELODIE_metallicity_massW_low_2sig,Chabrier_ELODIE_total_mass,Chabrier_ELODIE_total_mass_up_1sig,Chabrier_ELODIE_total_mass_low_1sig,Chabrier_ELODIE_total_mass_up_2sig,Chabrier_ELODIE_total_mass_low_2sig,Chabrier_ELODIE_spm_EBV,Chabrier_ELODIE_nComponentsSSP
7521083228553498624,v5_13_0,v5_13_0,6680,56420,261,189.684148306616,53.3326782654738,0.5906916,0.0001900214,GALAXY,4.929381E+09,8.477842E+09,4.479576E+09,1.122665E+10,1.880702E+09,0.5070686,0.75312,0.2344171,1.025771,0.1479666,4.929381E+09,1.052695E+10,4.129727E+09,1.38755E+10,2.480442E+09,0.5270188,0.8063203,0.214467,1.032422,0.04821608,9.607239E+10,1.732705E+11,7.891726E+10,2.104399E+11,5.318457E+10,0.12,3,2.801E+07,8.2785E+08,2.801E+07,1.27776E+09,2.801E+07,0.9991714,1.092272,0.9925213,1.092272,0.9526212,2.801E+07,1.442513E+10,2.801E+07,1.442513E+10,2.801E+07,0.9991714,1.963427,0.1346666,1.963427,0.1346666,1.475326E+09,8.606319E+09,1.475326E+09,1.573731E+10,1.475326E+09,0.63,2
3139028258117412864,26,,2788,54553,70,219.3687,20.653523,0.02971057,8.772699E-06,GALAXY,6.728601E+09,7.878103E+09,6.128861E+09,8.827691E+09,4.629511E+09,1.078972,1.145472,0.9792213,1.251873,0.8728207,1.037702E+10,1.147654E+10,8.827691E+09,1.232617E+10,7.528254E+09,0.9526212,1.005821,0.7996703,1.118872,0.6533695,1.192418E+10,1.335916E+10,1.025003E+10,1.455498E+10,8.575882E+09,0,4,5.62689E+09,6.62669E+09,4.5771E+09,6.97662E+09,3.72727E+09,0.9127209,0.9991714,0.7730702,1.012471,0.6467195,7.27656E+09,8.12639E+09,5.72687E+09,9.0762E+09,3.87724E+09,0.6733196,0.6866196,0.5469689,0.7730702,0.5270188,8.966631E+09,1.010811E+10,7.571494E+09,1.074226E+10,6.303187E+09,0,4
6038394814369910784,v5_13_0,v5_13_0,5363,55956,704,167.246581258588,9.3850755369683,0.3785612,6.694428E-05,GALAXY,7.428298E+09,1.072687E+10,6.278796E+09,1.347568E+10,3.480009E+09,0.9991714,1.025771,0.6267693,1.092272,0.2543672,7.528254E+09,1.212626E+10,6.178839E+09,1.407542E+10,4.229684E+09,0.9858713,1.325023,0.5137187,1.630925,0.3341677,1.280248E+11,1.932473E+11,9.722538E+10,2.675283E+11,6.823764E+10,0.27,3,3.37734E+09,5.02701E+09,2.37754E+09,5.5769E+09,1.37774E+09,0.75312,0.8329205,0.4937686,0.9991714,0.4538684,9.52611E+09,1.20756E+10,7.02661E+09,1.45751E+10,6.37674E+09,0.0881163,0.3208676,0.02826597,0.3275176,0.008315858,3.953116E+10,5.676135E+10,2.995883E+10,7.207707E+10,1.655757E+10,0.6633334,5
465082179106400256,26,,413,51821,311,48.225388,0.043536944,0.1875362,4.973449E-05,GALAXY,9.227518E+09,1.307585E+10,6.878536E+09,1.397546E+10,1.730767E+09,1.265173,1.511224,0.75977,1.511224,0.5004186,1.142656E+10,1.347568E+10,9.477409E+09,1.437529E+10,1.780746E+09,1.591025,1.624275,0.9858713,1.943477,0.5004186,1.226761E+11,1.529541E+11,8.047043E+10,1.694694E+11,2.633702E+10,0.09333333,4,6.47672E+09,7.47652E+09,4.37714E+09,8.47632E+09,2.97742E+09,1.125522,1.544474,0.7265199,1.750626,0.5004186,9.52611E+09,1.152571E+10,5.97682E+09,1.377526E+10,3.97722E+09,0.8595206,1.251873,0.5602689,1.424774,0.5004186,8.156692E+10,9.793937E+10,5.363746E+10,1.114226E+11,2.5708E+10,0.03666667,4
8616627833241096192,v5_13_0,v5_13_0,7653,57306,421,338.653637331779,22.8694926887636,1.568058,0.0004076063,GALAXY,3.150416E+07,1.081049E+09,3.150416E+07,1.380919E+09,3.150416E+07,1.012471,1.092272,0.9925213,1.092272,0.9127209,1.314608E+08,1.492505E+10,3.150416E+07,1.492505E+10,3.150416E+07,1.351623,1.996677,0.02826597,1.996677,0.02826597,1.552345E+10,3.650427E+11,1.552345E+10,5.980555E+11,1.552345E+10,0,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
6492093174185742336,v5_13_0,v5_13_0,5766,56248,561,143.312258336007,20.5539477206187,0.4981683,9.854632E-05,GALAXY,5.429164E+09,8.227951E+09,2.930247E+09,1.147654E+10,1.380919E+09,0.5070686,1.012471,0.3807179,1.251873,0.2543672,5.729034E+09,1.20263E+10,3.280096E+09,1.372557E+10,1.630811E+09,0.7265199,1.398174,0.3674179,1.890276,0.1479666,1.142197E+11,1.673133E+11,6.555067E+10,2.204068E+11,3.457944E+10,0.4533333,3,8.87624E+09,1.097582E+10,6.32675E+09,1.267548E+10,3.47732E+09,0.1546167,0.4206182,0.1546167,1.005821,0.0881163,8.77626E+09,1.162569E+10,5.87684E+09,1.382525E+10,4.5771E+09,0.207817,0.4871185,0.07481623,0.8129703,0.04821608,1.424092E+11,1.72332E+11,9.538753E+10,1.894308E+11,5.905263E+10,0.3133333,3
8249705399974121472,v5_13_0,v5_13_0,7327,56715,861,133.468317440856,47.3779455950726,0.6498642,0.0002923384,GALAXY,6.428731E+09,7.728167E+09,1.480876E+09,1.102674E+10,4.313308E+08,0.75312,1.497924,0.6799696,1.497924,0.3807179,1.282596E+10,1.497503E+10,2.980226E+09,1.497503E+10,8.811358E+08,0.5004186,1.996677,0.3275176,1.996677,0.04821608,9.563875E+10,1.262008E+11,2.381782E+10,1.567629E+11,8.536769E+09,0.1366667,4,2.97742E+09,7.72647E+09,2.62749E+09,9.02621E+09,2.801E+07,0.9991714,0.9991714,0.4605184,1.497924,0.2543672,6.12679E+09,1.412519E+10,6.12679E+09,1.497502E+10,1.47772E+09,0.9592712,0.9592712,0.008315858,1.039072,0.008315858,3.100107E+10,7.17758E+10,2.284613E+10,9.624063E+10,7.701231E+09,0.3666667,4
2185526532250822656,26,,1941,53386,563,142.83794,32.417413,0.1156004,2.919497E-05,GALAXY,8.028038E+09,1.092678E+10,5.978926E+09,1.297589E+10,4.679489E+09,1.418124,1.557775,1.078972,1.757276,0.8528706,1.017711E+10,1.222622E+10,8.427864E+09,1.327576E+10,3.030204E+09,1.637575,1.803826,1.278473,1.843726,0.9459711,6.418071E+10,8.277577E+10,4.860106E+10,9.232459E+10,2.397516E+10,0.01,4,9.72607E+09,1.047592E+10,6.97662E+09,1.247552E+10,4.47712E+09,0.75312,1.125522,0.7265199,1.497924,0.6267693,1.082585E+10,1.202561E+10,8.72627E+09,1.297542E+10,5.97682E+09,0.8262705,1.251873,0.6932697,1.644225,0.5004186,6.855314E+10,7.323789E+10,5.293729E+10,7.844318E+10,3.888303E+10,0,4
8320573329393340416,v5_13_0,v5_13_0,7390,57130,629,161.732279877101,49.0623583004278,0.4173782,0.0001053502,GALAXY,1.814392E+08,8.311575E+08,3.150416E+07,1.380919E+09,3.150416E+07,1.012471,1.092272,0.8728207,1.497924,0.75312,1.107672E+10,1.207628E+10,3.150416E+07,1.402544E+10,3.150416E+07,1.790526,1.803826,0.4339182,1.850376,0.1014164,2.82316E+09,5.920901E+09,4.998539E+08,1.443969E+10,4.998539E+08,0.5466667,3,1.097582E+10,1.322537E+10,5.42693E+09,1.497502E+10,8.2785E+08,0.2743174,0.6267693,0.2277671,1.497924,0.2277671,1.172567E+10,1.382525E+10,5.37694E+09,1.497502E+10,8.2785E+08,0.2676673,0.8329205,0.08146627,1.797176,0.08146627,7.12095E+10,9.802427E+10,3.870675E+10,1.069625E+11,1.107942E+10,0,3
7422160719087685632,v5_13_0,v5_13_0,6592,56535,831,347.433694374112,22.8913019895721,0.4950709,0.0001240297,GALAXY,2.830291E+09,5.579099E+09,1.181006E+09,9.027604E+09,5.312875E+08,0.9991714,1.378224,0.4937686,1.996677,0.2743174,6.328774E+09,1.147654E+10,2.180572E+09,1.45752E+10,7.811791E+08,0.5403188,1.371573,0.2543672,1.996677,0.06151615,4.727305E+10,6.888464E+10,2.566146E+10,7.969044E+10,1.331197E+10,0.6633334,4,7.47652E+09,1.002601E+10,3.67728E+09,1.152571E+10,1.02781E+09,0.4538684,0.75312,0.4538684,1.251873,0.2543672,1.167568E+10,1.497502E+10,8.92623E+09,1.497502E+10,1.32775E+09,0.3408177,0.9725713,0.1878669,1.956777,0.008315858,9.777332E+10,1.256499E+11,5.962637E+10,1.285843E+11,1.267628E+10,0.6633334,3
10796364014080512000,v5_13_0,v5_13_0,9589,57813,399,141.835922711464,22.7263318075303,0.9094313,0.0001878567,GALAXY,6.378753E+09,8.177973E+09,2.780313E+09,1.102674E+10,3.150416E+07,0.566919,0.75977,0.4804685,1.265173,0.2676673,1.392548E+10,1.492505E+10,8.927648E+09,1.497503E+10,3.150416E+07,0.05486612,1.098922,0.04821608,1.098922,0.03491601,8.386216E+10,1.277506E+11,3.723073E+10,1.661529E+11,1.571404E+09,0.1233333,2,2.801E+07,7.5765E+09,2.801E+07,9.97602E+09,2.801E+07,0.9991714,1.497924,0.2543672,1.996677,0.2543672,2.801E+07,1.492503E+10,2.801E+07,1.497502E+10,2.801E+07,0.9991714,1.996677,0.008315858,1.996677,0.008315858,1.233844E+09,8.078942E+10,1.233844E+09,2.294327E+11,1.233844E+09,0.04333333,2
7539051447205515264,v5_13_0,v5_13_0,6696,56398,93,157.7578631347,54.5762013876003,0.6047547,0.0001531977,GALAXY,5.312875E+08,2.430464E+09,5.312875E+08,7.778146E+09,4.813092E+08,1.910226,1.996677,1.125522,1.996677,0.75312,6.312442E+08,8.677756E+09,5.312875E+08,1.057693E+10,5.312875E+08,1.996677,1.996677,0.74647,1.996677,0.3408177,2.137621E+10,5.703569E+10,1.813444E+10,1.186293E+11,1.813444E+10,0.32,3,9.0762E+09,1.247552E+10,4.77706E+09,1.497502E+10,3.77726E+09,0.1878669,0.1878669,0.008315858,0.9991714,0.008315858,9.97602E+09,1.297542E+10,6.62669E+09,1.497502E+10,5.62689E+09,0.0149659,0.5070686,0.008315858,0.8395705,0.008315858,1.394544E+11,1.845068E+11,8.115129E+10,2.163085E+11,6.790058E+10,0.6633334,2
5106083994073845760,v5_13_0,v5_13_0,4535,55860,465,359.24311501558,6.93926064192246,0.6780721,0.0001025292,GALAXY,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
1468299147940489216,26,,1304,52993,457,143.82595,9.5046102,0.004035464,0.1426874,STAR,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
7689975911312281600,v5_13_0,v5_13_0,6830,56429,289,197.905994873865,56.3739180562505,0.5582424,0.0001646833,GALAXY,4.079749E+09,9.227518E+09,2.980226E+09,9.727301E+09,2.330508E+09,0.3208676,0.6267693,0.1479666,1.125522,0.04821608,4.479576E+09,9.42743E+09,3.629944E+09,1.322578E+10,2.980226E+09,0.2543672,0.7730702,0.08146627,0.9925213,0.04821608,5.285066E+10,9.347749E+10,3.807726E+10,1.137909E+11,3.438391E+10,0.61,3,8.17638E+09,1.102581E+10,5.47692E+09,1.147572E+10,3.62729E+09,0.1878669,0.1878669,0.008315858,1.005821,0.008315858,8.92623E+09,1.10758E+10,5.77686E+09,1.227556E+10,5.62689E+09,0.02161593,0.2477172,0.008315858,0.8129703,0.008315858,8.487781E+10,1.071138E+11,5.751049E+10,1.122451E+11,4.211637E+10,0.5333334,2
10290750572182392832,v5_13_0,v5_13_0,9140,58039,92,321.061894857648,-1.65435423323209,0.9637576,0.0004351576,GALAXY,1.380919E+09,1.380919E+09,8.14825E+07,1.380919E+09,3.150416E+07,0.9127209,1.092272,0.9127209,1.092272,0.9127209,1.45752E+10,1.487507E+10,3.150416E+07,1.492505E+10,3.150416E+07,0.07481623,1.990027,0.0149659,1.996677,0.0149659,7.654094E+10,1.58152E+11,6.588639E+09,2.863978E+11,6.588639E+09,0,2,8.2785E+08,1.37774E+09,2.801E+07,1.37774E+09,2.801E+07,0.9127209,1.092272,0.9127209,1.497924,0.75312,8.72627E+09,1.492503E+10,2.801E+07,1.497502E+10,2.801E+07,0.03491601,1.983377,0.0149659,1.996677,0.0149659,2.828318E+10,8.991747E+10,3.629459E+09,1.700421E+11,3.629459E+09,0.2733333,2
4935969758158016512,v5_13_0,v5_13_0,4384,56105,89,322.961677218117,-3.30941116614149,-0.0002834114,9.322736E-05,STAR,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10367520667168165888,v5_13_0,v5_13_0,9208,57688,852,358.734243532443,-0.845695820110986,1.034889,0.0001094236,GALAXY,1.430898E+09,1.430898E+09,1.314608E+08,7.528254E+09,3.150416E+07,0.6334193,1.092272,0.4538684,1.497924,0.2543672,1.462518E+10,1.462518E+10,2.314175E+08,1.462518E+10,3.150416E+07,1.963427,1.970077,0.0681662,1.970077,0.0149659,5.746022E+10,5.954359E+10,5.375827E+09,2.095466E+11,1.209076E+09,0.12,2,1.37774E+09,7.52651E+09,2.801E+07,7.52651E+09,2.801E+07,1.092272,1.497924,0.5004186,1.996677,0.4538684,1.487504E+10,1.492503E+10,2.801E+07,1.492503E+10,2.801E+07,1.990027,1.996677,0.04156604,1.996677,0.008315858,5.452914E+10,6.441617E+10,1.139213E+09,2.483148E+11,1.139213E+09,0.28,2
6611443233527713792,v5_13_0,v5_13_0,5872,56027,578,153.82508481692,21.3516375698417,0.0005492314,0.000203068,STAR,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
460552192038823936,26,,409,51871,215,41.728504,-0.8615233,0.1802692,3.896189E-05,GALAXY,4.429598E+09,6.828557E+09,3.230117E+09,8.477842E+09,3.230117E+09,1.544474,1.996677,1.092272,1.996677,0.9526212,4.429598E+09,7.078449E+09,3.330074E+09,9.977192E+09,2.980226E+09,1.557775,1.996677,1.032422,1.996677,0.8395705,7.315991E+10,9.799631E+10,6.074171E+10,1.217979E+11,5.246292E+10,0.1133333,2,6.52671E+09,8.47632E+09,5.97682E+09,1.047592E+10,3.97722E+09,1.451374,1.544474,1.411474,1.750626,0.9991714,6.52671E+09,1.082585E+10,5.92683E+09,1.317538E+10,3.97722E+09,1.484624,1.737326,1.178722,1.996677,0.9060709,1.049548E+11,1.502255E+11,9.653235E+10,1.702288E+11,7.547621E+10,0.01666667,2
1445806159381424128,26,,1284,52736,548,207.33966,48.510461,0.501713,0.0001639769,GALAXY,1.147654E+10,1.247611E+10,9.727301E+09,1.352565E+10,7.128428E+09,1.724025,1.996677,1.591025,1.996677,1.477974,1.397546E+10,1.497503E+10,1.292591E+10,1.497503E+10,1.122665E+10,1.996677,1.996677,1.338323,1.996677,1.338323,7.743309E+11,8.389612E+11,6.518735E+11,8.593708E+11,4.409745E+11,0,2,1.102581E+10,1.347532E+10,7.5765E+09,1.497502E+10,3.17738E+09,1.012471,1.497924,0.9127209,1.996677,0.6267693,1.392523E+10,1.447512E+10,9.97602E+09,1.497502E+10,5.72687E+09,1.730675,1.850376,1.152122,1.996677,0.6666695,6.197346E+11,6.761851E+11,3.692357E+11,6.938259E+11,2.38694E+11,0.04,2
5009334112353538048,v5_13_0,v5_13_0,4449,55544,747,127.907140544321,31.0122668004296,0.5326182,0.0001887963,GALAXY,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
10492390559423156224,v5_13_0,v5_13_0,9319,58043,470,36.3387151276279,-4.29181589771509,0.8379505,0.000265876,GALAXY,5.479142E+09,7.528254E+09,1.780746E+09,1.097676E+10,7.312008E+08,0.9991714,1.504574,0.8728207,1.750626,0.5004186,1.197633E+10,1.497503E+10,3.879836E+09,1.497503E+10,1.480876E+09,0.9991714,1.996677,0.5004186,1.996677,0.4605184,1.687408E+11,2.168961E+11,6.989566E+10,2.473099E+11,2.427484E+10,0.09,3,6.82665E+09,1.162569E+10,4.47712E+09,1.397522E+10,4.7792E+08,0.3208676,0.6267693,0.1280165,1.125522,0.1280165,1.037594E+10,1.412519E+10,6.87664E+09,1.497502E+10,4.7792E+08,0.1213665,0.8528706,0.03491601,1.996677,0.008315858,8.117573E+10,1.651486E+11,1.919576E+10,2.651163E+11,1.31977E+10,0,3
7996182207042703360,v5_13_0,v5_13_0,7102,56666,149,167.070929018721,57.6824400234396,0.4818973,9.079312E-05,GALAXY,7.428298E+09,8.177973E+09,4.729467E+09,1.072687E+10,3.729901E+09,0.2610173,0.6267693,0.2277671,1.005821,0.1479666,8.227951E+09,9.827257E+09,4.379619E+09,1.247611E+10,3.330074E+09,0.3674179,0.9592712,0.2942674,1.271823,0.1479666,1.588014E+11,1.812586E+11,1.014106E+11,2.037159E+11,6.647705E+10,0.6033334,3,1.027596E+10,1.347532E+10,7.62649E+09,1.482505E+10,7.42653E+09,0.1878669,0.1878669,0.04821608,0.1878669,0.008315858,1.087584E+10,1.362529E+10,7.52651E+09,1.477506E+10,7.52651E+09,0.5935192,0.75977,0.07481623,0.75977,0.008315858,1.840556E+11,2.053942E+11,1.247819E+11,2.291037E+11,1.105563E+11,0.5133333,2
7977192266153611264,v5_13_0,v5_13_0,7085,56625,696,150.227781391511,58.0905982167376,0.001527618,5.680678E-05,STAR,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
4977776484636971008,v5_13_0,v5_13_0,4421,55858,629,14.192631050598,6.8488348625119,0.5587623,0.0002394918,GALAXY,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
7118024527062519808,v5_13_0,v5_13_0,6322,56190,310,247.731110018196,46.6008117935421,0.9568145,0.1137795,GALAXY,3.150416E+07,1.380919E+09,3.150416E+07,1.380919E+09,3.150416E+07,0.9991714,1.012471,0.9127209,1.092272,0.9127209,3.150416E+07,1.427533E+10,3.150416E+07,1.462518E+10,3.150416E+07,0.9991714,1.950127,0.04156604,1.950127,0.03491601,1.033638E+10,1.197147E+11,1.033638E+10,2.655525E+11,1.033638E+10,0.05,2,2.801E+07,1.27776E+09,2.801E+07,1.37774E+09,2.801E+07,0.9991714,1.092272,0.9526212,1.092272,0.75312,2.801E+07,1.40752E+10,2.801E+07,1.462509E+10,2.801E+07,0.9991714,1.936827,0.207817,1.963427,0.02826597,6.141642E+09,1.429764E+11,6.141642E+09,2.90337E+11,6.141642E+09,0.3033333,3
8706675100148322304,v5_13_0,v5_13_0,7733,58103,331,25.7861666290344,28.4320439173664,0.6240563,0.000279937,GALAXY,1.880702E+09,1.117667E+10,7.811791E+08,1.347568E+10,6.812225E+08,1.251873,1.996677,0.0681662,1.996677,0.04821608,2.380486E+09,1.357563E+10,8.311575E+08,1.372557E+10,6.812225E+08,0.9127209,1.996677,0.04821608,1.996677,0.04821608,4.279699E+10,1.280065E+11,1.97674E+10,1.740656E+11,1.746444E+10,0.1366667,2,5.72687E+09,8.87624E+09,3.37734E+09,1.162569E+10,8.7784E+08,0.3740679,0.6267693,0.2277671,1.125522,0.1280165,9.12619E+09,1.302541E+10,6.27676E+09,1.412519E+10,8.7784E+08,0.3075675,0.9725713,0.0681662,0.9991714,0.03491601,7.415612E+10,1.007515E+11,3.924963E+10,1.323336E+11,1.099198E+10,0.3466667,4
5378477826805878784,v5_13_0,v5_13_0,4777,55707,196,225.160945924976,3.94104265303389,-0.0002213326,4.428488E-05,STAR,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
1112452921913534464,26,,988,52520,232,322.35199,-0.99201279,0.137061,3.697881E-05,GALAXY,2.380486E+09,3.629944E+09,2.080616E+09,4.529554E+09,1.880702E+09,1.205323,1.564425,1.065672,1.750626,0.8129703,2.730334E+09,5.529121E+09,2.530421E+09,6.878536E+09,2.530421E+09,1.072322,1.531174,0.8728207,1.996677,0.6666695,2.386458E+10,3.349354E+10,2.180123E+10,3.89958E+10,1.973789E+10,0.1766667,4,3.37734E+09,6.62669E+09,2.87744E+09,7.62649E+09,2.47752E+09,1.910226,1.996677,1.863676,1.996677,0.9925213,3.62729E+09,6.5767E+09,2.92743E+09,8.67628E+09,2.5775E+09,1.850376,1.996677,1.358273,1.996677,0.932671,4.024653E+10,6.367501E+10,3.598681E+10,7.219446E+10,3.172709E+10,0.02,2
8068444309169655808,v5_13_0,v5_13_0,7166,56602,893,358.993161602411,-9.32466280361305,0.5289593,0.0003323286,GALAXY,5.312875E+08,1.380919E+09,3.150416E+07,1.380919E+09,3.150416E+07,0.9127209,1.092272,0.9127209,1.251873,0.75312,5.479142E+09,1.447524E+10,3.150416E+07,1.45752E+10,3.150416E+07,0.0881163,1.943477,0.04156604,1.943477,0.03491601,2.203308E+09,1.237514E+10,5.080021E+08,1.915637E+10,5.080021E+08,0.1133333,3,5.2791E+08,1.0778E+09,2.801E+07,1.37774E+09,2.801E+07,0.9127209,1.092272,0.9127209,1.497924,0.5004186,5.77686E+09,1.477506E+10,2.801E+07,1.477506E+10,2.801E+07,0.04156604,1.956777,0.02161593,1.956777,0.02161593,2.594413E+09,9.067381E+09,4.367565E+08,1.841722E+10,4.367565E+08,0.2966667,3
10566598799144538112,v5_13_0,v5_13_0,9385,58099,102,35.0025198329487,0.8102792587829,0.366584,3.013337E-05,GALAXY,1.031071E+09,1.380919E+09,3.150416E+07,3.979792E+09,3.150416E+07,0.9991714,1.092272,0.9526212,1.497924,0.75312,1.072687E+10,1.482509E+10,3.150416E+07,1.492505E+10,3.150416E+07,0.9991714,1.990027,0.04821608,1.996677,0.02161593,3.016188E+09,6.108151E+09,1.450795E+08,6.108151E+09,1.450795E+08,0.38,2,3.02741E+09,7.52651E+09,2.801E+07,7.5765E+09,2.801E+07,0.5004186,1.497924,0.4538684,1.996677,0.2543672,5.92683E+09,1.492503E+10,2.801E+07,1.492503E+10,2.801E+07,0.0149659,1.990027,0.008315858,1.996677,0.008315858,4.802456E+09,1.061947E+10,1.488453E+08,1.061947E+10,1.488453E+08,0.08333334,2
