SPECOBJID,RUN2D,RUN1D,PLATE,MJD,FIBERID,RA,DEC,Z_NOQSO,Z_ERR_NOQSO,CLASS_NOQSO,Chabrier_MILES_age_lightW,Chabrier_MILES_age_lightW_up_1sig,Chabrier_MILES_age_lightW_low_1sig,Chabrier_MILES_age_lightW_up_2sig,Chabrier_MILES_age_lightW_low_2sig,Chabrier_MILES_metallicity_lightW,Chabrier_MILES_metallicity_lightW_up_1sig,Chabrier_MILES_metallicity_lightW_low_1sig,Chabrier_MILES_metallicity_lightW_up_2sig,Chabrier_MILES_metallicity_lightW_low_2sig,Chabrier_MILES_age_massW,Chabrier_MILES_age_massW_up_1sig,Chabrier_MILES_age_massW_low_1sig,Chabrier_MILES_age_massW_up_2sig,Chabrier_MILES_age_massW_low_2sig,Chabrier_MILES_metallicity_massW,Chabrier_MILES_metallicity_massW_up_1sig,Chabrier_MILES_metallicity_massW_low_1sig,Chabrier_MILES_metallicity_massW_up_2sig,Chabrier_MILES_metallicity_massW_low_2sig,Chabrier_MILES_total_mass,Chabrier_MILES_total_mass_up_1sig,Chabrier_MILES_total_mass_low_1sig,Chabrier_MILES_total_mass_up_2sig,Chabrier_MILES_total_mass_low_2sig,Chabrier_MILES_spm_EBV,Chabrier_MILES_nComponentsSSP,Chabrier_ELODIE_age_lightW,Chabrier_ELODIE_age_lightW_up_1sig,Chabrier_ELODIE_age_lightW_low_1sig,Chabrier_ELODIE_age_lightW_up_2sig,Chabrier_ELODIE_age_lightW_low_2sig,Chabrier_ELODIE_metallicity_lightW,Chabrier_ELODIE_metallicity_lightW_up_1sig,Chabrier_ELODIE_metallicity_lightW_low_1sig,Chabrier_ELODIE_metallicity_lightW_up_2sig,Chabrier_ELODIE_metallicity_lightW_low_2sig,Chabrier_ELODIE_age_massW,Chabrier_ELODIE_age_massW_up_1sig,Chabrier_ELODIE_age_massW_low_1sig,Chabrier_ELODIE_age_massW_up_2sig,Chabrier_ELODIE_age_massW_low_2sig,Chabrier_ELODIE_metallicity_massW,Chabrier_ELODIE_metallicity_massW_up_1sig,Chabrier_ELODIE_metallicity_massW_low_1sig,Chabrier_ELODIE_metallicity_massW_up_2sig,Chabrier_ELODIE_metallicity_massW_low_2sig,Chabrier_ELODIE_total_mass,Chabrier_ELODIE_total_mass_up_1sig,Chabrier_ELODIE_total_mass_low_1sig,Chabrier_ELODIE_total_mass_up_2sig,Chabrier_ELODIE_total_mass_low_2sig,Chabrier_ELODIE_spm_EBV,Chabrier_ELODIE_nComponentsSSP
9188660299460530176,v5_13_0,v5_13_0,8161,57127,695,165.490312048473,51.4537913132676,0.2906567,0.0003436124,GALAXY,6.578666E+09,9.027604E+09,1.530854E+09,9.977192E+09,1.314608E+08,0.6666695,1.251873,0.3075675,1.497924,0.1679167,1.2726E+10,1.382552E+10,5.329207E+09,1.497503E+10,2.813958E+08,0.0681662,0.8728207,0.008315858,1.976727,0.008315858,6.867978E+09,9.177279E+09,2.084425E+09,1.198143E+10,4.349236E+08,0,4,2.801E+07,1.27776E+09,2.801E+07,1.37774E+09,2.801E+07,0.9991714,1.092272,0.9127209,1.497924,0.75312,2.801E+07,1.482505E+10,2.801E+07,1.492503E+10,2.801E+07,0.9991714,1.990027,0.08146627,1.996677,0.02826597,9.850146E+07,2.953348E+09,9.850146E+07,4.155389E+09,9.850146E+07,0.1133333,2
7067434074315706368,v5_13_0,v5_13_0,6277,56273,583,3.68419941624171,29.5856159304986,0.574492,0.0002836141,GALAXY,4.229684E+09,8.327907E+09,2.030637E+09,1.197633E+10,4.313308E+08,0.566919,0.8861208,0.2676673,1.265173,0.2676673,8.477842E+09,1.212626E+10,5.079316E+09,1.452522E+10,5.812659E+08,0.1080664,1.724025,0.03491601,1.724025,0.008315858,5.896472E+10,9.581455E+10,3.132734E+10,1.211488E+11,1.059931E+10,0.08,3,3.22737E+09,7.82645E+09,9.7782E+08,1.047592E+10,3.2795E+08,0.2543672,0.9526212,0.008315858,1.251873,0.008315858,5.22697E+09,1.402521E+10,4.7792E+08,1.402521E+10,3.2795E+08,0.07481623,1.830426,0.008315858,1.843726,0.008315858,3.943628E+10,8.725846E+10,1.265585E+10,1.063873E+11,1.074297E+10,0.08,2
7657305023777624064,v5_13_0,v5_13_0,6801,56487,217,210.10822178028,55.4296725810315,0.560181,0.0001357023,GALAXY,2.280529E+09,4.229684E+09,1.280962E+09,5.279229E+09,1.314608E+08,0.5469689,0.9991714,0.4605184,0.9991714,0.3807179,4.979359E+09,9.877236E+09,1.980659E+09,1.2726E+10,2.813958E+08,0.0149659,0.6666695,0.008315858,0.6666695,0.008315858,3.053961E+10,5.683932E+10,1.738976E+10,7.787908E+10,4.239908E+09,0.6633334,3,1.7798E+08,1.37774E+09,2.801E+07,1.37774E+09,2.801E+07,1.318373,1.391524,0.9991714,1.391524,0.9127209,3.5773E+09,1.287544E+10,2.801E+07,1.467508E+10,2.801E+07,1.338323,1.983377,0.1479666,1.983377,0.02826597,3.970078E+09,2.101898E+10,1.53452E+09,5.024568E+10,1.53452E+09,0.6633334,3
369468655689295872,26,,328,52282,631,176.53869,-2.3089328,-0.0001493694,2.855082E-05,STAR,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2202376273924220928,26,,1956,53437,422,154.45142,32.574828,0.1127848,2.949808E-05,GALAXY,1.322578E+10,1.452522E+10,8.477842E+09,1.472513E+10,7.978059E+09,1.378224,1.930177,1.245223,1.996677,1.178722,1.432531E+10,1.467516E+10,1.2726E+10,1.497503E+10,1.147654E+10,1.644225,1.976727,1.458024,1.996677,1.391524,1.055865E+11,1.083445E+11,7.70872E+10,1.106429E+11,7.249052E+10,0,3,1.317538E+10,1.492503E+10,9.97602E+09,1.497502E+10,5.92683E+09,1.092272,1.092272,0.9526212,1.996677,0.75312,1.362529E+10,1.497502E+10,1.017598E+10,1.497502E+10,5.97682E+09,1.039072,1.517874,0.9592712,1.996677,0.7797202,9.529872E+10,1.088649E+11,7.204236E+10,1.132255E+11,5.120854E+10,0,2
771337680414861312,26,,685,52203,350,359.30977,0.95890739,0.8834838,0.2318709,QSO,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2051478469048559616,26,,1822,53172,323,237.8815,6.3753602,0.1172577,2.443792E-05,GALAXY,5.079316E+09,6.728601E+09,3.480009E+09,8.977626E+09,3.380052E+09,1.318373,1.624275,1.178722,1.624275,0.75312,6.778579E+09,1.092678E+10,4.129727E+09,1.322578E+10,3.829858E+09,1.684125,1.837076,1.039072,1.843726,0.8262705,6.391246E+10,8.126719E+10,4.353951E+10,1.00131E+11,3.146665E+10,0.01666667,3,8.32635E+09,1.0076E+10,6.32675E+09,1.147572E+10,4.97702E+09,1.085622,1.251873,0.9592712,1.584375,0.75312,1.05759E+10,1.192563E+10,7.82645E+09,1.30754E+10,5.97682E+09,1.271823,1.670825,0.9592712,1.870326,0.6600195,1.008696E+11,1.16545E+11,7.814023E+10,1.26734E+11,6.324858E+10,0,5
9936077798010802176,v5_13_0,v5_13_0,8825,57451,40,152.970421918814,38.4608924858295,0.002431969,0.0001197084,STAR,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
4962976508874608640,v5_13_0,v5_13_0,4408,55888,35,352.409940015626,5.61031371896136,0.5534857,0.0001506301,GALAXY,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
5473190033350742016,v5_13_0,v5_13_0,4861,55710,693,214.872688490752,7.1865851203313,0.6402348,0.000131393,GALAXY,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
6623741546062958592,v5_13_0,v5_13_0,5883,56033,263,153.65596907985,18.4364055450116,0.5053326,0.0001808864,GALAXY,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2367787903221786624,26,,2103,53467,74,181.65487,36.201206,0.09707688,7.94064E-06,GALAXY,9.777279E+09,1.012713E+10,4.579532E+09,1.052695E+10,2.780313E+09,0.75312,1.045722,0.5004186,1.251873,0.387368,1.432531E+10,1.462518E+10,8.177973E+09,1.472513E+10,6.128861E+09,0.3607678,1.344973,0.09476634,1.650875,0.08146627,2.071132E+10,2.385297E+10,9.836356E+09,2.675296E+10,6.936366E+09,0.08666667,4,5.72687E+09,7.32655E+09,3.0774E+09,7.82645E+09,2.22757E+09,0.8794707,0.9991714,0.5070686,1.251873,0.3740679,1.022597E+10,1.217558E+10,7.5765E+09,1.327536E+10,6.7788E+08,0.3674179,0.6400694,0.1679167,1.610975,0.1612667,1.225099E+10,1.397658E+10,7.320754E+09,1.545565E+10,2.883536E+09,0.003333333,5
8691048015908327424,v5_13_0,v5_13_0,7719,58082,824,13.2468926335289,33.1730669050478,0.1476888,7.351496E-05,GALAXY,5.179273E+09,6.128861E+09,3.330074E+09,6.828557E+09,1.480876E+09,0.5270188,0.5935192,0.4605184,0.9991714,0.387368,1.077685E+10,1.252609E+10,6.528688E+09,1.407542E+10,2.980226E+09,0.1080664,0.75977,0.008315858,1.697425,0.008315858,5.676872E+09,9.053209E+09,3.034521E+09,1.257634E+10,1.272953E+09,0,4,3.32735E+09,5.27696E+09,2.32755E+09,7.52651E+09,1.32775E+09,0.6666695,0.7863702,0.5868691,0.8329205,0.4605184,1.002601E+10,1.492503E+10,6.92663E+09,1.497502E+10,5.62689E+09,0.0149659,0.3474678,0.008315858,0.9991714,0.008315858,3.342038E+09,5.643412E+09,1.988289E+09,6.861787E+09,1.311414E+09,0,6
7647250538774679552,v5_13_0,v5_13_0,6792,56432,503,236.325123082693,57.0631809793727,0.5256698,7.781023E-05,GALAXY,3.729901E+09,1.187637E+10,4.313308E+08,1.347568E+10,3.813525E+08,0.6267693,1.318373,0.0149659,1.318373,0.008315858,5.928948E+09,1.367559E+10,7.811791E+08,1.367559E+10,6.312442E+08,0.3275176,1.916877,0.008315858,1.976727,0.008315858,2.650162E+10,6.574261E+10,8.107413E+09,8.045797E+10,6.881132E+09,0.1266667,3,8.27636E+09,1.147572E+10,3.97722E+09,1.497502E+10,3.22737E+09,0.2277671,0.4139681,0.1280165,1.125522,0.1280165,1.312539E+10,1.442513E+10,5.82685E+09,1.497502E+10,7.7786E+08,0.05486612,0.9127209,0.02826597,0.9991714,0.02826597,5.41691E+10,7.235931E+10,2.955883E+10,9.268953E+10,1.136863E+10,0,3
2479343530003163136,26,,2202,53566,407,246.1232,15.276761,0.1014056,3.347486E-06,GALAXY,7.428298E+09,1.022708E+10,6.978492E+09,1.147654E+10,6.878536E+09,0.03491601,0.04821608,0.0149659,0.207817,0.0149659,7.578232E+09,1.092678E+10,6.978492E+09,1.247611E+10,6.978492E+09,0.02826597,0.1280165,0.02826597,0.1280165,0.0149659,2.532193E+10,3.222344E+10,2.359655E+10,3.653689E+10,2.31652E+10,0.003333333,3,1.2799E+08,2.77746E+09,7.8E+07,2.82745E+09,2.801E+07,0.9792213,1.231923,0.8129703,1.331673,0.8129703,2.7796E+08,7.12659E+09,1.2799E+08,1.037594E+10,7.8E+07,1.098922,1.724025,0.3607678,1.936827,0.06151615,1.208946E+09,8.411342E+09,7.587963E+08,8.861492E+09,3.086465E+08,0.27,5
6037081723631849472,v5_13_0,v5_13_0,5362,56017,23,168.659928475897,15.2514350977965,0.5360136,0.0001324942,GALAXY,7.312008E+08,2.280529E+09,2.314175E+08,3.929814E+09,2.314175E+08,1.591025,1.770576,0.75977,1.876976,0.2543672,2.180572E+09,9.777279E+09,3.813525E+08,1.062691E+10,3.313742E+08,1.231923,1.996677,0.2942674,1.996677,0.1080664,1.261886E+10,3.06058E+10,8.122126E+09,4.859273E+10,5.873759E+09,0.65,3,4.92703E+09,6.27676E+09,3.5773E+09,7.52651E+09,2.0776E+09,0.4605184,0.75312,0.2477172,1.251873,0.2277671,8.77626E+09,1.302541E+10,6.67668E+09,1.477506E+10,5.42693E+09,0.02826597,0.3075675,0.008315858,1.976727,0.008315858,5.616328E+10,7.322409E+10,3.720681E+10,9.218056E+10,2.393729E+10,0.6633334,2
10394544194932985856,v5_13_0,v5_13_0,9232,58037,859,330.36287,-0.27760294,0.9079914,8.360042E-05,GALAXY,1.380919E+09,7.528254E+09,1.314608E+08,7.528254E+09,3.150416E+07,1.092272,1.092272,0.5004186,1.497924,0.2743174,1.497503E+10,1.497503E+10,3.150416E+07,1.497503E+10,3.150416E+07,1.996677,1.996677,0.02161593,1.996677,0.02161593,2.347E+10,3.112867E+10,3.046904E+09,5.580658E+10,4.940163E+08,0.14,2,4.7792E+08,7.87644E+09,1.7798E+08,1.497502E+10,1.7798E+08,1.910226,1.996677,0.5004186,1.996677,0.008315858,4.7792E+08,1.242553E+10,2.7796E+08,1.497502E+10,2.2797E+08,1.996677,1.996677,0.008315858,1.996677,0.008315858,4.946409E+09,3.752054E+10,2.340479E+09,1.000629E+11,1.688996E+09,0,2
817523216481282048,26,,726,52226,436,347.36336,-9.3512404,0.1137436,1.249902E-05,GALAXY,5.329207E+09,6.878536E+09,3.979792E+09,7.478276E+09,3.330074E+09,1.597675,1.637575,1.497924,1.797176,1.424774,5.629078E+09,8.028038E+09,5.229251E+09,9.577366E+09,4.379619E+09,1.624275,1.730675,1.271823,1.817126,1.059022,5.819616E+10,6.75447E+10,4.339431E+10,7.377706E+10,3.949909E+10,0.04,4,5.27696E+09,6.32675E+09,3.97722E+09,7.47652E+09,3.12739E+09,1.305073,1.664175,1.039072,1.750626,0.9592712,6.67668E+09,8.17638E+09,5.12699E+09,8.72627E+09,3.92723E+09,1.078972,1.484624,0.8661706,1.624275,0.7198699,5.704228E+10,6.410442E+10,4.448735E+10,7.273593E+10,3.742521E+10,0,3
10513770288164130816,v5_13_0,v5_13_0,9338,58044,425,12.1483883905225,-4.39820030480636,0.8682081,7.460617E-05,GALAXY,9.810925E+08,7.528254E+09,1.814392E+08,7.528254E+09,3.150416E+07,0.75312,1.497924,0.5004186,1.497924,0.2543672,1.980659E+09,1.497503E+10,3.150416E+07,1.497503E+10,3.150416E+07,0.5070686,1.996677,0.008315858,1.996677,0.008315858,6.001311E+09,2.631458E+10,1.798565E+09,5.013014E+10,3.976501E+08,0.43,2,2.02761E+09,8.02641E+09,1.52771E+09,1.002601E+10,2.801E+07,0.6267693,0.6267693,0.1280165,1.251873,0.1280165,7.62649E+09,1.467508E+10,3.82725E+09,1.487504E+10,2.801E+07,0.03491601,1.783876,0.008315858,1.976727,0.008315858,5.862531E+09,4.527956E+10,4.851838E+09,8.065382E+10,3.037188E+08,0.006666667,3
854627336341972992,26,,759,52254,252,122.10147,38.940151,0.03976523,4.208467E-05,GALAXY,1.047698E+10,1.317581E+10,1.930681E+09,1.347568E+10,1.880702E+09,0.6334193,1.996677,0.4605184,1.996677,0.4605184,1.097676E+10,1.327576E+10,1.930681E+09,1.367559E+10,1.780746E+09,0.7930202,1.996677,0.4605184,1.996677,0.4605184,4.296344E+09,4.845925E+09,1.151514E+09,5.242846E+09,1.09045E+09,0,2,1.027596E+10,1.222557E+10,6.47672E+09,1.497502E+10,2.42753E+09,0.5004186,0.75312,0.3807179,1.005821,0.2543672,1.117578E+10,1.342533E+10,8.67628E+09,1.497502E+10,4.27716E+09,0.6999197,1.231923,0.4804685,1.670825,0.2942674,3.748779E+09,4.375254E+09,2.49583E+09,5.001728E+09,1.143964E+09,0.04666667,3
5830057981614772224,v5_13_0,v5_13_0,5178,56246,539,131.968717773654,23.5673994753809,0.4781493,0.000127631,GALAXY,5.379186E+09,8.477842E+09,3.230117E+09,1.147654E+10,1.031071E+09,0.75977,0.8861208,0.2477172,1.251873,0.1612667,8.127994E+09,1.242613E+10,3.729901E+09,1.462518E+10,1.181006E+09,0.5137187,1.265173,0.2743174,1.996677,0.1014164,1.0702E+11,1.64886E+11,6.711235E+10,1.928213E+11,2.520936E+10,0.2533333,3,3.17738E+09,5.52691E+09,2.72747E+09,5.52691E+09,1.52771E+09,0.5469689,0.6400694,0.5004186,1.251873,0.4605184,6.82665E+09,1.087584E+10,5.72687E+09,1.097582E+10,4.82705E+09,0.02826597,0.2942674,0.0149659,0.3408177,0.008315858,4.088422E+10,6.465564E+10,3.494137E+10,6.465564E+10,2.107471E+10,0.5733333,2
6155480708385361920,v5_13_0,v5_13_0,5467,55973,676,218.546088527679,9.42740957550462,0.5409259,0.0001147753,GALAXY,3.150416E+07,1.380919E+09,3.150416E+07,1.380919E+09,3.150416E+07,0.9991714,1.092272,0.9526212,1.497924,0.5004186,3.150416E+07,1.482509E+10,3.150416E+07,1.487507E+10,3.150416E+07,0.9991714,1.963427,0.2743174,1.990027,0.02161593,4.976936E+08,1.269712E+10,4.976936E+08,2.245665E+10,4.976936E+08,0.003333333,2,2.801E+07,1.0778E+09,2.801E+07,1.37774E+09,2.801E+07,0.9991714,1.092272,0.9925213,1.092272,0.9127209,2.801E+07,1.442513E+10,2.801E+07,1.442513E+10,2.801E+07,0.9991714,1.963427,0.1280165,1.963427,0.02161593,3.541081E+08,7.175055E+09,3.541081E+08,1.570124E+10,3.541081E+08,0.3233333,2
9070504581906321408,v5_13_0,v5_13_0,8056,57186,927,250.058187208625,49.7603933966092,1.790316,0.0001771162,GALAXY,1.482509E+10,1.497503E+10,6.378753E+09,1.497503E+10,3.813525E+08,0.1878669,1.005821,0.008315858,1.005821,0.008315858,1.417537E+10,1.497503E+10,8.078016E+09,1.497503E+10,5.812659E+08,0.8196204,1.830426,0.008315858,1.857026,0.008315858,5.139057E+12,1.559599E+13,1.715105E+12,1.559599E+13,4.939811E+10,0,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
1375982498546214912,26,,1222,52763,483,169.77135,10.162534,1.642116,0.0007639055,QSO,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2582839462815885312,26,,2294,53733,91,143.43625,24.265594,0.04999494,1.187542E-05,GALAXY,2.830291E+09,4.979359E+09,2.780313E+09,4.979359E+09,2.780313E+09,0.6334193,0.6334193,0.5070686,0.6334193,0.4605184,2.880269E+09,6.128861E+09,2.880269E+09,6.678623E+09,2.880269E+09,0.573569,0.6068192,0.4871185,0.6799696,0.394018,3.555782E+09,5.392888E+09,3.463927E+09,5.392888E+09,3.463927E+09,0.02666667,2,6.92663E+09,7.72647E+09,4.67708E+09,8.02641E+09,2.97742E+09,0.6267693,0.7930202,0.580219,0.939321,0.5602689,1.042593E+10,1.222557E+10,6.5767E+09,1.292543E+10,2.5775E+09,0.5270188,0.8861208,0.5137187,0.926021,0.5137187,8.111591E+09,8.877761E+09,5.717314E+09,9.260844E+09,3.897663E+09,0,4
5806494617378770944,v5_13_0,v5_13_0,5157,55923,832,131.404259462552,53.7841272133057,0.3185342,5.676577E-05,GALAXY,9.077583E+09,1.092678E+10,6.328774E+09,1.222622E+10,4.979359E+09,0.2942674,0.6666695,0.2477172,1.005821,0.1945169,1.117667E+10,1.34257E+10,6.828557E+09,1.372557E+10,4.729467E+09,0.4139681,1.271823,0.3474678,1.371573,0.207817,1.338636E+11,1.574854E+11,9.252549E+10,1.76678E+11,6.004557E+10,0.34,4,5.077E+09,5.72687E+09,3.67728E+09,6.52671E+09,2.87744E+09,0.2743174,0.4139681,0.2477172,0.6267693,0.2277671,1.05759E+10,1.112579E+10,6.67668E+09,1.297542E+10,5.47692E+09,0.02161593,0.1346666,0.0149659,0.2277671,0.0149659,4.985803E+10,5.615831E+10,3.883254E+10,6.24586E+10,3.095719E+10,0.6033334,2
6632920269148409856,v5_13_0,v5_13_0,5891,56034,887,174.815540488219,17.3147761126005,0.5009927,0.0001225358,GALAXY,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
9221353733342121984,v5_13_0,v5_13_0,8190,57448,849,153.127011058398,59.6208280799286,0.6303139,0.000315503,GALAXY,4.729467E+09,9.877236E+09,2.230551E+09,1.497503E+10,9.810925E+08,1.025771,1.511224,0.7730702,1.511224,0.04821608,7.878103E+09,1.352565E+10,4.329641E+09,1.497503E+10,9.810925E+08,0.3075675,0.9193709,0.1213665,1.996677,0.04821608,4.491676E+10,8.378407E+10,2.463816E+10,1.226514E+11,1.280898E+10,0.09333333,3,9.52611E+09,1.497502E+10,4.42713E+09,1.497502E+10,4.17718E+09,0.1878669,0.5004186,0.0149659,1.005821,0.008315858,1.10758E+10,1.472507E+10,6.5767E+09,1.497502E+10,6.12679E+09,0.6999197,0.74647,0.0149659,0.74647,0.008315858,9.009931E+10,1.038535E+11,3.622864E+10,1.221925E+11,3.508246E+10,0.1266667,2
8220418259020959744,v5_13_0,v5_13_0,7301,56746,811,125.463537873497,52.7310239460096,0.5857962,0.0002977165,GALAXY,7.928081E+09,9.977192E+09,4.229684E+09,1.147654E+10,9.810925E+08,0.9991714,1.497924,0.9127209,1.497924,0.5004186,8.627778E+09,9.577366E+09,5.379186E+09,1.172643E+10,9.810925E+08,1.650875,1.730675,1.012471,1.996677,0.5004186,1.252386E+11,1.333533E+11,5.626405E+10,1.522874E+11,1.974811E+10,0.01333333,3,4.82705E+09,8.37634E+09,2.17758E+09,9.97602E+09,4.7792E+08,0.2676673,0.5004186,0.1280165,1.125522,0.008315858,8.72627E+09,1.202561E+10,5.47692E+09,1.402521E+10,4.7792E+08,0.2344171,0.8528706,0.02161593,1.132172,0.02161593,3.82414E+10,6.285906E+10,1.831281E+10,7.340949E+10,6.590118E+09,0.3133333,3
6762346807702081536,v5_13_0,v5_13_0,6006,56105,698,207.133857959737,28.2014122310349,-0.002453312,0.0001152781,STAR,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
6431394365835595776,v5_13_0,v5_13_0,5712,56602,924,141.066581078033,60.0756176532159,0.3781672,0.0001213022,GALAXY,9.127561E+09,1.067689E+10,5.779013E+09,1.187637E+10,2.680356E+09,0.8861208,1.278473,0.7730702,1.664175,0.566919,1.372557E+10,1.497503E+10,7.678189E+09,1.497503E+10,1.980659E+09,1.358273,1.757276,0.8927708,1.996677,0.5004186,1.138864E+11,1.408605E+11,7.432435E+10,1.516501E+11,2.217443E+10,0.4066667,6,7.17658E+09,9.37614E+09,3.02741E+09,1.132575E+10,1.5777E+09,0.3341677,0.8329205,0.3075675,1.251873,0.1679167,1.10758E+10,1.342533E+10,6.12679E+09,1.492503E+10,8.2785E+08,0.3208676,1.125522,0.1679167,1.970077,0.04821608,5.90773E+10,7.605277E+10,2.606943E+10,8.548359E+10,9.093964E+09,0.4433333,5
6966176199736578048,v5_13_0,v5_13_0,6187,56244,849,8.40661620506188,20.2606109754994,0.003837167,0.0004396113,STAR,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
11586707820364713984,v5_13_0,v5_13_0,10291,58101,261,117.346889302336,30.4644445763876,0.07980226,0.0001221152,GALAXY,2.930247E+09,6.428731E+09,6.312442E+08,9.977192E+09,4.813092E+08,1.364923,1.544474,0.7664201,1.996677,0.02826597,6.428731E+09,1.207628E+10,8.311575E+08,1.482509E+10,7.312008E+08,1.591025,1.976727,0.580219,1.996677,0.03491601,3.562886E+08,6.850652E+08,1.097062E+08,1.024116E+09,6.86091E+07,0.14,4,4.2793E+08,4.77706E+09,2.7796E+08,8.32635E+09,1.7798E+08,1.331673,1.391524,0.8262705,1.664175,0.5004186,1.22777E+09,1.247552E+10,6.7788E+08,1.312539E+10,5.779E+08,1.956777,1.976727,0.4871185,1.990027,0.1479666,6.368532E+07,3.2117E+08,4.461238E+07,4.64217E+08,2.553944E+07,0.1466667,3
