objID,z,zErr,nnCount,nnVol,photoErrorClass,nnObjID,nnSpecz,nnFarObjID,nnAvgZ,distMod,lumDist,chisq,rnorm,bestFitTemplateID,synthU,synthG,synthR,synthI,synthZ,kcorrU,kcorrG,kcorrR,kcorrI,kcorrZ,kcorrU01,kcorrG01,kcorrR01,kcorrI01,kcorrZ01,absMagU,absMagG,absMagR,absMagI,absMagZ
1237667106889663155,0.326999,0.097866,100,23.35356,1,1237663784751006067,0.503876,1237678617433276837,0.303741,41.1701,1714.01,5.18174,0.529005,35,20.9899,20.6459,19.9449,19.7389,19.4469,-0.324,0.08,-0.234,-0.312,-0.449,-0.253,0.114,-0.209,-0.121,-0.32,-19.8918,-20.7102,-20.9504,-20.9919,-20.7747
1237667107425157800,0.859469,0.07171,98,2.316509,-7,1237667111723270671,0.671088,1237678660905534049,0.650656,43.7096,5519.78,0.0301173,0.0975334,15,24.9132,24.2422,22.5392,21.4432,20.6692,1.343,2.123,1.022,0.195,-0.364,1.118,1.992,1.063,0.268,-0.268,-20.1466,-21.5999,-22.1777,-22.3679,-22.6563
1237667107427057781,0.368669,0.075117,97,61.23525,-7,1237679254671524234,0.373535,1237679323398144409,0.407785,41.4757,1973.03,0.185085,0.96404,36,24.3451,23.8951,23.0261,22.7061,22.3741,-0.179,0.248,-0.105,-0.219,-0.349,-0.162,0.241,-0.108,-0.075,-0.244,-16.9538,-17.0433,-18.4159,-18.3298,-18.2437
1237667109033541716,0.500956,0.053278,98,0.047843,1,1237667541214626371,0.499565,1237651539797214021,0.503982,42.2706,2845.22,2.1872,0.197842,8,24.476,22.535,21.007,20.178,19.752,1.674,1.267,0.435,-0.073,-0.254,1.455,1.093,0.449,-0.028,-0.167,-19.3167,-21.0751,-21.7686,-22.0758,-22.2122
1237667109569036361,-9999,-9999,-9999,49.98963,-7,1237660636535521324,0.211692,1237661435924054231,0.536488,42.4508,3091.38,127.145,7.03921,34,21.4488,21.4568,21.0798,20.8278,20.7628,-0.892,-0.346,-0.493,-0.711,-0.659,-0.74,-0.271,-0.45,-0.454,-0.511,-22.14,-16.9892,-17.0132,-17.5058,-18.6829
1237648722305810832,0.35907,0.083995,99,1.592144,1,1237679253598241292,0.379936,1237655468597576338,0.369456,41.4082,1912.66,15.5501,0.849783,34,20.8224,20.7504,20.2524,20.1724,19.9404,-0.607,-0.141,-0.409,-0.455,-0.57,-0.455,-0.066,-0.366,-0.198,-0.422,-20.6412,-20.2077,-20.8066,-20.7717,-21.3268
1237649921113522635,0.32116,0.132365,100,2.961087,-3,1237679460828381627,0.429416,1237663783124861057,0.345776,41.1244,1678.36,3.0534,0.387676,25,23.7958,22.6358,21.4128,20.8978,20.4758,0.495,0.616,0.138,-0.035,-0.151,0.332,0.491,0.09,0.024,-0.101,-17.8231,-19.4745,-19.7692,-20.1079,-20.5027
1237651697620157391,-9999,-9999,-9999,390.7818,-7,1237662224625501134,0.496756,1237663917334921407,0.398437,41.6752,2162.87,12.2708,2.37333,34,21.8383,21.8133,21.3103,21.1643,21.0043,-0.671,-0.158,-0.431,-0.543,-0.586,-0.519,-0.083,-0.388,-0.286,-0.438,-20.6424,-20.9889,-19.223,-20.3585,-21.1541
1237651698155652036,0.379549,0.177342,100,13.16621,7,1237678806917710160,0.158204,1237662637450593363,0.416495,41.5502,2041.96,19.6239,1.60673,29,23.8423,22.4743,20.9793,20.3873,19.9723,0.839,0.949,0.217,-0.014,-0.137,0.647,0.777,0.195,0.018,-0.077,-18.5469,-21.5738,-20.5228,-20.8183,-21.3851
1237651800696226620,0.426862,0.100707,99,9.114553,-3,1237678618479624873,0.5347,1237663543684825421,0.427933,41.8532,2347.73,5.39071,1.04654,34,21.7447,21.7387,21.2377,21.0677,20.9557,-0.718,-0.186,-0.457,-0.593,-0.588,-0.566,-0.111,-0.414,-0.336,-0.44,-19.9055,-19.5359,-20.1082,-20.0818,-21.1226
1237654602107912223,0.143823,0.056158,98,1.993444,1,1237657190910788125,0.133593,1237660241385881892,0.158328,39.1568,678.217,15.6433,1.00215,1,22.4417,20.7717,19.6727,19.2437,18.8997,0.348,0.348,0.032,-0.029,-0.086,0.127,0.132,0.021,-0.009,-0.023,-16.2377,-18.9578,-19.3825,-20.077,-19.7048
1237654605852574776,0.623604,0.049359,100,4.359672,-7,1237667254526280765,0.585978,1237667550884135462,0.578579,42.8493,3714.15,17.6702,1.29399,33,24.899,23.532,21.918,20.633,20.006,1.466,1.889,1.188,0.354,0.085,1.198,1.635,1.13,0.337,0.109,-19.0902,-22.2226,-22.157,-22.7484,-22.2198
1237654876436168913,0.130068,0.205881,100,41.76628,-7,1237680310157574619,0.815749,1237666210881209356,0.647931,38.919,607.844,93.4545,6.48128,34,21.8666,21.4546,21.2036,20.9936,20.9706,-0.214,-0.088,-0.109,-0.285,-0.191,-0.062,-0.013,-0.066,-0.028,-0.043,-17.2545,-15.8936,-13.1265,-13.5231,-19.3739
1237655464854684669,0.261687,0.043772,98,34.79714,-7,1237658204518351306,0.506013,1237653614256259877,0.505683,40.6106,1324.68,47.084,3.64181,18,24.4176,23.5866,22.6166,22.1716,21.8226,0.05,0.35,0.058,-0.093,-0.195,0.006,0.263,0.021,-0.002,-0.11,-18.9206,-15.0123,-17.9947,-18.6149,-19.256
1237655464856584650,0.307011,0.08788,98,23.87634,-7,1237663784751334168,0.181154,1237679322861273379,0.29556,41.0106,1592.65,4.23632,0.726331,34,22.7037,22.5627,22.0827,22.0367,21.7687,-0.529,-0.132,-0.382,-0.394,-0.545,-0.377,-0.057,-0.339,-0.137,-0.397,-18.1972,-17.9007,-18.3663,-18.8292,-18.9884
1237656529995433155,0.739148,0.107077,98,809.3767,-7,1237662226225299511,0.198737,1237658492816654487,0.259943,43.3036,4578.55,25.8511,2.53046,8,25.2685,24.1455,22.5105,21.2975,20.6885,1.564,1.975,1.036,0.144,-0.22,1.345,1.801,1.05,0.189,-0.133,-19.1887,-22.3676,-22.3459,-21.7527,-20.3249
1237657220948623554,0.133195,0.009122,99,0.018186,1,1237669766550192288,0.120756,1237657591934484491,0.134771,38.975,623.745,25.1969,0.613939,22,19.7038,18.0538,17.0068,16.5958,16.2578,0.311,0.302,0.022,-0.029,-0.088,0.09,0.094,0.015,-0.005,-0.021,-18.9968,-21.293,-21.9817,-22.3669,-22.4588
1237657607500857993,0.600946,0.057888,98,0.152768,1,1237662664297153988,0.539484,1237667736106959254,0.592616,42.7509,3549.65,1.69791,0.244622,38,22.732,22.088,21.083,20.292,19.804,0.199,0.772,0.554,0.122,-0.057,0.096,0.66,0.477,0.183,-0.005,-20.1621,-21.5199,-22.2948,-22.5651,-22.6803
1237659132751905330,0.506535,0.136456,98,77.51559,7,1237680333794836969,0.473357,1237672766050206733,0.636325,42.2996,2883.56,9.38831,0.771571,34,21.4039,21.4079,20.9859,20.7599,20.6809,-0.844,-0.302,-0.494,-0.686,-0.648,-0.692,-0.227,-0.451,-0.429,-0.5,-19.8851,-21.0821,-20.4168,-20.9098,-20.5711
1237659326562567204,0.309825,0.068379,98,41.25264,-7,1237657633799406280,0.388619,1237661357538672932,0.413131,41.0336,1609.62,13.007,2.09318,35,23.0984,22.7194,22.0484,21.8424,21.5484,-0.304,0.065,-0.219,-0.297,-0.436,-0.233,0.099,-0.194,-0.106,-0.307,-18.6033,-16.6369,-18.7283,-18.9611,-19.6777
1237661082662406030,0.260722,0.177072,99,5.598726,-7,1237657189816927275,0.1235,1237679323398537765,0.250468,40.6014,1319.08,1.78783,0.480296,37,23.3257,22.5597,21.6917,21.2717,20.9257,0.005,0.262,0.037,-0.103,-0.198,-0.025,0.207,0.001,-0.001,-0.117,-17.2334,-18.5199,-18.5801,-19.234,-19.2603
1237661126690865741,0.925739,0.039606,99,1.044782,-7,1237667322715767376,0.732291,1237661873492264327,0.679896,43.9103,6054.15,10.5242,0.948244,33,24.7661,23.8901,22.2461,21.1261,19.9511,1.628,2.542,1.811,1.142,0.325,1.36,2.288,1.753,1.125,0.349,-20.129,-21.9611,-23.4787,-24.2059,-24.4986
1237661463842194194,0.758595,0.234199,100,30.30684,-7,1237665532793455395,0.169575,1237654652566241918,0.317333,43.3734,4727.98,4.81207,1.83276,34,22.2865,22.2895,22.2535,21.7955,21.6155,-1.175,-0.634,-0.44,-0.864,-0.927,-1.023,-0.559,-0.397,-0.607,-0.779,-20.7731,-20.4229,-21.0312,-19.1358,-20.8842
1237661465984172774,0.219692,0.069821,97,10.14062,-7,1237672838522077436,0.148654,1237653442988081672,0.203221,40.1786,1085.72,4.93102,0.424059,35,22.7939,22.2719,21.7309,21.4549,21.3289,-0.214,0.012,-0.142,-0.29,-0.261,-0.143,0.046,-0.117,-0.099,-0.132,-17.285,-17.6624,-18.5346,-18.3185,-18.4006
1237661850920223375,0.520108,0.099481,99,16.84308,-7,1237661416065270218,0.391287,1237663784750416755,0.406912,42.3691,2977.32,21.1441,2.19117,34,22.4005,22.4055,21.9985,21.7835,21.6905,-0.86,-0.317,-0.494,-0.675,-0.651,-0.708,-0.242,-0.451,-0.418,-0.503,-19.6302,-17.9285,-19.0976,-18.9481,-20.2372
1237661873478697788,0.279524,0.070362,99,27.5638,-7,1237679324462711446,0.0005,1237679254671131218,0.394136,40.775,1428.92,1.78721,0.890355,21,25.0409,24.1829,23.1309,22.6679,22.3109,0.106,0.433,0.061,-0.091,-0.201,0.045,0.333,0.04,-0.019,-0.116,-15.8599,-16.5973,-17.8809,-17.4379,-17.7691
1237661959374438822,0.693947,0.20374,100,12.68846,-7,1237678879942508986,0.47664,1237663543144481766,0.476194,43.1345,4235.5,5.13063,0.978772,35,22.9616,22.8076,22.4496,21.8756,21.6546,-0.726,-0.132,-0.103,-0.549,-0.615,-0.655,-0.098,-0.078,-0.358,-0.486,-19.3707,-20.5197,-20.5415,-20.3948,-21.7285
1237662193461297930,0.302069,0.095824,98,174.2633,-7,1237678433791312579,0.336375,1237651736280760645,0.38439,40.9697,1562.94,11.8726,1.64007,34,22.4776,22.3216,21.8556,21.8066,21.5416,-0.514,-0.132,-0.368,-0.383,-0.531,-0.362,-0.057,-0.325,-0.126,-0.383,-19.159,-19.5848,-18.6288,-18.4082,-18.9288
1237662195614876394,0.273923,0.082246,98,5.249324,1,1237651754028171658,0.371378,1237661433774473670,0.259169,40.7244,1396.01,20.1204,0.878283,34,21.0759,20.8759,20.4469,20.3859,20.1609,-0.466,-0.128,-0.327,-0.354,-0.462,-0.314,-0.053,-0.284,-0.097,-0.314,-19.9311,-19.5093,-19.8864,-20.1792,-20.4543
1237666210855323588,0.041032,0.117482,98,737.6599,-7,1237648702986125513,0.119255,1237654602639278776,0.270171,36.2775,180.096,1.63129,1.56265,33,24.0709,22.2759,21.2939,20.8299,20.4579,0.092,0.087,0.018,0.005,-0.009,-0.176,-0.167,-0.04,-0.012,0.015,-11.6709,-14.2195,-14.9558,-15.4978,-14.3871
1237666210880423337,0.827414,0.105043,99,297.2974,-7,1237665440440779329,0.549981,1237679457070219536,0.4991,43.6071,5265.24,2.05691,3.04941,34,22.3512,22.3412,22.3462,21.9042,21.7072,-1.248,-0.72,-0.485,-0.893,-0.973,-1.096,-0.645,-0.442,-0.636,-0.825,-19.9841,-17.5941,-20.2904,-20.9514,-20.3529
1237666211394618195,0.491959,0.067665,99,0.489585,1,1237655499205575260,0.463243,1237656567582622355,0.488003,42.2231,2783.65,8.87895,0.757292,1,23.5189,21.7959,20.1999,19.2919,18.8179,1.437,1.384,0.571,0.031,-0.156,1.216,1.168,0.56,0.051,-0.093,-19.6162,-21.8323,-22.5569,-23.0448,-22.7114
1237648703526798624,0.647149,0.055608,100,0.135445,4,1237664667368882516,0.707657,1237679323922628919,0.63882,42.948,3886.89,33.3235,2.22108,25,23.6443,22.7393,21.6083,20.6953,20.2103,0.673,1.049,0.663,0.092,-0.087,0.51,0.924,0.615,0.151,-0.037,-19.8985,-23.3448,-22.7454,-22.2152,-22.7013
1237650795677876904,0.653983,0.165249,99,5.485706,-7,1237661873475617189,0.276549,1237650804800684483,0.509146,42.976,3937.37,4.28655,0.767722,35,22.6119,22.4549,22.0239,21.5039,21.3029,-0.69,-0.099,-0.143,-0.535,-0.581,-0.619,-0.065,-0.118,-0.344,-0.452,-20.1535,-20.5228,-20.5345,-21.0615,-21.6005
1237651538719146417,0.305267,0.099756,100,0.371126,1,1237657770706927660,0.162243,1237651754534044297,0.291473,40.9962,1582.15,2.99781,0.335227,21,22.1564,21.3554,20.2504,19.7794,19.4064,0.109,0.493,0.068,-0.092,-0.218,0.048,0.393,0.047,-0.02,-0.133,-18.7427,-20.1714,-20.8636,-21.0862,-21.1179
1237652901307220400,0.469962,0.146819,100,30.74945,-7,1237654880737821199,0.32211,1237648704596411055,0.39578,42.1034,2634.45,32.2068,2.06759,34,21.6274,21.6284,21.1554,20.9624,20.8604,-0.78,-0.241,-0.484,-0.643,-0.628,-0.628,-0.166,-0.441,-0.386,-0.48,-21.5548,-20.9889,-19.9696,-20.5686,-20.5902
1237653616398369417,0.552103,0.082605,97,1.824552,-5,1237658612516389355,0.768447,1237661356465848729,0.475767,42.5265,3201.04,18.1815,2.00007,35,22.3148,22.1298,21.5278,21.1408,20.9438,-0.577,-0.014,-0.229,-0.488,-0.53,-0.506,0.02,-0.204,-0.297,-0.401,-20.2387,-20.679,-20.3237,-21.117,-22.8694
1237653616933864062,0.495084,0.197575,100,88.47775,-7,1237678778466566842,0.782327,1237662665888891267,0.607678,42.2397,2805,27.9027,2.25449,25,24.0522,23.0192,21.7582,21.0672,20.6032,0.637,0.885,0.369,0.02,-0.138,0.474,0.76,0.321,0.079,-0.088,-18.8165,-20.771,-19.6984,-20.6353,-23.2311
1237654880743325841,0.71983,0.102249,98,6.364568,-7,1237651271882309657,0.180251,1237662226240308543,0.686096,43.2326,4431.19,0.53704,0.472911,4,24.3687,23.3987,22.1027,20.8967,20.2377,1.045,1.633,1.202,0.404,0.088,0.83,1.43,1.135,0.421,0.12,-19.8602,-21.6804,-21.9159,-22.7914,-23.0894
1237655472361309602,0.700096,0.114328,98,9.224695,-5,1237679254133015183,0.3633,1237679005560603311,0.642509,43.1581,4281.81,11.4264,1.2267,17,23.2296,22.9256,22.4216,21.7286,21.4096,-0.428,0.161,0.188,-0.288,-0.396,-0.413,0.148,0.18,-0.151,-0.295,-20.4647,-19.7373,-20.5755,-21.2919,-21.3431
1237656241162421514,0.428934,0.108748,99,17.25864,-7,1237679253598241215,0.301135,1237648721246617782,0.385482,41.8658,2361.34,13.0638,1.99907,34,22.4982,22.4922,21.9912,21.8212,21.7092,-0.718,-0.186,-0.457,-0.593,-0.588,-0.566,-0.111,-0.414,-0.336,-0.44,-20.0063,-19.3885,-19.0186,-18.5526,-20.64
1237656562751505591,0.507114,0.164041,100,44.31173,-7,1237654881274626812,0.57464,1237664853647360486,0.390853,42.3026,2887.54,1.57326,0.608876,35,22.4165,22.2185,21.5555,21.2205,21.0065,-0.527,0.023,-0.253,-0.46,-0.519,-0.456,0.057,-0.228,-0.269,-0.39,-19.0753,-20.5108,-20.4082,-20.6057,-20.4313
1237656567582557280,0.695417,0.077412,98,1.079545,6,1237656567574169438,0.64326,1237663544219665067,0.643757,43.1402,4246.56,2.7999,0.681188,21,22.7693,22.4133,21.6863,20.7683,20.3023,-0.161,0.668,0.621,0.014,-0.205,-0.222,0.568,0.6,0.086,-0.12,-20.7744,-21.0229,-22.0279,-22.4083,-22.6977
1237657189818434859,0.757052,0.063723,97,13.15062,-7,1237653665259127489,0.816517,1237658611439436207,0.737343,43.3679,4716.09,3.3697,0.917942,24,23.4983,23.1553,22.6893,21.9343,21.5613,-0.38,0.206,0.305,-0.209,-0.355,-0.377,0.181,0.288,-0.085,-0.262,-19.4751,-21.1303,-20.4071,-21.2764,-21.4796
1237657611260920392,-9999,-9999,-9999,12.39489,-7,1237663543682466828,0.22269,1237657590311944602,0.447319,41.9748,2482.87,6.09045,2.02934,34,23.1087,23.1077,22.6177,22.4367,22.3337,-0.749,-0.212,-0.472,-0.619,-0.605,-0.597,-0.137,-0.429,-0.362,-0.457,-19.94,-18.8414,-18.3073,-18.5078,-19.5436
1237658191614116802,0.633917,0.062454,99,0.447056,-1,1237669767621509645,0.586357,1237671261202547365,0.584925,42.893,3789.59,6.01235,0.4443,8,24.9081,23.4121,21.8821,20.7761,20.2911,1.581,1.619,0.785,0,-0.24,1.362,1.445,0.799,0.045,-0.153,-19.3271,-21.4377,-21.8537,-22.1927,-22.4929
1237658203988493057,0.59723,0.069997,98,3.915457,2,1237651737384321491,0.636253,1237662499999777491,0.578316,42.7345,3522.83,54.1471,2.4468,8,24.5424,22.9184,21.4034,20.3534,19.8854,1.61,1.52,0.701,-0.028,-0.251,1.391,1.346,0.715,0.017,-0.164,-19.7468,-23.7177,-22.1698,-22.2015,-22.0788
1237658491203420879,0.58966,0.052811,98,0.158796,-6,1237654653639262661,0.523535,1237654391106503269,0.560819,42.7006,3468.36,5.38516,0.731388,35,21.934,21.762,21.224,20.783,20.596,-0.625,-0.049,-0.2,-0.513,-0.545,-0.554,-0.015,-0.175,-0.322,-0.416,-20.3942,-21.2748,-20.7523,-21.4678,-21.769
1237659133287399975,0.513822,0.072825,99,17.09332,6,1237678617406473160,0.5085,1237679254136226263,0.471567,42.3372,2933.81,6.06649,0.812598,34,21.6447,21.6487,21.2267,21.0007,20.9217,-0.844,-0.302,-0.494,-0.686,-0.648,-0.692,-0.227,-0.451,-0.429,-0.5,-20.4703,-20.8699,-20.4576,-20.534,-20.8011
1237659329775535074,0.407494,0.057112,98,40.73138,-7,1237666408439283834,0.412005,1237654392180441527,0.413671,41.7331,2221.4,8.55669,1.86619,34,22.1379,22.1209,21.6169,21.4579,21.3149,-0.686,-0.165,-0.439,-0.564,-0.59,-0.534,-0.09,-0.396,-0.307,-0.442,-19.919,-17.9084,-19.5849,-19.6244,-20.1094
1237660764301689669,0.421491,0.072833,100,22.30342,-7,1237679254671917524,0.430918,1237663543143432799,0.424538,41.8204,2312.54,88.9298,2.49078,34,21.7511,21.7401,21.2371,21.0701,20.9551,-0.702,-0.175,-0.448,-0.581,-0.579,-0.55,-0.1,-0.405,-0.324,-0.431,-21.5507,-19.166,-19.6576,-19.4861,-19.8447
1237661435391378705,0.625501,0.044889,98,11.62155,-7,1237662224073622524,0.544319,1237658205590848183,0.565962,42.8574,3728,15.5262,2.16382,18,22.6321,22.2361,21.4341,20.6471,20.2301,-0.166,0.569,0.445,-0.048,-0.218,-0.21,0.482,0.408,0.043,-0.133,-21.6524,-19.8242,-21.596,-22.1726,-22.8608
1237661950794924618,-9999,-9999,-9999,559.9155,-7,1237648705130529026,0.02846,1237661871861596906,0.31591,41.0827,1646.45,10.4468,1.91637,15,25.7099,23.9259,22.5419,22.0939,21.8209,1.101,0.768,-0.014,-0.193,-0.251,0.876,0.637,0.027,-0.12,-0.155,-16.6265,-16.4719,-18.9476,-17.8931,-18.2719
1237661950796824599,-9999,-9999,-9999,159.0575,-1,1237667223399104905,0.055258,1237670965379203135,0.2981,40.9364,1539.17,2406.8,5.28135,34,18.6236,18.4676,18.0016,17.9526,17.6876,-0.514,-0.132,-0.368,-0.383,-0.531,-0.362,-0.057,-0.325,-0.126,-0.383,-17.2726,-22.187,-23.5347,-20.4355,-24.0437
1237661970652726038,0.279033,0.125367,97,45.52616,-7,1237679321787597245,0.197674,1237674460413034522,0.239517,40.7706,1426.03,16.7925,1.99756,34,22.0537,21.8687,21.4267,21.3707,21.1267,-0.482,-0.129,-0.341,-0.363,-0.49,-0.33,-0.054,-0.298,-0.106,-0.342,-20.1902,-18.5253,-18.796,-19.1389,-19.3833
1237662200434328199,0.230812,0.068558,97,12.9779,-7,1237663784750809732,0.801764,1237654652568338732,0.349159,40.2999,1148.09,1.58484,0.5246,35,23.0088,22.5008,21.9468,21.6778,21.5368,-0.224,0.016,-0.151,-0.292,-0.278,-0.153,0.05,-0.126,-0.101,-0.149,-17.0386,-17.9129,-18.2637,-18.0601,-18.9189
1237667912216609805,0.241579,0.073777,99,23.51509,-7,1237661069257278575,0.386786,1237658493876044311,0.364851,40.4123,1209.11,4.18642,0.914223,15,24.9982,23.3572,22.2062,21.8102,21.5612,0.7,0.51,-0.039,-0.166,-0.2,0.475,0.379,0.002,-0.093,-0.104,-16.075,-16.9856,-18.4254,-17.8776,-18.3051
1237667912740504566,0.959601,0.04761,99,9.274957,-7,1237665330389713433,0.624739,1237664668440134333,0.599715,44.0074,6331.24,8.81183,1.10298,19,23.3631,22.9691,22.1391,21.2841,20.4421,0.204,1.139,0.984,0.442,-0.157,0.057,1.019,0.971,0.511,-0.069,-21.2012,-21.4333,-22.1656,-23.4035,-23.3078
1237667914346988501,0.038183,0.153783,98,66.39574,-7,1237661388142346533,0.198221,1237667431713144912,0.229357,36.1166,167.233,6.28315,0.906993,34,23.1124,22.5434,22.4054,22.2434,22.1634,-0.03,-0.061,0.031,-0.097,-0.06,0.122,0.014,0.074,0.16,0.088,-13.474,-13.2902,-13.7219,-13.6918,-13.1749
1237646647300261095,0.605059,0.031425,99,0.112496,3,1237654398616142860,0.637407,1237664852038124398,0.600742,42.769,3579.38,5.41664,0.553477,33,23.9249,22.5269,20.9129,19.6459,19.0239,1.465,1.857,1.156,0.34,0.076,1.197,1.603,1.098,0.323,0.1,-20.2988,-21.5818,-22.955,-23.6508,-23.8317
1237648720138732503,0.391065,0.087974,100,13.46147,-7,1237679322862846418,0.4584,1237653664722125402,0.390486,41.6271,2115.49,6.61493,1.00554,15,25.247,23.426,21.907,21.413,21.099,1.322,0.952,0.035,-0.19,-0.289,1.097,0.821,0.076,-0.117,-0.193,-17.6037,-20.0924,-19.6344,-19.9497,-20.5538
1237648722829705593,0.565205,0.070535,96,1.043913,1,1237648720148234910,0.68432,1237655107290464597,0.562194,42.5884,3293.73,17.9807,0.905202,10,22.3171,21.7151,20.7231,20.0041,19.5381,0.105,0.676,0.438,0.06,-0.11,0.024,0.578,0.37,0.13,-0.052,-20.1224,-22.0468,-22.1952,-22.8211,-22.2588
1237650796213371549,0.515315,0.084703,99,4.583146,5,1237654390033613071,0.509926,1237678618479887120,0.466214,42.3448,2944.13,4.66259,0.770994,35,22.355,22.16,21.513,21.171,20.955,-0.54,0.013,-0.247,-0.461,-0.522,-0.469,0.047,-0.222,-0.27,-0.393,-19.6201,-19.9284,-20.5726,-20.4778,-21.5292
1237651271885914776,0.091548,0.051534,96,551.264,-7,1237663278464106729,0.144502,1237657070090584269,0.098392,38.0995,416.77,14.2904,2.09391,1,25.3866,23.7076,22.7446,22.3476,22.0276,0.196,0.187,0.007,-0.022,-0.055,-0.025,-0.029,-0.004,-0.002,0.008,-12.7693,-15.7335,-15.9055,-15.0341,-14.5162
1237651754554688040,0.336955,0.069847,99,2.901491,2,1237661850930577630,0.351735,1237656971301552685,0.327313,41.2462,1775.17,55.6154,2.19176,34,20.5773,20.4803,19.9773,19.9243,19.6683,-0.576,-0.135,-0.408,-0.427,-0.566,-0.424,-0.06,-0.365,-0.17,-0.418,-22.1822,-20.4253,-20.5575,-21.3546,-21.317
1237652946377769690,0.195436,0.060146,99,107.7854,-7,1237651737907888213,0.48149,1237667429559436472,0.469861,39.8931,951.96,2.52454,1.89795,23,24.3033,22.8473,21.6093,21.1063,20.7613,0.419,0.528,0.085,-0.039,-0.081,0.248,0.33,0.06,-0.019,-0.026,-16.0087,-15.6886,-18.2854,-18.835,-19.2348
1237653652914504252,-9999,-9999,-9999,15.56905,-7,1237674649385173406,0.83266,1237654381975503267,0.735113,43.289,4547.68,0.350795,0.232672,34,22.5425,22.5505,22.4895,22.0445,21.8695,-1.155,-0.609,-0.44,-0.851,-0.909,-1.003,-0.534,-0.397,-0.594,-0.761,-19.6104,-20.1781,-20.1889,-20.3148,-20.6375
1237654031401419345,0.971522,0.201746,100,22.18326,-7,1237679254669951310,0.412,1237651822709834307,0.543995,44.0409,6429.41,11.6949,2.04089,34,21.916,21.897,21.9,21.677,21.343,-1.405,-0.886,-0.653,-0.842,-1.059,-1.253,-0.811,-0.61,-0.585,-0.911,-21.0328,-21.0325,-21.2977,-21.1767,-23.6038
1237654398621647106,0.237801,0.047372,100,0.168436,1,1237648703517688214,0.15945,1237651752414806414,0.240114,40.3734,1187.63,3.7332,0.226041,18,21.0941,20.2321,19.2901,18.8271,18.5261,0.049,0.318,0.054,-0.115,-0.169,0.005,0.231,0.017,-0.024,-0.084,-19.1285,-20.5367,-21.1554,-21.3692,-21.7099
1237655369289040335,0.216813,0.097201,98,53.52646,-7,1237665565545923044,0.892581,1237662239089623218,0.16506,40.1463,1069.67,13.5856,0.718672,15,23.6941,22.0851,20.9861,20.6011,20.3571,0.614,0.456,-0.041,-0.157,-0.186,0.389,0.325,0,-0.084,-0.09,-17.0634,-18.8302,-18.9923,-18.8388,-19.2859
1237655463783695379,0.301897,0.114633,99,15.6717,-7,1237655463231685071,0.701612,1237667783353631124,0.704898,40.9683,1561.91,6.94515,2.28836,18,24.4206,23.6606,22.6276,22.1766,21.7846,0.05,0.421,0.066,-0.091,-0.236,0.006,0.334,0.029,0,-0.151,-16.5983,-17.0926,-16.3245,-18.8443,-19.6373
1237655471825814957,0.594505,0.126489,98,346.3294,-7,1237651251515425445,0.90742,1237648704053969648,0.297047,42.7223,3503.2,7.82791,1.33965,25,25.4383,24.4803,23.2923,22.4633,21.9953,0.658,0.981,0.538,0.051,-0.111,0.495,0.856,0.49,0.11,-0.061,-17.9302,-19.6278,-20.7661,-19.9841,-19.6739
1237656496170271410,0.37359,0.061187,97,10.68488,-7,1237663784193688234,0.465254,1237679322861011296,0.438698,41.5096,2004.15,2.79602,1.10564,37,23.5545,22.9635,21.9525,21.5295,21.1325,-0.02,0.412,0.044,-0.099,-0.245,-0.05,0.357,0.008,0.003,-0.164,-17.9538,-17.98,-19.2542,-20.1593,-19.8718
1237657587095962044,0.255311,0.093642,99,22.92985,-7,1237678618480083431,0.664,1237669772448956625,0.344539,40.5493,1287.81,59.3632,2.57464,34,22.1433,21.9283,21.5123,21.4393,21.2493,-0.45,-0.127,-0.313,-0.352,-0.425,-0.298,-0.052,-0.27,-0.095,-0.277,-20.4424,-18.0705,-18.6991,-18.2493,-18.7865
1237657595683276170,0.587989,0.070322,99,1.710351,-7,1237665127474201019,0.662944,1237661358609138041,0.578855,42.6931,3456.36,7.70595,1.35727,34,22.1637,22.1787,21.8817,21.5667,21.5237,-0.969,-0.416,-0.483,-0.764,-0.69,-0.817,-0.341,-0.44,-0.507,-0.542,-20.0438,-21.1831,-19.8995,-20.49,-20.9607
1237657595685176151,0.300242,0.067664,99,0.217148,1,1237661151380177526,0.284035,1237679439887991225,0.292269,40.9544,1551.99,5.64848,0.524769,22,23.5736,21.7566,20.2166,19.6576,19.3106,1.082,0.906,0.133,-0.066,-0.134,0.861,0.698,0.126,-0.042,-0.067,-18.4449,-20.0207,-20.9897,-21.1156,-21.0192
1237658313478898142,0.427097,0.03746,99,1.03848,1,1237651190289072374,0.414467,1237651271883227626,0.427721,41.8547,2349.27,27.3644,2.13681,11,22.5805,21.8375,20.5585,19.9515,19.4895,0.222,0.789,0.281,0.032,-0.144,0.12,0.652,0.229,0.083,-0.078,-21.4926,-20.0525,-21.6768,-21.9293,-22.2683
1237661056353569121,-9999,-9999,-9999,3290.803,-7,1237664852028883346,0.544431,1237659162817070133,0.259377,40.5885,1311.3,67.2116,4.06417,11,21.232,20.202,19.065,18.547,18.159,0.216,0.496,0.13,-0.03,-0.132,0.114,0.359,0.078,0.021,-0.066,-19.6547,-18.3818,-21.5488,-24.7217,-20.5943
