specobjid,objid,dr7objid,ra,dec,rastring,decstring,nvote,p_el,p_cw,p_acw,p_edge,p_dk,p_mg,p_cs,p_el_debiased,p_cs_debiased,spiral,elliptical,uncertain
3133452084410607616,1237667447275651204,587741726050746526,207.2121,23.17836,13:48:50.90,+23:10:42.1,33,0.697000026702881,0.0299999993294477,0.090999998152256,0.151999995112419,0.0299999993294477,0,0.273000001907349,0.254000008106232,0.685999989509583,1,0,0
1144051515716036608,1237657590858317939,587731869633413177,177.1228,55.13678,11:48:29.48,+55:08:12.4,62,0.402999997138977,0,0.0320000015199184,0.532000005245209,0.0160000007599592,0.0160000007599592,0.564999997615814,0.0590000003576279,0.89300000667572,1,0,0
3124467975084599296,1237667735059300580,587742013834395889,218.0571,19.11769,14:32:13.71,+19:07:03.7,35,0.200000002980232,0,0.771000027656555,0.028999999165535,0,0,0.800000011920929,0.200000002980232,0.800000011920929,1,0,0
520200148727392256,1237652899161309363,587727177936404655,55.10133,-7.523944,03:40:24.32,-07:31:26.2,27,0.592999994754791,0,0,0.296000003814697,0.111000001430511,0,0.296000003814697,0.545000016689301,0.342999994754791,0,0,1
1527995758068918272,1237661872930685154,588017605211455600,154.7062,41.03611,10:18:49.49,+41:02:10.0,35,0.913999974727631,0.028999999165535,0.028999999165535,0.028999999165535,0,0,0.0860000029206276,0.810000002384186,0.189999997615814,0,0,1
2801341842170341376,1237667536402841745,587742015423381646,164.9718,22.45031,10:59:53.22,+22:27:01.1,51,0.666999995708466,0.0590000003576279,0,0.0780000016093254,0.195999994874001,0,0.136999994516373,0.453999996185303,0.282999992370605,0,0,1
949281545678514176,1237654606409629699,588010360161435650,183.2798,5.824611,12:13:07.14,+05:49:28.6,52,0.634999990463257,0.0579999983310699,0.0379999987781048,0.115000002086163,0.153999999165535,0,0.211999997496605,0.626999974250793,0.218999996781349,0,0,1
1096676302884202496,1237655129307480550,587729408082575815,256.0836,34.09295,17:04:20.07,+34:05:34.6,52,0.903999984264374,0,0,0.0379999987781048,0.0579999983310699,0,0.0379999987781048,0.828000009059906,0.104999996721745,0,1,0
1043842022605088768,1237657627892843022,587732153092473127,116.148,23.46639,07:44:35.53,+23:27:59.0,31,0.386999994516373,0.354999989271164,0.0320000015199184,0.0970000028610229,0.0320000015199184,0.0970000028610229,0.483999997377396,0.105999998748302,0.720000028610229,0,0,1
1141688939233437696,1237657589246656635,587731868021751941,173.5577,53.60033,11:34:13.85,+53:36:01.2,36,0.5,0,0.111000001430511,0.111000001430511,0.277999997138977,0,0.222000002861023,0.305999994277954,0.352999985218048,0,0,1
2497400263904618496,1237667209987883123,587741488762978407,172.8179,28.21808,11:31:16.30,+28:13:05.1,31,0.902999997138977,0,0.0320000015199184,0.0649999976158142,0,0,0.0970000028610229,0.841000020503998,0.158999994397163,0,1,0
590073015140640768,1237651755090903214,587726033865998515,195.698,3.379,13:02:47.53,+03:22:44.4,33,0.818000018596649,0,0.0299999993294477,0.090999998152256,0.0299999993294477,0.0299999993294477,0.120999999344349,0.630999982357025,0.289000004529953,0,0,1
