specObjID,mjd,plate,tile,fiberID,z,zErr,class,subClass,zWarning,ra,dec,cx,cy,cz,htmID,sciencePrimary,legacyPrimary,seguePrimary,segue1Primary,segue2Primary,bossPrimary,sdssPrimary,survey,programname,legacy_target1,legacy_target2,special_target1,special_target2,segue1_target1,segue1_target2,segue2_target1,segue2_target2,boss_target1,ancillary_target1,ancillary_target2,plateID,sourceType,targetObjID,objID,skyVersion,run,rerun,camcol,field,obj,mode,nChild,type,flags,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z,fiberMag_u,fiberMag_g,fiberMag_r,fiberMag_i,fiberMag_z,fiberMagErr_u,fiberMagErr_g,fiberMagErr_r,fiberMagErr_i,fiberMagErr_z,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z,petroMagErr_u,petroMagErr_g,petroMagErr_r,petroMagErr_i,petroMagErr_z,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,modelMagErr_u,modelMagErr_g,modelMagErr_r,modelMagErr_i,modelMagErr_z,cModelMag_u,cModelMag_g,cModelMag_r,cModelMag_i,cModelMag_z,cModelMagErr_u,cModelMagErr_g,cModelMagErr_r,cModelMagErr_i,cModelMagErr_z,mRrCc_r,mRrCcErr_r,score,resolveStatus,calibStatus_u,calibStatus_g,calibStatus_r,calibStatus_i,calibStatus_z,photoRa,photoDec,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,fieldID,dered_u,dered_g,dered_r,dered_i,dered_z
7339747925059457024,56566,6519,15108,23,0.6268791,0.000210409,GALAXY,,0,354.60689,22.844284,0.917483856552741,-0.0866164441522862,0.388227980145073,13435923776225,1,0,0,0,0,1,0,boss,boss,0,0,0,0,0,0,0,0,134,0,0,7339741602871519232,LRG,1237679478541845405,1237679478541845405,2,7917,301,5,71,925,1,0,3,68987912960,24.75327,23.69391,21.824,20.63279,20.07115,1.143403,0.3866888,0.1143894,0.05944961,0.1146887,24.5661,24.01033,22.05227,20.82742,20.24124,1.097542,0.4939949,0.1480311,0.07998511,0.1582523,25.86631,25.40874,21.03338,19.89651,19.53486,2.559372,2.956924,0.2291251,0.1324341,0.3268776,25.49702,23.24323,21.24229,19.99953,19.40556,1.358137,0.4313421,0.1123651,0.05759688,0.1118206,24.98727,23.40683,21.24229,19.92472,19.60991,1.145662,0.3702464,0.1307384,0.06468347,0.1183524,7.217068,1.488435,0.7882389,257,24577,24577,24577,24577,24577,354.606879639421,22.8442819225719,0.2510889,0.1956467,0.1353475,0.1005777,0.07481133,1237679478541844480,25.24593,23.04758,21.10694,19.89895,19.33075
1256643708326012928,52932,1116,9285,507,-0.001356224,2.7368E-05,STAR,F5,0,312.00424,0.38906,0.669170170942354,-0.743078174754478,0.0067903258047424,13816162695365,1,0,0,0,0,0,1,sdss,southern,0,0,2147483648,0,0,0,0,0,0,0,0,1256504345227192320,NONLEGACY,11422470308214,1237663543674995667,2,4207,301,4,51,979,1,0,6,35253360001040,20.14424,19.06225,18.7312,18.57715,18.58681,0.04219261,0.01019768,0.01312721,0.01211441,0.0374026,20.4082,19.38668,19.03752,18.90398,18.96252,0.05291361,0.01018812,0.01153414,0.01463177,0.06473138,20.13097,19.12527,18.76703,18.64653,18.74078,0.05279874,0.01004501,0.01166937,0.01512706,0.07117829,20.11428,19.06049,18.70189,18.55526,18.56929,0.04101517,0.009299309,0.009585286,0.01076914,0.03586309,20.09105,19.06686,18.70189,18.56649,18.55054,0.04091548,0.01313551,0.009585288,0.01076085,0.0357636,2.026092,0.01584905,0.9001322,257,24577,24577,24577,24577,24577,312.004243724025,0.389065461692621,0.4013366,0.3127188,0.2163374,0.1607619,0.1195773,1237663543674994688,19.71294,18.74777,18.48556,18.3945,18.44971
6605747488535367680,56034,5867,14543,337,0.4500304,0.0001083532,GALAXY,,0,198.98868,17.777448,-0.900430959670094,-0.309844265512056,0.305320516829263,15106480442119,1,0,0,0,0,1,0,boss,boss,0,0,0,0,0,0,0,0,140,0,0,6605654854684649472,LRG,1237668625165780251,1237668625165780251,2,5390,301,5,167,1307,1,0,3,68987912448,24.5653,22.45091,20.94078,20.18769,19.75931,0.6533144,0.08827575,0.0399739,0.03914869,0.07502423,25.39745,22.66395,21.02871,20.23886,19.87407,0.7202957,0.1346655,0.0511387,0.0447794,0.1164913,24.98553,22.20299,20.55861,19.72706,19.23102,1.946084,0.1927196,0.07577902,0.06159928,0.1443933,25.46983,22.16987,20.58458,19.78594,19.38315,0.6816801,0.08998958,0.03746344,0.03171967,0.0753802,25.6108,22.28947,20.5241,19.65542,19.29696,0.798797,0.1024024,0.04335764,0.03639563,0.08179027,5.601256,0.3272522,0.8857272,257,1,8193,24577,24577,24577,198.988680736338,17.7774491783643,0.06806988,0.05303959,0.03669254,0.02726649,0.02028126,1237668625165778944,25.40176,22.11683,20.54789,19.75867,19.36287
8841880926797713408,56988,7853,16332,687,1.146496,0.0007517284,QSO,,0,2.78638280000001,2.3256747,0.997995004259635,0.0485723457143023,0.0405795355397545,17045691494483,1,0,0,0,0,1,0,eboss,eboss,0,0,0,0,0,0,0,0,0,0,0,8841692085679564800,QSO,1237678597017960732,1237678597017960732,2,7712,301,3,348,284,1,0,6,69591892552,21.34387,21.31774,20.96003,20.89226,20.65838,0.1184939,0.04118624,0.04442994,0.0552826,0.1700128,21.5132,21.59809,21.26433,21.1964,21.19838,0.1488369,0.05885386,0.06684086,0.09688991,0.3905964,21.25645,21.19999,20.88684,20.62971,20.79175,0.5024279,0.2963967,0.2639355,0.1770405,0.5158042,21.30308,21.25805,20.8902,20.82712,20.61332,0.1237483,0.04154739,0.04355427,0.05821936,0.1849288,20.98703,21.25882,20.89044,20.84413,20.67336,0.1326741,0.04139848,0.04912462,0.05808442,0.2013764,3.083931,0.2100415,0.8645692,257,24577,24577,24577,24577,24577,2.78638282330326,2.32567473387372,0.1032013,0.08041376,0.05562987,0.04133895,0.03074859,1237678597017960448,21.19988,21.17764,20.83457,20.78578,20.58257
1281331047870523392,53228,1138,9273,207,5.193774E-05,1.004575E-05,STAR,F9,0,335.02977,-0.97042059,0.906397229079311,-0.422086753418475,-0.0169362246677948,12751487363417,0,0,0,0,0,0,0,sdss,msturnoff,0,0,0,2,0,0,0,0,0,0,0,1281274148143785984,NONLEGACY,285912222662808,1237656906344169639,2,2662,301,1,116,167,1,0,6,68987912704,19.30637,17.98149,17.46043,17.26316,17.14741,0.03131989,0.01724129,0.01629109,0.0140928,0.02378415,19.62652,18.30762,17.78896,17.61125,17.49856,0.02939693,0.005738464,0.004813384,0.005442278,0.01524313,19.35427,18.03712,17.51128,17.33166,17.21694,0.03038742,0.005687966,0.004787688,0.00558643,0.01640925,19.30897,17.97687,17.45955,17.25697,17.15186,0.02595582,0.006015249,0.005726341,0.005998352,0.0121695,19.2907,17.97517,17.45955,17.25656,17.1499,0.02594161,0.006015047,0.005726342,0.005997884,0.01226521,2.387715,0.006038769,0.8778939,257,24577,24577,24577,24577,24577,335.029724951654,-0.970393265215123,0.322326,0.2511542,0.1737473,0.1291129,0.09603626,1237656906344169472,18.98664,17.72572,17.2858,17.12785,17.05582
2305923879991797760,53378,2048,8014,294,8.258512E-05,8.661933E-06,STAR,K1,0,46.104409,-0.711499,0.693292920034565,0.720548907589219,-0.012417681020578,9414772434230,0,0,1,1,0,0,1,segue1,segue,0,0,0,0,-2147450880,1073741824,0,0,0,0,0,2305843065887156224,NONLEGACY,11554755912400908,1237663783143800955,2,4263,301,2,423,123,1,0,6,35255507484688,18.32501,16.64189,15.98123,15.71327,15.57918,0.02516957,0.0195301,0.01403553,0.01131114,0.01959057,18.6404,16.9711,16.30926,16.05935,15.93555,0.01538962,0.002782096,0.002182539,0.002228685,0.004963109,18.36217,16.69763,16.02629,15.7777,15.65273,0.01458742,0.00257421,0.002033362,0.00210157,0.004819429,18.30984,16.63068,15.96562,15.71645,15.57518,0.01397,0.004207736,0.004547876,0.005032885,0.005855937,18.29888,16.63103,15.96559,15.71987,15.57611,0.01395816,0.00420745,0.004547877,0.005031294,0.005853112,2.17397,0.001342568,0.8943733,257,24577,24577,24577,24577,24577,46.1044182674626,-0.71150875216265,0.4281534,0.3336143,0.2307928,0.1715038,0.1275673,1237663783143800832,17.88168,16.29706,15.73482,15.54494,15.44761
8909367581909209088,57333,7913,16370,442,0.2936224,2.099473E-05,GALAXY,STARBURST,0,20.873997,-4.9858346,0.930830838625663,0.354965769771723,-0.0869094480123589,9022894476937,1,0,0,0,0,1,0,eboss,eboss,0,0,0,0,0,0,0,0,0,0,0,8909246085878261760,QSO,1237679254128689559,1237679254128689559,2,7865,301,3,54,407,1,0,6,52879905918992,23.69971,21.94993,21.16517,21.01815,20.37318,0.7713441,0.06928033,0.05734548,0.06858891,0.1345528,23.65546,22.03564,21.33259,21.0167,20.42498,0.8252915,0.08857235,0.07911722,0.07086825,0.1247605,23.77534,21.87998,21.28254,20.75831,20.25871,1.604495,0.1349717,0.1381103,0.1357036,0.2914662,23.68528,21.85357,21.07549,20.86516,20.27039,0.7717392,0.06723768,0.05494191,0.05871163,0.1374155,23.61026,21.82058,21.07561,20.79523,20.16709,2.590816,0.09361362,0.06555907,0.07416924,0.1440538,4.062998,0.3611947,0.836434,257,1,24577,24577,24577,24577,20.8739973854541,-4.98583464297727,0.1387815,0.1081376,0.0748091,0.05559118,0.04134962,1237679254128689152,23.5465,21.74544,21.00068,20.80957,20.22904
1286971257425782784,52619,1143,9278,246,5.126707E-05,9.453673E-06,STAR,F9,0,335.02977,-0.97042059,0.906397229079311,-0.422086753418475,-0.0169362246677948,12751487363417,0,0,0,0,0,0,0,sdss,msturnoff,0,0,0,2,0,0,0,0,0,0,0,1286903637460674560,NONLEGACY,285912222662808,1237656906344169639,2,2662,301,1,116,167,1,0,6,68987912704,19.30637,17.98149,17.46043,17.26316,17.14741,0.03131989,0.01724129,0.01629109,0.0140928,0.02378415,19.62652,18.30762,17.78896,17.61125,17.49856,0.02939693,0.005738464,0.004813384,0.005442278,0.01524313,19.35427,18.03712,17.51128,17.33166,17.21694,0.03038742,0.005687966,0.004787688,0.00558643,0.01640925,19.30897,17.97687,17.45955,17.25697,17.15186,0.02595582,0.006015249,0.005726341,0.005998352,0.0121695,19.2907,17.97517,17.45955,17.25656,17.1499,0.02594161,0.006015047,0.005726342,0.005997884,0.01226521,2.387715,0.006038769,0.8778939,257,24577,24577,24577,24577,24577,335.029724951654,-0.970393265215123,0.322326,0.2511542,0.1737473,0.1291129,0.09603626,1237656906344169472,18.98664,17.72572,17.2858,17.12785,17.05582
1280215589012400128,52971,1137,9272,245,4.839234E-05,1.058185E-05,STAR,F9,0,335.02977,-0.97042059,0.906397229079311,-0.422086753418475,-0.0169362246677948,12751487363417,0,0,0,0,0,0,0,sdss,msturnoff,0,0,0,2,0,0,0,0,0,0,0,1280148243925198848,NONLEGACY,285912222662808,1237656906344169639,2,2662,301,1,116,167,1,0,6,68987912704,19.30637,17.98149,17.46043,17.26316,17.14741,0.03131989,0.01724129,0.01629109,0.0140928,0.02378415,19.62652,18.30762,17.78896,17.61125,17.49856,0.02939693,0.005738464,0.004813384,0.005442278,0.01524313,19.35427,18.03712,17.51128,17.33166,17.21694,0.03038742,0.005687966,0.004787688,0.00558643,0.01640925,19.30897,17.97687,17.45955,17.25697,17.15186,0.02595582,0.006015249,0.005726341,0.005998352,0.0121695,19.2907,17.97517,17.45955,17.25656,17.1499,0.02594161,0.006015047,0.005726342,0.005997884,0.01226521,2.387715,0.006038769,0.8778939,257,24577,24577,24577,24577,24577,335.029724951654,-0.970393265215123,0.322326,0.2511542,0.1737473,0.1291129,0.09603626,1237656906344169472,18.98664,17.72572,17.2858,17.12785,17.05582
3053594003200043008,54409,2712,8299,558,0.0002929459,1.145699E-05,STAR,F2,0,106.29265,12.89179,-0.273471967931411,0.93564673616757,0.223110438695043,16202672494054,1,0,1,1,0,0,1,segue1,seglowlat,0,0,0,0,-2147481600,1073741824,0,0,0,0,0,3053440621327968256,NONLEGACY,11287335119815649,1237673808648144909,2,6597,301,4,71,2061,1,0,6,68987912192,18.93109,17.7366,17.31724,17.15387,17.11151,0.02351794,0.009702146,0.005920325,0.01601042,0.01675956,19.23871,18.05125,17.63603,17.49966,17.47772,0.02484636,0.004614689,0.004422122,0.005065331,0.01690823,18.98213,17.79121,17.38159,17.23862,17.20759,0.02363659,0.004351384,0.004289655,0.004939796,0.01680622,18.93162,17.73716,17.32014,17.16596,17.12426,0.02123911,0.005954903,0.005816788,0.006401271,0.0124231,18.93131,17.73701,17.3201,17.16527,17.12452,0.02502659,0.005954303,0.005816789,0.006401894,0.01242307,1.942909,0.003696201,0.9441301,257,24577,24577,24577,24577,24577,106.292645194747,12.89178983203,0.3097564,0.2413601,0.1669718,0.1240779,0.09229118,1237673808648142848,18.62186,17.4958,17.15317,17.04188,17.03197
