cntr,ra,dec,sigra,sigdec,sigradec,wx,wy,coadd_id,src,rchi2,xsc_prox,tmass_key,r_2mass,pa_2mass,n_2mass,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,rho12,rho23,rho34,q12,q23,q34,blend_ext_flags,w1mpro,w1sigmpro,w1snr,w1rchi2,w1sat,w1nm,w1m,w1cov,w1frtr,w1flux,w1sigflux,w1sky,w1sigsky,w1conf,w1mag,w1sigmag,w1mcor,w1magp,w1sigp1,w1sigp2,w1dmag,w1mjdmin,w1mjdmax,w1mjdmean,w1rsemi,w1ba,w1pa,w1gmag,w1siggmag,w1flg,w1gflg,ph_qual_det1,w1ndf,w1mlq,w1cc_map,var_flg1,moon_lev1,satnum1,w2mpro,w2sigmpro,w2snr,w2rchi2,w2sat,w2nm,w2m,w2cov,w2frtr,w2flux,w2sigflux,w2sky,w2sigsky,w2conf,w2mag,w2sigmag,w2mcor,w2magp,w2sigp1,w2sigp2,w2dmag,w2mjdmin,w2mjdmax,w2mjdmean,w2rsemi,w2ba,w2pa,w2gmag,w2siggmag,w2flg,w2gflg,ph_qual_det2,w2ndf,w2mlq,w2cc_map,var_flg2,moon_lev2,satnum2,w3mpro,w3sigmpro,w3snr,w3rchi2,w3sat,w3nm,w3m,w3cov,w3frtr,w3flux,w3sigflux,w3sky,w3sigsky,w3conf,w3mag,w3sigmag,w3mcor,w3magp,w3sigp1,w3sigp2,w3dmag,w3mjdmin,w3mjdmax,w3mjdmean,w3rsemi,w3ba,w3pa,w3gmag,w3siggmag,w3flg,w3gflg,ph_qual_det3,w3ndf,w3mlq,w3cc_map,var_flg3,moon_lev3,satnum3,w4mpro,w4sigmpro,w4snr,w4rchi2,w4sat,w4nm,w4m,w4cov,w4frtr,w4flux,w4sigflux,w4sky,w4sigsky,w4conf,w4mag,w4sigmag,w4mcor,w4magp,w4sigp1,w4sigp2,w4dmag,w4mjdmin,w4mjdmax,w4mjdmean,w4rsemi,w4ba,w4pa,w4gmag,w4siggmag,w4flg,w4gflg,ph_qual_det4,w4ndf,w4mlq,w4cc_map,var_flg4,moon_lev4,satnum4,w1mag_1,w1sigmag_1,w1flg_1,w1mag_2,w1sigmag_2,w1flg_2,w1mag_3,w1sigmag_3,w1flg_3,w1mag_4,w1sigmag_4,w1flg_4,w1mag_5,w1sigmag_5,w1flg_5,w1mag_6,w1sigmag_6,w1flg_6,w1mag_7,w1sigmag_7,w1flg_7,w1mag_8,w1sigmag_8,w1flg_8,w2mag_1,w2sigmag_1,w2flg_1,w2mag_2,w2sigmag_2,w2flg_2,w2mag_3,w2sigmag_3,w2flg_3,w2mag_4,w2sigmag_4,w2flg_4,w2mag_5,w2sigmag_5,w2flg_5,w2mag_6,w2sigmag_6,w2flg_6,w2mag_7,w2sigmag_7,w2flg_7,w2mag_8,w2sigmag_8,w2flg_8,w3mag_1,w3sigmag_1,w3flg_1,w3mag_2,w3sigmag_2,w3flg_2,w3mag_3,w3sigmag_3,w3flg_3,w3mag_4,w3sigmag_4,w3flg_4,w3mag_5,w3sigmag_5,w3flg_5,w3mag_6,w3sigmag_6,w3flg_6,w3mag_7,w3sigmag_7,w3flg_7,w3mag_8,w3sigmag_8,w3flg_8,w4mag_1,w4sigmag_1,w4flg_1,w4mag_2,w4sigmag_2,w4flg_2,w4mag_3,w4sigmag_3,w4flg_3,w4mag_4,w4sigmag_4,w4flg_4,w4mag_5,w4sigmag_5,w4flg_5,w4mag_6,w4sigmag_6,w4flg_6,w4mag_7,w4sigmag_7,w4flg_7,w4mag_8,w4sigmag_8,w4flg_8,glat,glon,rjce
1601241000015,0.6915918,-2.1650341,0.1022,0.0987,-0.0149,238.608,344.425,0000m016_ab41,15,0.9661,9999,1319890386,0.148,-3.9,1,13.264,0.024,12.953,0.03,12.831,0.032,52,-41,-27,1,1,0,1,12.767,0.025,42.6,0.8999,0,11,11,10.912,0,1239.2,29.082,17.966,2.965,0.065,12.762,0.01,0.261,12.767,0.03,0.009,0.095,55367.75867244,55368.75088708,55368.25777802,9999,9999,9999,9999,9999,1,0,129,10,0,0,1,0,0,12.807,0.03,36.8,1.051,0,11,11,10.834,0,475.73,12.933,44.378,3.976,0.138,12.83,0.029,0.319,12.805,0.057,0.017,0.167,55367.75867244,55368.75088708,55368.25777802,9999,9999,9999,9999,9999,1,0,1,10,0,0,1,0,0,12.213,0.383,2.8,0.9079,0,0,11,10.966,0,206.43,72.745,3327.606,30.409,0,11.605,9999,0.825,12.229,1.189,0.358,2.097,55367.75867244,55368.75088708,55368.25777802,9999,9999,9999,9999,9999,32,0,4,8,0,0,16,0,0,9.083,0.533,2,1.029,0,0,11,10.92,0,36.872,18.098,1126.795,10.572,1.521,8.033,9999,0.576,9.066,1.179,0.355,2.374,55367.75867244,55368.75088708,55368.25777802,9999,9999,9999,9999,9999,32,0,4,7,0,0,16,0,0,13.391,0.011,0,13.023,0.01,1,12.891,0.01,1,12.837,0.01,1,12.806,0.01,1,12.777,0.01,1,12.744,0.01,1,12.708,0.01,1,13.579,0.031,0,13.149,0.029,1,12.992,0.029,1,12.928,0.029,1,12.884,0.029,1,12.835,0.029,1,12.783,0.029,1,12.741,0.029,1,12.767,9999,32,12.43,9999,32,12.27,9999,32,12.156,9999,32,12.011,9999,32,11.783,9999,32,11.527,9999,32,11.297,9999,32,9.104,9999,32,8.609,9999,32,8.224,9999,32,7.946,9999,32,7.72,9999,32,7.481,9999,32,7.264,9999,32,7.058,9999,32,-62.4489150022743,95.8431528368913,0.3324784
1601241000016,0.4718231,-2.1255442,0.0977,0.096,-0.0115,813.532,447.955,0000m016_ab41,16,0.9709,9999,716176583,0.166,141.1,1,13.792,0.027,13.081,0.033,12.9,0.035,-26,-19,0,0,0,0,1,12.784,0.024,44.7,1.094,0,11,11,11.939,0,1220.3,27.291,17.928,3.043,0.033,12.77,0.01,0.261,12.782,0.015,0.005,0.145,55367.49406493,55368.61858328,55368.05329697,9999,9999,9999,9999,9999,1,0,129,10,0,0,0,0,0,12.793,0.032,34.3,1.098,0,11,11,11.349,0,481.53,14.023,44.285,4.04,0,12.798,0.025,0.319,12.784,0.051,0.015,0.617,55367.49406493,55368.61858328,55368.05329697,9999,9999,9999,9999,9999,1,0,1,10,0,0,0,0,0,12.144,9999,1,0.9102,0,0,11,11.908,0,74.863,72.598,3321.497,30.755,0.248,12.01,9999,0.825,13.338,1.12,0.338,2.562,55367.49406493,55368.61858328,55368.05329697,9999,9999,9999,9999,9999,32,0,16,7,0,0,16,0,0,9.018,9999,0,0.8095,0,0,11,12.121,0,-0.6206,19.583,1124.297,11.273,1.227,8.204,9999,0.576,9999,9999,9999,1.533,55367.49406493,55368.61858328,55368.05329697,9999,9999,9999,9999,9999,32,0,16,3,0,0,16,0,0,13.405,0.01,0,13.031,0.01,1,12.895,0.01,1,12.83,0.01,1,12.775,0.01,1,12.725,0.01,1,12.683,0.01,1,12.644,0.01,1,13.554,0.028,0,13.117,0.025,1,12.941,0.025,1,12.847,0.025,1,12.769,0.025,1,12.699,0.025,1,12.645,0.025,1,12.597,0.025,1,13.208,9999,32,12.835,9999,32,12.554,9999,32,12.323,9999,32,12.12,9999,32,11.944,9999,32,11.781,9999,32,11.627,9999,32,9.209,9999,32,8.78,9999,32,8.361,9999,32,8.028,9999,32,7.796,9999,32,7.604,9999,32,7.441,9999,32,7.247,9999,32,-62.3231965410875,95.4454275982437,0.5711592
1601241000017,0.5261526,-2.0160402,0.103,0.1021,-0.0139,671.301,734.612,0000m016_ab41,17,1.006,9999,1319878084,0.367,-141.5,1,13.256,0.023,12.951,0.029,12.901,0.03,42,-42,-17,1,0,0,1,12.826,0.027,39.9,1.017,0,11,11,11.859,0,1173.9,29.426,17.938,3.006,0,12.836,0.01,0.261,12.826,0.024,0.007,0.081,55367.62636863,55368.61858328,55368.1073923,9999,9999,9999,9999,9999,0,0,129,10,0,0,1,0,0,12.919,0.029,37.2,1.03,0,11,11,11.865,0,428.8,11.514,44.377,3.856,0,12.973,0.033,0.319,12.897,0.076,0.023,0.424,55367.62636863,55368.61858328,55368.1073923,9999,9999,9999,9999,9999,0,0,1,10,1,0,1,0,0,12.343,0.43,2.5,0.8888,0,0,11,11.939,0,183.22,72.556,3324.002,31.007,0,11.861,0.404,0.825,12.373,1.733,0.523,2.884,55367.62636863,55368.61858328,55368.1073923,9999,9999,9999,9999,9999,0,0,4,5,0,0,16,0,0,8.54,9999,1.1,1.115,0,0,11,11.943,0,21.816,19.496,1125.767,11.327,0,8.223,9999,0.576,9.632,2.775,0.837,1.444,55367.62636863,55368.61858328,55368.1073923,9999,9999,9999,9999,9999,32,0,16,5,0,0,16,0,0,13.466,0.011,0,13.097,0.01,0,12.969,0.01,0,12.919,0.01,0,12.895,0.01,0,12.88,0.01,1,12.863,0.01,1,12.842,0.01,1,13.703,0.035,0,13.292,0.033,0,13.163,0.033,0,13.145,0.033,0,13.168,0.033,0,13.202,0.033,1,13.232,0.033,1,13.255,0.033,1,13.354,0.535,0,12.686,0.404,0,12.314,0.404,0,12.039,0.404,0,11.766,0.404,0,11.503,0.404,1,11.303,0.404,1,11.153,0.404,1,9.206,9999,32,8.799,9999,32,8.456,9999,32,8.181,9999,32,7.94,9999,32,7.656,9999,32,7.368,9999,32,7.123,9999,32,-62.2455417014153,95.6483724665987,0.4541427
1601241000018,0.7360312,-2.2024292,0.0983,0.0958,-0.0118,122.396,246.488,0000m016_ab41,18,2.732,9999,1319890324,0.061,-134.1,1,14.784,0.072,14.022,0.074,13.618,0.074,-38,-11,96,1,0,0,33,12.826,0.024,45.2,7.118,0,10,10,9.873,0,1173.4,25.983,18.009,2.939,0,12.678,0.01,0.261,12.826,0.05,0.016,0.167,55367.75867244,55368.75088708,55368.2547798,9999,9999,9999,9999,9999,1,0,129,9,0,0,1,0,0,12.71,0.029,37,1.776,0,10,10,9.877,0,520.09,14.052,44.325,4.081,0.134,12.502,0.019,0.319,12.707,0.05,0.016,0.147,55367.75867244,55368.75088708,55368.2547798,9999,9999,9999,9999,9999,1,0,1,9,0,0,1,0,0,11.953,0.32,3.4,0.9264,0,0,10,9.851,0,262.23,77.254,3326.352,31.255,0,11.83,0.469,0.825,11.953,1.193,0.377,3.022,55367.75867244,55368.75088708,55368.2547798,9999,9999,9999,9999,9999,1,0,2,7,0,0,16,0,0,9.027,9999,-1.5,1.046,0,0,10,9.877,0,-28.224,19.42,1126.567,10.983,0.658,8.043,9999,0.576,9999,9999,9999,0.852,55367.75867244,55368.75088708,55368.2547798,9999,9999,9999,9999,9999,32,0,16,2,0,0,16,0,0,13.439,0.012,1,12.939,0.01,1,12.697,0.01,1,12.565,0.01,1,12.483,0.01,1,12.431,0.01,1,12.398,0.01,1,12.377,0.01,1,13.376,0.023,1,12.821,0.019,1,12.545,0.019,1,12.39,0.019,1,12.291,0.019,1,12.224,0.019,1,12.172,0.019,1,12.127,0.019,1,12.489,9999,32,12.655,0.469,1,12.214,0.469,1,11.88,0.469,1,11.661,0.469,1,11.527,0.469,1,11.444,0.469,1,11.376,0.469,1,9.057,9999,32,8.619,9999,32,8.276,9999,32,7.987,9999,32,7.729,9999,32,7.495,9999,32,7.282,9999,32,7.084,9999,32,-62.5010959933295,95.8982155542307,-0.8581903
1601241000019,0.6197805,-2.1372136,0.1039,0.1014,-0.0133,426.448,417.313,0000m016_ab41,19,1.068,9999,1319890410,0.16,65.4,1,13.447,0.026,13.097,0.027,13.025,0.028,59,-11,-24,1,0,0,1,12.965,0.026,42.5,1.204,0,12,12,12.765,0,1032.7,24.306,18.037,2.97,0.024,12.929,0.011,0.261,12.965,0.05,0.015,0.188,55367.62636863,55368.75088708,55368.19412465,9999,9999,9999,9999,9999,1,0,129,11,0,0,1,0,0,13.013,0.032,33.5,0.9885,0,12,12,12.509,0,393.38,11.736,44.329,3.883,0.301,13.008,0.035,0.319,13.011,0.077,0.022,0.238,55367.62636863,55368.75088708,55368.19412465,9999,9999,9999,9999,9999,1,0,1,11,0,0,1,0,0,11.974,0.31,3.5,1.072,0,0,11,12.583,0,257.33,73.383,3324.98,29.589,0,11.507,0.293,0.825,12.004,0.569,0.172,2.046,55367.62636863,55368.61858328,55368.14350988,9999,9999,9999,9999,9999,1,0,2,9,0,0,16,0,0,8.409,0.286,3.8,1.026,0,1,12,12.729,0,68.642,18.063,1125.668,10.505,1.22,8.061,9999,0.576,8.336,1.112,0.321,3.794,55367.62636863,55368.75088708,55368.19412465,9999,9999,9999,9999,9999,32,0,2,9,0,0,16,0,0,13.573,0.012,0,13.19,0.011,1,13.042,0.011,1,12.975,0.011,1,12.941,0.011,1,12.92,0.011,1,12.899,0.011,1,12.876,0.011,1,13.777,0.038,0,13.327,0.035,1,13.138,0.035,1,13.056,0.035,1,13.019,0.035,1,12.995,0.035,1,12.972,0.035,1,12.94,0.035,1,13.114,0.431,0,12.332,0.293,1,11.901,0.293,1,11.641,0.293,1,11.453,0.293,1,11.289,0.293,1,11.149,0.293,1,11.044,0.293,1,9.093,9999,32,8.637,9999,32,8.269,9999,32,8.018,9999,32,7.813,9999,32,7.861,9999,32,7.465,9999,32,7.266,9999,32,-62.3943338972505,95.7259446022011,0.3682973
1601241000021,0.5570478,-2.1974297,0.1086,0.1062,-0.0081,590.626,259.708,0000m016_ab41,21,0.9276,9999,1319878370,0.153,104.1,1,13.561,0.024,13.265,0.03,13.234,0.04,15,-13,1,0,0,0,1,13.158,0.026,42,1.006,0,11,11,10.896,0,864.45,20.573,17.977,2.891,0,13.143,0.012,0.261,13.144,0.04,0.012,0.209,55367.62636863,55368.61858328,55368.11344663,9999,9999,9999,9999,9999,0,0,129,10,0,0,0,0,0,13.166,0.033,32.4,0.8895,0,11,11,10.799,0,341.69,10.542,44.347,3.917,0,13.21,0.049,0.319,13.169,0.06,0.018,0.206,55367.62636863,55368.61858328,55368.11344663,9999,9999,9999,9999,9999,0,0,1,10,0,0,0,0,0,11.916,9999,1.7,0.8338,0,0,11,10.944,0,125.4,72.997,3321.166,29.839,0,11.667,9999,0.825,13.404,2.965,0.894,2.274,55367.62636863,55368.61858328,55368.11344663,9999,9999,9999,9999,9999,32,0,16,5,0,0,16,0,0,8.614,0.349,3.1,1.004,0,1,11,10.789,0,56.816,18.246,1124.654,10.623,0.686,8.126,9999,0.576,9.006,1.432,0.432,5.125,55367.62636863,55368.61858328,55368.11344663,9999,9999,9999,9999,9999,32,0,2,8,1,0,16,0,0,13.777,0.013,0,13.404,0.012,0,13.26,0.012,1,13.172,0.012,1,13.079,0.012,1,12.965,0.012,1,12.845,0.012,1,12.741,0.012,1,13.959,0.053,0,13.529,0.049,0,13.364,0.049,1,13.274,0.049,1,13.173,0.049,1,13.045,0.049,1,12.916,0.049,1,12.816,0.049,1,12.966,9999,32,12.492,9999,32,12.069,9999,32,11.695,9999,32,11.367,9999,32,11.794,9999,1,11.485,9999,1,11.231,9999,1,9.122,9999,32,8.702,9999,32,8.396,9999,32,8.072,9999,32,7.802,9999,32,7.61,9999,32,7.383,9999,32,7.147,9999,32,-62.4236973973583,95.5492999051035,0.3201143
1601241000022,0.4980703,-2.2181791,0.1132,0.1094,-0.0115,744.938,205.421,0000m016_ab41,22,1.171,9999,1319878412,0.559,21.8,1,13.71,0.03,13.369,0.029,13.263,0.033,7,-41,-69,0,1,1,1,13.226,0.026,41.4,1.514,0,11,11,11.551,0,812.44,19.635,18.027,3.019,0,13.237,0.014,0.261,13.226,0.032,0.01,0.102,55367.49406493,55368.48627962,55368.01121769,9999,9999,9999,9999,9999,0,0,129,10,0,0,0,0,0,13.278,0.035,30.7,1.018,0,11,11,11.706,0,308.13,10.05,44.447,3.955,0,13.309,0.041,0.319,13.3,0.047,0.014,0.314,55367.49406493,55368.48627962,55368.01121769,9999,9999,9999,9999,9999,0,0,1,10,0,0,1,0,0,12.151,0.362,3,1.115,0,0,11,11.388,0,218.6,72.834,3326.778,30.483,0,11.462,9999,0.825,11.863,0.504,0.152,1.924,55367.49406493,55368.48627962,55368.01121769,9999,9999,9999,9999,9999,32,0,4,9,0,0,16,0,0,8.685,9999,0.9,1.068,0,0,11,11.643,0,16.176,18.508,1124.871,10.978,0.51,8.259,9999,0.576,9.592,2.988,0.901,1.521,55367.49406493,55368.48627962,55368.01121769,9999,9999,9999,9999,9999,32,0,16,5,0,0,16,0,0,13.86,0.015,0,13.498,0.014,0,13.373,0.014,1,13.319,0.014,1,13.28,0.014,1,13.24,0.014,1,13.204,0.014,1,13.179,0.014,1,14.051,0.044,0,13.628,0.041,0,13.474,0.041,1,13.412,0.041,1,13.373,0.041,1,13.329,0.041,1,13.281,0.041,1,13.238,0.041,1,12.755,9999,32,12.287,9999,32,11.972,9999,32,11.772,9999,32,11.562,9999,32,12,9999,1,11.66,9999,1,11.368,9999,1,9.268,9999,32,8.835,9999,32,8.491,9999,32,8.194,9999,32,7.932,9999,32,7.696,9999,32,7.48,9999,32,7.281,9999,32,-62.4184214767576,95.4148277246189,0.4332299
1601241000023,0.588036,-2.1526158,0.1061,0.1055,-0.0138,509.514,377.011,0000m016_ab41,23,0.9771,9999,1319878297,0.59,-84.1,1,14.224,0.027,13.554,0.034,13.304,0.036,-16,-7,0,0,0,0,1,13.205,0.026,42.1,1.099,0,11,11,11.477,0,827.9,19.655,18.029,2.907,0,13.181,0.012,0.261,13.206,0.037,0.011,0.112,55367.62636863,55368.61858328,55368.14350988,9999,9999,9999,9999,9999,1,0,129,10,0,0,0,0,0,13.118,0.034,31.9,0.9737,0,11,11,11.292,0,357.18,11.186,44.479,3.925,0,13.157,0.03,0.319,13.115,0.06,0.018,0.235,55367.62636863,55368.61858328,55368.14350988,9999,9999,9999,9999,9999,1,0,1,10,0,0,0,0,0,12.361,0.452,2.4,0.9013,0,0,11,11.516,0,180.12,74.94,3325.085,30.011,0,11.787,9999,0.825,12.309,0.873,0.263,2.001,55367.62636863,55368.61858328,55368.14350988,9999,9999,9999,9999,9999,32,0,4,8,0,0,16,0,0,8.466,9999,1.5,0.9589,0,0,11,11.752,0,27.792,18.646,1126.503,10.673,0.841,8.164,9999,0.576,8.89,0.905,0.273,1.44,55367.62636863,55368.61858328,55368.14350988,9999,9999,9999,9999,9999,32,0,16,7,0,0,16,0,0,13.809,0.012,0,13.442,0.012,1,13.309,0.012,1,13.243,0.012,1,13.19,0.012,1,13.136,0.012,1,13.081,0.012,1,13.024,0.012,1,13.906,0.032,0,13.476,0.03,1,13.315,0.03,1,13.24,0.03,1,13.183,0.03,1,13.129,0.03,1,13.067,0.03,1,12.996,0.03,1,13.028,9999,32,12.612,9999,32,12.336,9999,32,12.079,9999,32,11.81,9999,32,11.571,9999,32,11.393,9999,32,11.269,9999,32,9.261,9999,32,8.74,9999,32,8.312,9999,32,8.061,9999,32,7.904,9999,32,7.761,9999,32,7.62,9999,32,7.447,9999,32,-62.3954646474793,95.6498817945683,0.4421807
1601241000024,0.4834355,-2.246187,0.1169,0.1132,-0.0234,783.247,132.105,0000m016_ab41,24,1.027,9999,716176769,0.227,77.2,1,14.288,0.033,13.595,0.031,13.499,0.044,-20,75,-44,0,1,0,1,13.418,0.026,41.7,1.201,0,10,10,9.815,0,680.6,16.332,18.037,3.049,0,13.425,0.016,0.261,13.432,0.042,0.013,0.245,55367.49406493,55368.48627962,55367.99679381,9999,9999,9999,9999,9999,0,0,129,9,0,0,0,0,0,13.408,0.04,27.3,0.8624,0,10,10,9.77,0,273.51,10.012,44.385,3.953,0.111,13.415,0.049,0.319,13.417,0.098,0.031,0.269,55367.49406493,55368.48627962,55367.99679381,9999,9999,9999,9999,9999,0,0,1,9,0,0,1,0,0,12.019,9999,1.3,0.9905,0,0,10,9.904,0,95.629,75.597,3326.983,30.856,0,11.845,9999,0.825,13.714,2.794,0.884,4.604,55367.49406493,55368.48627962,55367.99679381,9999,9999,9999,9999,9999,32,0,16,6,0,0,16,0,0,8.551,9999,1.2,1.081,0,0,10,10.352,0,22.353,18.928,1123.791,10.803,1.22,8.38,9999,0.576,9.693,3.801,1.202,3.395,55367.49406493,55368.48627962,55367.99679381,9999,9999,9999,9999,9999,32,0,16,6,0,0,16,0,0,14.048,0.017,0,13.686,0.016,0,13.562,0.016,0,13.516,0.016,1,13.492,0.016,1,13.476,0.016,1,13.463,0.016,1,13.45,0.016,1,14.171,0.053,0,13.734,0.049,0,13.565,0.049,0,13.492,0.049,1,13.45,0.049,1,13.413,0.049,1,13.377,0.049,1,13.34,0.049,1,12.966,9999,32,12.67,9999,32,12.404,9999,32,12.15,9999,32,11.992,9999,32,11.905,9999,32,11.743,9999,32,11.59,9999,32,9.386,9999,32,8.956,9999,32,8.429,9999,32,8.003,9999,32,7.708,9999,32,7.478,9999,32,7.287,9999,32,7.132,9999,32,-62.437920530736,95.3611153183907,0.6099901
1601241000025,0.519951,-2.2603826,0.1178,0.1133,-0.011,687.732,94.921,0000m016_ab41,25,0.9655,9999,1319878459,0.125,120.1,1,13.846,0.026,13.554,0.034,13.493,0.037,-22,17,-44,0,0,0,1,13.425,0.026,41.6,0.9087,0,10,10,10.852,0,676.35,16.276,18.063,2.993,0,13.454,0.016,0.261,13.423,0.034,0.011,0.096,55367.49406493,55368.48627962,55367.99679381,9999,9999,9999,9999,9999,0,0,129,9,0,0,0,0,0,13.475,0.04,27,0.9739,0,10,10,10.869,0,256.94,9.5143,44.414,4.048,0,13.549,0.048,0.319,13.478,0.083,0.026,0.258,55367.49406493,55368.48627962,55367.99679381,9999,9999,9999,9999,9999,0,0,1,9,0,0,0,0,0,12.409,0.482,2.3,0.9108,0,0,10,10.926,0,172.3,76.514,3326.736,31.039,0.632,11.527,9999,0.825,12.379,1.922,0.608,3.128,55367.49406493,55368.48627962,55367.99679381,9999,9999,9999,9999,9999,32,0,4,6,0,0,16,0,0,8.492,9999,1.1,1.097,0,0,10,10.827,0,22.845,20.353,1123.658,10.849,0.646,8.129,9999,0.576,9.425,2.08,0.658,1.515,55367.49406493,55368.48627962,55367.99679381,9999,9999,9999,9999,9999,32,0,16,5,0,0,16,0,0,14.076,0.017,0,13.715,0.016,0,13.587,0.016,0,13.538,0.016,0,13.522,0.016,0,13.513,0.016,1,13.504,0.016,1,13.491,0.016,1,14.271,0.051,0,13.868,0.048,0,13.741,0.048,0,13.727,0.048,0,13.758,0.048,0,13.776,0.048,1,13.752,0.048,1,13.694,0.048,1,12.736,9999,32,12.352,9999,32,12.125,9999,32,11.917,9999,32,11.719,9999,32,11.568,9999,32,11.483,9999,32,11.437,9999,32,9.224,9999,32,8.705,9999,32,8.309,9999,32,8.059,9999,32,7.824,9999,32,7.567,9999,32,7.396,9999,32,7.286,9999,32,-62.4658830759428,95.420366013967,0.4149645
1601241000028,0.7271634,-2.0320317,0.1218,0.1189,-0.0317,145.393,692.602,0000m016_ab41,28,1.023,9999,1319890598,0.085,73.5,1,14.375,0.027,13.741,0.034,13.721,0.048,-19,14,72,0,0,0,1,13.603,0.028,38.6,0.9407,0,13,13,12.821,0,573.71,14.87,17.997,3.005,0,13.603,0.016,0.261,13.604,0.038,0.011,0.14,55367.75867244,55368.88319089,55368.29799623,9999,9999,9999,9999,9999,1,0,129,12,0,0,0,0,0,13.744,0.041,26.5,1.167,0,13,13,12.795,0,200.66,7.5781,44.391,3.799,0,13.843,0.061,0.319,13.742,0.179,0.05,0.636,55367.75867244,55368.88319089,55368.29799623,9999,9999,9999,9999,9999,1,0,1,12,1,0,1,0,0,12.442,0.458,2.4,1.041,0,0,12,12.58,0,167.19,70.524,3327.125,30.587,0,11.502,9999,0.825,12.428,1.907,0.55,1.94,55367.75867244,55368.75088708,55368.24923001,9999,9999,9999,9999,9999,32,0,4,6,0,0,16,0,0,8.917,0.444,2.4,0.9688,0,1,13,12.854,0,42.967,17.577,1124.859,10.964,0.841,8.073,9999,0.576,8.933,1.109,0.307,3.823,55367.75867244,55368.88319089,55368.29799623,9999,9999,9999,9999,9999,32,0,4,9,0,0,16,0,0,14.226,0.017,0,13.864,0.016,1,13.739,0.016,1,13.686,0.016,1,13.65,0.016,1,13.616,0.016,1,13.581,0.016,1,13.544,0.016,1,14.563,0.065,0,14.162,0.061,1,14.041,0.061,1,14.009,0.061,1,13.988,0.061,1,13.982,0.061,1,14.003,0.061,1,14.038,0.061,1,12.823,9999,32,12.327,9999,32,12.668,9999,1,12.399,9999,1,12.138,9999,1,11.826,9999,1,11.516,9999,1,11.241,9999,1,8.999,9999,32,8.649,9999,32,8.44,9999,32,8.148,9999,32,7.888,9999,32,7.652,9999,32,7.437,9999,32,7.238,9999,32,-62.3416350100475,96.0293562070053,0.8633046
1601241000030,0.6723425,-2.1034525,0.1262,0.126,-0.0258,288.899,505.662,0000m016_ab41,30,0.9544,9999,1319890462,0.077,129.5,1,14.007,0.026,13.739,0.037,13.689,0.043,14,10,23,0,0,0,1,13.619,0.029,37.5,0.9145,0,12,12,11.793,0,565.39,15.081,17.957,2.927,0,13.616,0.015,0.261,13.617,0.058,0.017,0.2,55367.75867244,55368.75088708,55368.22718999,9999,9999,9999,9999,9999,1,0,129,11,0,0,0,0,0,13.723,0.043,25.1,1.038,0,12,12,11.826,0,204.5,8.1555,44.375,3.941,0.092,13.776,0.063,0.319,13.723,0.129,0.037,0.371,55367.75867244,55368.75088708,55368.22718999,9999,9999,9999,9999,9999,1,0,1,11,0,0,0,0,0,12.339,0.41,2.6,0.855,0,0,12,11.962,0,183.75,69.452,3327.033,30.12,0,12.185,9999,0.825,12.34,1.796,0.518,2.398,55367.75867244,55368.75088708,55368.22718999,9999,9999,9999,9999,9999,32,0,4,7,0,0,16,0,0,8.875,0.442,2.5,1.028,0,0,12,11.853,0,44.668,18.186,1125.725,10.889,0.291,7.819,9999,0.576,8.958,1.794,0.518,5.391,55367.75867244,55368.75088708,55368.22718999,9999,9999,9999,9999,9999,32,0,4,7,0,0,16,0,0,14.239,0.016,0,13.877,0.015,1,13.751,0.015,1,13.702,0.015,1,13.675,0.015,1,13.65,0.015,1,13.61,0.015,1,13.564,0.015,1,14.515,0.067,0,14.095,0.063,1,13.946,0.063,1,13.901,0.063,1,13.89,0.063,1,13.874,0.063,1,13.847,0.063,1,13.822,0.063,1,16.439,9999,32,13.01,9999,32,12.726,9999,32,12.491,9999,32,12.292,9999,32,12.112,9999,32,11.765,9999,32,11.556,9999,32,8.864,9999,32,8.395,9999,32,8.177,9999,32,8.053,9999,32,7.793,9999,32,7.558,9999,32,7.342,9999,32,7.143,9999,32,-62.3848229219972,95.8590998920458,0.4377984
