dec,ra
28.6020625992266,249.8637881138
28.6277087959334,249.869112596181
28.5745912574733,249.842237895246
28.5826148956209,249.861270862544
28.5676242148942,249.829525089646
28.6233960460536,249.856596266722
28.5906170195681,249.861651228837
-1.15536539407435,326.013638840894
-1.15867498343909,326.015858667959
-1.1609117054068,326.016430592912
-1.23313370846263,326.030990352422
-1.27966662563851,326.037570534741
-1.279605750235,326.039196790436
-1.27719113805445,326.033539538395
-1.27071899815194,326.038710620379
29.8223316725182,304.272228843521
29.8216557497476,304.280340348705
29.8236743772737,304.286566398496
29.8223325298289,304.268384385159
29.8220984410896,304.288452014382
29.8213334288745,304.276668851777
29.8205795355262,304.276657660537
29.8202374616098,304.286481350422
-3.48863173640503,350.89537225078
-3.48186267503962,350.873092984954
-3.48479105564056,350.889894190465
-3.4896281808988,350.885056544563
-3.50792366153569,350.880093621713
-3.51249342529074,350.861558167681
-3.48897212201501,350.876118297928
-0.116352710552679,340.463544198564
-0.112913118751173,340.462990548645
-0.117607869542851,340.460497831131
-0.04996363244907,340.474913996671
-0.047921163650415,340.468309971197
-0.056386425997916,340.475928431562
-0.055478036194649,340.48227227188
-0.00459025609368777,340.473397224849
-0.00136107642322149,340.477498273069
75.5669889181168,245.119440693287
75.4682977339646,245.379692198589
75.4677473735457,245.370524561252
75.4645566035903,245.341497609033
75.4677510956474,245.351327700885
75.4675219970226,245.335334337405
75.4615502922012,245.432913241714
75.4638231475737,245.430349620058
75.5453074533436,245.257184058113
75.5471458001486,245.256102622532
75.5436908862789,245.2677467059
-1.15791900694575,310.330208356758
-1.15678296407919,310.3284062572
-1.15747832611934,310.331378059352
-1.19547073689091,310.330413250548
-1.19307435345304,310.33519031051
-1.20070861947734,310.330108328443
-1.19818341891518,310.329113332031
-1.19159383401355,310.32840377691
-1.15299159883456,20.2532963677414
-1.15505302353434,20.2555971623068
-1.0610102271069,20.266271985829
-1.0659220242209,20.2619148113072
-1.06346867938142,20.2614861711068
-1.06610676818864,20.2600453793268
-1.06793188427485,20.2597079819753
-1.06078641441597,20.2612439010441
-1.05625535158781,20.261731426123
-1.13341913001111,20.2697036774956
-1.1343050652554,20.2675126427016
28.5849327444692,249.856332594057
28.5602696773765,249.855766369259
28.543471877354,249.843582142009
28.6071361954562,249.862364336883
28.599938249298,249.862741985003
28.5650944281304,249.836369857204
28.5953124408951,249.842909438738
28.5740863086124,249.834609180798
28.6235039939341,249.883359786252
28.5618468448416,249.853919144355
28.6251098164068,249.873943875719
28.555945734086,249.849475244279
28.5906570787604,249.874951293304
28.5714036640127,249.836390468278
28.6070823396309,249.881351727281
28.5738811109836,249.82939489682
28.601325045456,249.883181451841
28.6278852132387,249.878773566018
28.5648736876055,249.833208135634
22.7012526224214,66.2289641492554
22.701818039119,66.2484833800831
22.7028638419876,66.2374784904612
22.695826984552,66.2481730038853
22.6987508685919,66.2484768548323
22.7044925357808,66.2574191785281
22.7018539061433,66.2529512793281
22.7017675514962,66.2538635030345
22.6971302924276,66.2484817565348
22.7018883777781,66.2524651835046
22.7004758501807,66.2421135046584
22.6959655479901,66.2515732405608
22.7034549670111,66.2414105139954
22.7060141855453,66.2572255046731
22.7105010365649,66.2486206085876
22.7043571959853,66.2553874028028
22.704353108511,66.3669700290724
22.7124374391436,66.3645534679019
22.7055486907081,66.3696219128335
56.8128200420019,71.2495007172795
56.8061434100243,71.233267571025
56.8070078895765,71.2326665807602
56.8088625002677,71.2310574568805
56.8033394179851,71.2274952683656
56.8147208558719,71.2441615720313
56.8018472948548,71.2341372543224
56.8083257631657,71.2312487925969
56.8119103594308,71.2402382068193
56.8166881819455,71.238562622755
56.8093930587132,71.2265646447615
56.8025422664887,71.2322369342157
56.8038926426381,71.2341338197172
56.8689275535216,71.1292203238381
56.8840267399647,71.1041102156282
56.8808975623445,71.1082516019955
56.8851115646837,71.1020958926601
56.8845925838297,71.1066557173485
56.8817298171044,71.1101779652035
56.886228536347,71.1031421711984
56.8837102643941,71.1080854768353
29.8226376726927,304.280083408648
29.8259606525456,304.276786243928
29.8187606738464,304.285065170788
29.8209382527384,304.286240056565
29.8263747298854,304.277495409229
29.8210491249986,304.282814502879
29.8257987175255,304.279347751648
29.8246277782264,304.284902273407
29.8226279380628,304.283792695363
-0.964530845681186,253.95841552882
-0.964306208853943,253.968813135304
-0.965659491498185,253.958714176281
-0.961527382648078,253.963550603056
-0.963454317249849,253.956025821388
-0.958987013410376,253.952614940068
-0.957420180253348,253.951366083631
-0.960028749709287,253.964369116258
-0.960860205261018,253.962101100211
-0.959295944178353,253.954446537362
-0.957952567248183,253.95869589489
-0.964928523179913,253.97016159937
-0.966153555707143,253.967287792137
20.7900845452822,176.345840890068
20.8071875489486,176.365221094631
20.8094893583914,176.374541007134
20.8185224555018,176.370406896866
20.8046143050658,176.372953861427
20.8163280834457,176.370031220434
20.8027926270733,176.361287583473
20.8098691741361,176.359685408708
20.8059716735286,176.354567591932
20.8073698542995,176.373775526552
20.8148169385183,176.369069281346
20.8097206621249,176.354808426021
20.8118463344989,176.35175073646
20.8049338121523,176.375821546249
-0.874366589636528,327.555221544778
-0.875166533508541,327.552827913117
-0.876078730659008,327.552176640464
-0.961951274628399,327.557368136129
-1.04951859552531,327.564311042793
-0.93446650194959,327.571991168614
-0.904026353482202,327.573265784599
-0.918999145906219,327.592285117435
-1.01855964441858,327.593803425243
-0.870026338011517,327.59866155282
-1.01999052212,327.606151693034
-0.852821570734636,327.609349565161
-0.849557740589219,327.608807690649
-1.11448953319507,20.3075927197951
-1.12591348333965,20.302561706418
-1.10998719659852,20.3046908655435
-1.10697358931086,20.3028136444597
-1.11336649533258,20.310086338635
-1.1131340197177,20.3015016747516
-1.11901684393359,20.300639928974
-1.11804395111078,20.3136544929406
-1.11606191047536,20.2996643632513
-1.11992759478277,20.2989555542019
-1.1062072444257,20.3197351837169
-7.03791324651721,350.437736532105
-7.03969208544904,350.438009636129
-7.03241643687933,350.440615059315
-7.03092469181696,350.433231900203
-7.04190738439259,350.437674437312
-6.97634916765236,350.335729306618
-6.97875273871923,350.334376813169
-6.85005212147856,350.339402467849
-6.92690244323255,350.340754493882
-6.92751905384138,350.346591025727
-6.95355014555788,350.348364980422
-6.9524729785506,350.349453631404
-7.01904864452597,350.351790342632
0.954995397026102,107.897173434431
0.954600106645851,107.89967191801
0.949387979656071,107.897648474987
0.820005709452935,107.899501260277
0.82111366309443,107.897982632003
0.818353954877298,107.900907957138
0.819261293950884,107.902011227918
-1.00299449740578,343.413214110707
-0.873827278310881,343.433263724324
-0.887347370251211,343.434693582084
-0.879837213533591,343.436754426974
-0.888773446901667,343.436939427882
-0.890330091435131,343.437466346262
-0.887432385308076,343.429718499707
-0.88601680002663,343.429675755723
-0.885899054554601,343.437553436191
-0.956223326112444,343.440294036926
-0.955111689636027,343.438648106866
-0.956032723350737,343.442100454137
-9.29772315200357,121.048251399838
-9.29563966940312,121.048822013704
-9.29447432826694,121.050510935331
-9.33454413253076,121.07578535127
-9.33124913035494,121.078189624145
-9.33767201328879,121.072080810451
-9.33343785918369,121.078464926984
-9.33401444181874,121.078979220642
-9.33750892393151,121.077026075666
54.5014698479384,164.462007912682
54.6296382319209,164.408677842554
54.6302735800808,164.410886481107
54.62724017205,164.40965891844
54.6308807668403,164.413894926979
54.5056437304866,164.477290315407
54.5403830856495,164.470438246456
54.5080728654144,164.488434857116
54.5067866167334,164.484062632079
54.5108011567761,164.487003688436
54.6001907862395,164.453443293176
-1.90848291140838,118.405119015972
-1.8871183377932,118.406949817044
-1.88480228434299,118.40696861553
-1.88285284849169,118.406442505664
-1.88354774311923,118.407719170856
-1.9359198360432,118.408391287146
-1.88528969784015,118.411112977697
-1.94686809518181,118.410569498112
-1.94453548184438,118.409504973884
-1.10654923084193,172.626436724036
-1.03249165000728,172.628432052316
-1.03057881183623,172.626084164206
-1.08387695394644,172.634269920056
-1.08307320342236,172.637434712535
-1.0864114311867,172.632428549682
-0.958164709936152,172.637778974996
-1.00267697582175,172.662812925885
13.8016895048739,276.555533306904
13.7990211518439,276.558056854544
13.7977031067559,276.549382851149
13.8033642925999,276.549161727687
13.7977408104482,276.5507915747
13.8013373066918,276.547076743965
13.7987119702769,276.560659497846
13.801636985515,276.5477236764
13.7955142036907,276.559045442927
13.804043064987,276.551360899434
0.903725479337958,308.312894282315
1.04342056326627,308.314502359767
-3.49803526392843,350.86661162805
-3.50450356643311,350.858919967065
-3.50786456864489,350.894507753106
-3.49616223106816,350.865346483677
-3.4873878694467,350.851636149502
-3.52480194680969,350.847631653464
-3.48991199275557,350.895261595328
-3.47678877657363,350.857124561457
-3.4764036492843,350.855581436054
-3.49724528636039,350.888911707817
-3.51739481609593,350.881431153072
-3.52009755004095,350.867374433225
-3.5178245823713,350.86957700551
-3.47920592277279,350.879244090096
-3.49997479416342,350.850863902971
38.1466462483038,22.3358661017875
38.1455578988463,22.337370511814
38.1790308563495,22.1654224972036
38.1741924879023,22.1715799981738
38.1821349670817,22.1609996947674
38.1772513600398,22.1713784321925
38.1801850594697,22.1646816857028
38.180034330198,22.1614660429769
38.1745103119238,22.1675155308289
38.1812995840298,22.1685836434944
38.1757313467878,22.1608505542224
38.1788003358327,22.1601108736971
38.1761466265449,22.1704821901346
38.1798285356099,22.1746161468395
38.1723749632522,22.163472283592
0.953611293005724,107.899062555281
0.953566922871051,107.898542533339
9.52228207223006,82.9283612717263
9.52348068865284,82.9238352707435
9.52214074087324,82.9165327985222
9.52625210069969,82.9141246862851
9.51789238271784,82.9280427246431
9.518950319668,82.9182159920017
9.52109928850372,82.9284255123303
9.51351697596592,82.9197130850667
9.52336642753301,82.9193846813775
9.51236653363221,82.9263031920139
9.51044863947201,82.916813611106
9.52492012679585,82.9258653959017
9.51953052229906,82.9315248387257
9.51241973258584,82.9175328567515
9.51604500584551,82.7796123415473
9.57004098632854,82.7861124675466
9.56876092376623,82.7879704378237
9.56918071641899,82.8227527577468
9.56074502472127,82.8443321681044
0.74792555989373,82.7193590843096
0.744786043992492,82.7204313578087
0.741877881078397,82.7208030616712
31.9098071307373,216.499520145298
31.9150046840734,216.50515706845
31.912351248699,216.498517000656
31.9067544926257,216.508346155935
31.913028515644,216.503366580226
31.9106933195095,216.503999346118
31.9137727825681,216.494947956806
32.0365452746747,216.559120588794
31.9836948983151,216.55305172274
31.9060410532296,216.536992992912
31.9095109388221,216.565189153967
31.9107575625044,216.563621163524
31.8743614480092,216.570714077821
-1.21020152016874,326.009100306668
-1.16646400735361,326.009187312452
-1.16463369930528,326.009644723154
-1.1799070108509,20.2760320469204
-1.06739618210591,20.2797559026416
-1.2553802550844,20.2907109658905
-1.2553852577756,20.2928435593071
-1.06557701493409,20.2946021364427
-1.20081873993259,20.3017882320125
-1.20340616092286,20.3017797540915
-1.17494182409071,20.3045242807917
56.7304599427498,71.3256059506601
56.7307137429913,71.329140687146
56.7313593485517,71.3243852956838
56.727877425466,71.326796930653
56.8637343970212,71.1167162049341
56.8632907676457,71.1235584586842
56.8654561211703,71.1213659720881
56.8094222108227,71.2339528003278
56.8041989814268,71.2281474062629
56.814686389868,71.2485720439848
-1.27049335238499,326.044865183018
-1.26995356069706,326.043664839534
-1.2780832764463,326.045197919152
-1.2716440902718,326.029270866227
-1.1721591921348,326.042456008137
-1.07402160524547,326.043083347486
-1.07482519621128,326.043034130033
-1.03955673554997,327.624968713316
-1.0382626943149,327.623951181973
-1.03753428710688,327.625785131999
-0.959497953124265,327.626973382022
-0.95718121523188,327.626552994015
-0.90302977985744,327.627537828108
-0.859338797435502,327.647549287173
-0.860527072503476,327.642215930511
-0.853814779662982,327.648849790965
-0.852683885661337,327.649802398354
-0.862413039209249,327.643827682827
-0.861417979547801,327.653688766488
-0.995523965096872,327.652337074723
40.4601654595082,201.556068270108
40.4619051414022,201.557513715326
40.4574547992007,201.553384177935
40.5620243845774,201.607980499121
40.5946142497782,201.626882106611
40.6346573232833,201.670736283602
40.6341886982939,201.668866835397
40.6320371701178,201.669123676129
40.6346339561025,201.675401906489
40.4724930092985,201.706229411513
28.8701491057388,193.464830035509
28.8616594152551,193.468384107557
28.802637263589,193.465961695147
28.7989003009314,193.464503839946
28.8039823482291,193.463481946063
28.7403998283955,193.469259425636
28.7420474032856,193.469229186201
28.7381434947846,193.467580428635
28.7422983692479,193.490108129043
-1.02731796982457,327.517833806839
-0.877828075071125,327.518226343196
-1.01661558652871,327.519819776198
-1.04749315834435,327.542178966771
-0.91355483832127,327.543471884148
-0.914981998843662,327.544851031193
-0.944010768313961,327.546765457762
-0.943094057895521,327.544751288935
5.80250156572201,344.257622784076
5.80245393181107,344.257798980089
5.80254898683219,344.25738183276
5.80261421971733,344.256490798075
5.95835457165843,344.259005285682
5.88483194720499,344.264205307243
5.88339475024195,344.262831844764
5.8622786301994,344.273099942445
5.84492651171621,344.280247569959
5.84735031845416,344.280787001881
5.8462296543132,344.282774437447
5.8228055486891,344.295535994348
-0.101483355534703,340.410671938837
-0.0993423188916838,340.411608221422
-0.00613097963712107,340.424316960156
-0.00503248383521943,340.421885212599
-0.20347564493934,340.429992695359
-0.00544612092045129,340.43011502289
-0.0146916500175371,340.435209673942
-0.048276776881344,340.435648483366
-1.1583146147755,326.056698410823
-1.15639772276484,326.055952585301
-1.13449242219133,326.071541182886
-1.15033557849604,326.084669694767
-1.13846153702885,172.589200302649
-1.05755685864201,172.59262505818
-1.05894652571971,172.592713096686
-1.09558350295926,172.603125623598
-1.10203037290776,172.601955657157
-1.07929575375752,172.596456747667
-1.05398188815906,172.609636010626
-1.06416310502867,172.599452101853
-1.10137340018022,172.604528043669
-1.11931611362632,172.607063190566
-1.13312783626743,172.596987381621
-1.11772532513908,172.602805390515
-6.85588363285427,308.985535537438
-6.83764857042536,308.975137720268
-6.85759971216525,308.969968379721
-6.86110252875216,308.969534169034
14.7880819547559,211.990280583688
14.7896533991899,211.988775486199
14.7889272353349,211.987201829361
14.6376870669953,211.96994757655
14.8123628558162,211.996076481796
14.8117724882866,211.997324375787
14.8138314039583,211.993310458843
14.7484839948511,212.004081884366
14.749002468612,212.002318804147
14.8160299530054,212.017881726725
-1.06044292450476,172.602452351642
-1.05786543314425,172.602820059298
-1.06597907821637,172.600914291246
-1.08356519198309,172.599301012963
-1.06172911017528,172.605768244806
-1.07552922381303,172.604650370529
-1.05982577815761,172.60641572493
-1.10027877405017,172.606474819975
9.53075699831598,82.8988851261809
9.52372389471536,82.8932166279373
9.52675970477097,82.9043900905829
9.52583190476945,82.8904546308742
9.52196249089559,82.8884643416273
9.52870748637374,82.9011959424764
9.52871614880679,82.9006319957818
9.51214422389394,82.7927331878842
9.52026849578974,82.792531349705
9.5135668036838,82.7985454286112
9.51685164708958,82.795031570618
9.51050394703272,82.7962250628169
9.51353536524936,82.7882252431961
9.51175679811134,82.7980939067631
9.51768951260772,82.922976094648
9.51919884638992,82.9135107816926
9.51343785731834,82.9240353110937
9.51007796298546,82.9229750691175
28.5459121831285,249.830271307532
28.595044965006,249.835025736606
28.5584967995666,249.832910224732
28.5861474721758,249.872293317976
28.6910050271723,249.888521265851
0.841277090033155,107.897562806344
0.841599173033061,107.897318899451
0.853152391081414,107.897744314607
0.85170091063246,107.898299677048
51.0558256406223,193.595939340931
50.9381887898152,193.606902427315
50.9379591824642,193.609175987747
50.935687614554,193.654724449759
50.9307086111227,193.656958827046
50.931860615106,193.661342006326
50.9291932957608,193.659564118191
51.0695155853946,193.700637258338
51.0695878926685,193.70372568298
24.2524992608283,232.578984391894
24.2509231221951,232.580756702475
24.2512342737582,232.582117142178
24.2450750829294,232.576532970085
24.2446110789851,232.578010580482
24.204160768551,232.558421087074
24.17556431947,232.553110364777
24.1786859856969,232.552811863192
24.2512007492975,232.592703735858
24.2861412272733,232.704719134791
24.2848412439845,232.695978830257
38.1330973167614,22.3535033630433
38.1346180372115,22.356061603868
38.1440744397406,22.3007636939596
38.1443544128052,22.3023529818445
38.1498219249828,22.2641593212204
38.1372043788534,22.4073808255203
0.890281601292582,107.897151356093
-0.845855555364082,327.610091808501
-0.846485928730967,327.610702121042
-0.852593842988579,327.608028718456
-0.849725506627353,327.608363228964
-0.980135098966844,327.611221154878
-0.904202337161452,327.61947052956
-0.906566035383487,327.618878952256
-0.840763415727794,327.626388062822
-0.840505750252709,327.624990727017
-0.839891083962596,327.627161727902
-0.841415646032621,327.623988706682
19.4164434415648,329.037341931091
19.4165329594394,329.040781406108
19.4152644382523,329.034963206191
19.3887948353721,329.045894409362
19.3910166540269,329.048983418269
19.3845958472324,329.046413695357
19.5121674618127,329.011963366413
19.5109478605263,329.010626471276
19.4578755960778,329.027988772
19.5469387934668,329.006914570251
19.5533696771108,329.013791409472
-1.9710896013364,118.404729487903
-0.837205493184716,336.439637350261
-0.842750489189297,336.439751397738
5.24651014572441,314.00779066639
5.24706844676219,314.00938860041
5.2215369929005,314.013569431762
-3.49811815805976,350.848969566937
-3.50906525553601,350.872990379935
-3.51160441379033,350.850635967067
-3.50497260529972,350.892027211413
-3.4865477899952,350.857175739035
-3.51420323468297,350.859852496297
-3.50819371647676,350.883932385787
-3.51301393969183,350.89337899638
-3.52602349461415,350.852542652844
-3.50311356431768,350.865298982772
-3.48481270243968,350.856206436289
28.6016780308922,249.856710023376
28.5518805356838,249.850415660254
28.6088005575005,249.84611583762
28.5667772475977,249.861312421278
28.5480921414653,249.822004450556
28.5697014204738,249.845650567043
28.5769145814687,249.850828296445
28.6028376515035,249.839469607343
28.6175083728001,249.88134754448
28.558877289752,249.839550492761
28.5614955858821,249.834121532889
28.5671183708613,249.845899720941
28.5961611160674,249.884099085471
28.5475997863976,249.82757559252
28.6016110916498,249.867007927413
28.6022710785193,249.889444632787
28.6246741351838,249.855545838964
28.5770131515315,249.839254839077
22.7084027253423,66.373359458762
22.707765093281,66.372330029574
22.7094465542175,66.3664853489832
22.7043483749473,66.3629731611501
22.709143544907,66.3670608023152
22.7110734360166,66.3663405561775
22.6999236055159,66.3670114073698
22.6978647561414,66.3677596782715
22.7102317987265,66.3717848274005
22.6985488796116,66.3669770555593
22.7016211411184,66.3622258027133
22.6993933269835,66.3626227793428
22.7059045825124,66.3605258670046
22.7129264179223,66.3670810307999
22.7076434484939,66.3502425096433
22.7026899990991,66.353680018088
22.7077035112954,66.3490961565838
22.7038572564486,66.3529776928969
33.8773005118866,112.553015206092
33.8783878910037,112.554367769576
33.877260286847,112.554271448717
33.907711234485,112.491057764983
7.92650135085882,158.387217419276
8.01119332959041,158.384385526393
8.0864887293116,158.380526188299
8.08424655481521,158.375229351546
8.0861788556883,158.382720495632
8.08450882503484,158.382429099176
7.96370790864949,158.396108252791
8.09611254896863,158.391391199377
8.09456030286809,158.389753425664
8.00300595519647,158.403396700729
8.00054151569774,158.405253235618
9.55983814208994,82.9683269410888
9.56245112052304,82.9687120242742
9.54990250980529,82.8004804716707
9.54965129905195,82.9429502634512
9.54868240844945,82.9368264711169
9.55403027046309,82.9411910177264
9.54850300282617,82.9474116158719
9.55499026348861,82.942648241452
9.54812189565971,82.9398116127468
9.54013225083659,82.7559952983862
9.54696256314042,82.7570503746095
-6.84494299741004,350.385735326779
-6.90286276709135,350.396356334723
-6.89898184539503,350.388503027863
-6.89726408333636,350.396274472687
-6.90620415253796,350.394509538319
-6.90525501526772,350.393547864949
-6.89865975340752,350.394219492873
-6.89861177735626,350.39868027733
-6.90620948147972,350.396056502156
-6.903673840333,350.400614627124
-6.90325553772228,350.391696389376
-7.00386584778557,350.404102718889
-7.02329175218011,350.426018400569
-7.02268176494002,350.427928348521
38.1521510615364,22.3589767457101
38.1542694867171,22.3604461668972
38.1525831412825,22.3613700580637
38.1663506966967,22.2530963888098
38.166589512324,22.2513837591112
38.1595047886897,22.4059324816327
38.1604458490307,22.4084754284736
38.1630300597776,22.4016836847629
38.1911798486371,22.1736157634919
38.1922552006489,22.1710989984919
38.1912553006771,22.1709065701539
38.1927423973626,22.1760188372997
38.1956075685188,22.2292484073757
38.1947604419751,22.2305135742853
-1.1244030077386,20.3075210763638
-1.14318093268611,20.3229521761393
-1.14124615750731,20.3258836986986
-1.1763232387245,20.3258937331667
-1.17814730623075,20.3237292063104
38.1926422188606,22.2251415528932
38.1919588645213,22.2240975939669
38.1909271932906,22.2226392203439
38.1948044400991,22.225237422288
38.1904424266418,22.2285313348084
38.2001655462689,22.2313735061819
38.1999728098478,22.2324919409654
38.1917334093598,22.2334149550733
38.201001928775,22.2327984624358
38.1998698309518,22.2248500568552
38.1972874916291,22.231751952061
38.2017842771903,22.2261152259879
38.1982463936112,22.223681161384
38.1921624226805,22.2966102114524
38.1872796768637,22.3455189787112
38.1897391264762,22.3440128090153
38.1890912893354,22.3446683880011
38.1915192608859,22.3437984961764
28.6933016082553,249.881736177342
28.7051449966847,249.879213011791
28.7017476826412,249.899411222079
28.7078478183607,249.890132881508
28.6940028383854,249.874262618492
28.6795131473346,249.914768906755
28.6998079081661,249.89536212762
28.6992897749044,249.899135839476
28.6941190490266,249.869527672619
28.6978376684699,249.905855774551
28.696822478131,249.884453261455
28.6921331427596,249.909291793911
28.6988894527763,249.873696416365
28.6745742918905,249.907516896679
28.6885932695385,249.893064319316
28.6857214395499,249.914756555666
28.6861648560074,249.913373785225
28.710309302047,249.887549872217
28.7027696318709,249.911171442958
28.6930935211781,249.912178573711
28.7095699934699,249.888207089738
28.6939558545366,249.879474951949
28.6803672059397,249.883819498842
75.4092410703925,245.618824848859
75.5650535394696,245.295759271357
75.5618349154342,245.303577612322
75.5645554550962,245.284014254181
75.5010041080657,245.47875999327
75.4350726577591,245.650613939741
75.4333738685617,245.638449172796
75.4288047311381,245.655016980167
75.4332449374302,245.670789068269
75.4380458272689,245.668628495867
75.4402406210264,245.656047980201
75.4708515131653,245.567985353543
75.4676999082973,245.563353325453
75.4728314972728,245.572140226544
75.4746938556222,245.577465113652
19.4516859374214,329.076641078884
19.4562224970815,329.083741165334
19.4491618322274,329.083257501225
19.4544209288067,329.080770871613
19.4538231707044,329.081710478395
19.4515356083505,329.079108072835
19.4521940529657,329.072158027138
19.4465149752659,329.087352386971
19.4477094394284,329.085798953161
19.4578216991725,329.081260226112
19.4529973570513,329.070829243903
19.5347482060964,329.057201828412
19.4332794674936,329.086164605246
-1.94953576571628,118.425296360884
-1.94883416240046,118.424316186257
-1.94874401033962,118.427910773014
-1.94929953190155,118.422959889254
-1.94752191250524,118.423720752277
-1.86450407873902,118.429241566553
-1.85057837526167,118.435728932204
-1.84931864021104,118.433182067772
-1.8837309260004,118.433924216986
-1.88167251671415,118.437235227604
-1.88686752870178,118.43292477078
-1.89712733787665,118.43356508414
-1.8930096839072,118.4336477033
-1.89671709676724,118.435868464224
-1.93338597909541,118.43286444965
38.2263178766745,22.2823284281231
38.2324836466408,22.2750316457552
38.2256820576474,22.2815131609631
38.225567933505,22.2753585110896
38.2257754149423,22.2854628845073
38.2323246551871,22.2714689334887
38.2262861835099,22.278693953343
38.2305457876758,22.2714256503789
38.2291243104849,22.2763137483273
38.2286955650015,22.2791945021755
38.2372309813689,22.2756903556248
38.236362132638,22.2802981309156
38.2336054580992,22.2689766124555
38.2283590132987,22.2740631136414
38.2240095643433,22.2794003751633
38.2199768240913,22.3406732877728
38.2166158723721,22.3820400615597
38.2245920842459,22.3410163382993
40.5574102432027,201.565400334051
40.5111958489792,201.558637595532
40.511833066049,201.557279919984
40.5227877935054,201.562920984933
40.4694848158463,201.552599161532
40.4695379000932,201.550677950673
40.572354708193,201.585737915351
40.6306302644536,201.603767740876
40.6302964159076,201.60534381617
40.6241215730043,201.603485047397
40.6226133422284,201.602996328417
40.6244151741788,201.599979084901
40.6258224197559,201.600236261713
9.55869800745931,82.7917637837289
9.56728634659218,82.7971594428645
9.55848763076021,82.7944323532142
9.5575240157684,82.9060128032396
9.55558873226765,82.9089899691443
9.55561814004031,82.9073199515822
9.55712510923482,82.9452295862423
9.55585559311511,82.9604675698788
9.55458111443224,82.9553334128287
9.55707205443553,82.9538200303364
9.54925351086493,82.8847076376733
9.5480752004646,82.8840665961662
9.54876014219166,82.8868707026502
9.547067789876,82.887567952262
-3.57008623878865,350.860457061514
-3.6269659378586,350.863452991948
-3.6293403210457,350.87090155371
5.96241769577209,344.385385370658
5.96360130065797,344.383982161819
