galaxy_clean,galaxy_dec,galaxy_g,galaxy_petromag_r,galaxy_petromag_u,galaxy_petror90_g,galaxy_petror90_r,galaxy_petrorad_u,galaxy_r,galaxy_ra,galaxytag_dec,galaxytag_ra,galaxytag_type,galspecextra_bptclass,galspecextra_sfr_fib_p50,galspecextra_sfr_tot_p50,galspecextra_sfr_tot_p84,galspecextra_specsfr_tot_p50,galspecindx_d4000_n,galspecline_h_alpha_eqw,galspecline_h_alpha_flux,galspecline_h_alpha_flux_err,galspecline_h_beta_eqw,galspecline_h_beta_flux,galspecline_h_beta_flux_err,galspecline_nii_6584_flux,galspecline_oi_6300_flux_err,galspecline_oiii_5007_eqw,galspecline_oiii_5007_flux,galspecline_sii_6717_flux,galspecline_sii_6731_flux_err,photoobj_b,photoobj_camcol,photoobj_clean,photoobj_cmodelmag_g,photoobj_dec,photoobj_devrad_g,photoobj_devrad_r,photoobj_fibermag_r,photoobj_field,photoobj_flags,photoobj_fracdev_r,photoobj_g,photoobj_l,photoobj_mode,photoobj_petromag_r,photoobj_petromag_z,photoobj_petror50_g,photoobj_petror50_r,photoobj_petrorad_g,photoobj_petrorad_r,photoobj_r,photoobj_ra,photoobj_run,photoobj_type,photoobj_u,photoobjall_camcol,photoobjall_clean,photoobjall_dec,photoobjall_dered_r,photoobjall_devrad_r,photoobjall_devraderr_r,photoobjall_exprad_r,photoobjall_field,photoobjall_fracdev_r,photoobjall_mode,photoobjall_petromag_r,photoobjall_ra,photoobjall_run,photoobjall_type,photoobjall_u,phototag_clean,phototag_dec,phototag_mode,phototag_nchild,phototag_psfmag_r,phototag_ra,phototag_type,photoz_absmagr,photoz_photoerrorclass,photoz_nncount,photoz_nnvol,photoz_z,photoz_zerr,specphoto_dec,specphoto_mode,specphoto_modelmag_r,specphoto_petromag_r,specphoto_petromag_z,specphoto_ra,specphoto_type,specphoto_z,specphoto_zwarning,sppparams_fehadop,stellarmassfspsgranearlydust_logmass,stellarmassfspsgranearlydust_z,zoospec_elliptical,zoospec_p_cs,zoospec_p_cs_debiased,zoospec_p_el,zoospec_p_el_debiased,zoospec_spiral,zoospec_uncertai
1,0.914975989790665,18.64649,17.8166,20.78286,3.524752,3.72618,2.323272,17.75109,218.709265359334,0.914975989790665,218.709265359334,3,-1,-1.609072,-1.545823,-0.529056,-12.09855,1.601604,0.03367405,4.21532,4.266601,0.6627386,-1.610631,1.602056,0.8721834,1.301829,-0.3269592,-0.3855967,0.4101518,1.866757,53.9122181280336,6,1,18.68541,0.914975989790665,0.9516663,1.033782,18.61872,502,68987912192,1.0,18.64649,350.674708179781,1,17.8166,17.13242,1.22137,1.314868,2.467425,2.787591,17.75109,218.709265359334,752,3,20.69532,6,1,0.914975989790665,17.65245,1.033782,0.04223777,0.803175,502,1.0,1,17.8166,218.709265359334,752,3,20.69532,1,0.914975989790665,1,0,18.50955,218.709265359334,3,-20.4357,1,99,0.118454,0.089965,0.014687,0.91496197,1,17.75109,17.8166,17.13242,218.70929,3,0.1185239,0,-9999,10.7297518260388,0.1185239,0,0.108000002801418,0.194999992847443,0.703000009059906,0.591000020503998,0,1
0,-1.01697662194331,17.08313,16.47413,18.38314,10.9988,10.00386,10.43317,16.4649,155.18181557145,-1.01697662194331,155.18181557145,3,2,-1.160282,-0.006047247,0.3189102,-10.13792,1.414882,-7.29452,63.14137,2.265139,-3.059321,19.65574,2.171456,27.89749,1.577621,-1.065214,7.229552,13.29427,1.680001,44.1219025842864,1,0,16.95979,-1.01697662194331,16.60604,14.78688,18.98949,263,35253360136280,0.03478225,17.08313,244.577421912573,1,16.47413,16.01698,5.114524,4.591457,10.76206,9.822582,16.4649,155.18181557145,756,3,18.4584,1,0,-1.01697662194331,16.34085,14.78688,0.3811583,5.039681,263,0.03478225,1,16.47413,155.18181557145,756,3,18.4584,0,-1.01697662194331,1,0,19.34691,155.18181557145,3,-20.0298,1,99,3.343027,0.041095,0.012129,-1.016989,1,16.4649,16.47413,16.01698,155.18182,3,0.05255714,0,-9999,10.3226267138898,0.05255714,0,0.981000006198883,0.992999970912933,0.0189999993890524,0.00700000021606684,1,0
1,0.903571107619872,16.6533,15.72072,18.92298,14.65774,14.87351,2.9695,15.56297,230.670647716608,0.903571107619872,230.670647716608,3,3,-9999.0,-9999.0,-9999.0,-9999.0,1.893975,-3.440663,109.2643,6.369657,-1.476795,32.02746,4.476233,65.59126,4.185477,-1.408054,33.298,35.59747,5.521077,45.2533065258755,6,1,16.55657,0.903571107619872,9.473118,7.478498,17.77948,582,193514315059472,1.0,16.6533,3.47756443523257,1,15.72072,14.92002,5.03366,4.763798,12.45571,11.62966,15.56297,230.670647716608,752,3,18.85561,6,1,0.903571107619872,15.44437,7.478498,0.1005367,3.207447,582,1.0,1,15.72072,230.670647716608,752,3,18.85561,1,0.903571107619872,1,0,17.94148,230.670647716608,3,-22.2361,1,100,0.173463,0.075177,0.015339,0.90355856,1,15.56297,15.72072,14.92002,230.67063,3,0.08183116,0,-9999,11.6425762438204,0.08183116,1,0.0199999995529652,0.0329999998211861,0.980000019073486,0.967000007629395,0,0
1,0.448498376780803,17.94234,17.28263,19.08344,6.141931,5.639313,6.02962,17.28613,233.277697103645,0.448498376780803,233.277697103645,3,2,0.06628075,0.7889278,1.054199,-9.915099,1.414761,-22.61123,202.0184,3.376036,-3.715886,41.2072,2.805546,78.26822,1.830421,-0.8088299,9.82392,30.241,2.269587,42.9316760932748,5,1,17.78866,0.448498376780803,7.157676,6.234615,18.96946,599,35253360136208,0.1495791,17.94234,5.24628852746329,1,17.28263,16.80542,2.968653,2.739232,5.974103,5.829944,17.28613,233.277697103645,752,3,19.12278,5,1,0.448498376780803,17.14642,6.234615,0.2077285,2.660201,599,0.1495791,1,17.28263,233.277697103645,752,3,19.12278,1,0.448498376780803,1,0,19.33039,233.277697103645,3,-21.6806,1,100,3.397322,0.11884,0.022303,0.44850241,1,17.28613,17.28263,16.80542,233.2777,3,0.1421489,0,-9999,10.9531523582578,0.1421489,0,0.600000023841858,0.691999971866608,0.166999995708466,0.0500000007450581,0,1
1,0.881557874765854,18.11876,17.24677,19.47813,6.95327,6.262427,2.968781,17.27124,213.588742427948,0.881557874765854,213.588742427948,3,-1,-1.149984,-0.009301805,0.4312473,-10.68047,1.580291,-1.887007,17.00304,2.372083,0.2522227,0.6793119,1.942248,16.97736,1.891463,-0.5067356,5.539761,4.36393,1.956648,57.0652407676249,6,1,17.89985,0.881557874765854,7.935042,6.174447,18.88639,468,68987912960,0.397889,18.11876,343.544991530257,1,17.24677,16.59303,3.172977,2.856921,6.440073,5.978453,17.27124,213.588742427948,752,3,19.70531,6,1,0.881557874765854,17.19877,6.174447,0.2070762,3.12989,468,0.397889,1,17.24677,213.588742427948,752,3,19.70531,1,0.881557874765854,1,0,18.7538,213.588742427948,3,-21.3306,1,100,0.273492,0.100442,0.022529,0.88157501,1,17.27124,17.24677,16.59303,213.58875,3,0.1064273,0,-9999,10.9608030883037,0.1064273,0,0.485000014305115,0.717999994754791,0.393999993801117,0.119999997317791,0,1
1,0.88997599507622,18.11799,17.59402,20.03244,6.20876,6.153576,4.872992,17.52795,185.290640695303,0.88997599507622,185.290640695303,3,1,-0.4011395,-0.1439395,0.2641892,-10.41194,1.330827,-14.71352,95.02965,2.042416,-3.473953,23.19233,2.063548,27.43185,1.465339,-1.782029,13.87555,23.70121,1.584278,62.7740677102433,6,1,18.03437,0.88997599507622,9.888818,7.991765,19.25651,279,35255507619856,0.0,18.11799,286.20128782324,1,17.59402,17.13599,2.992234,2.791353,6.154495,6.087326,17.52795,185.290640695303,752,3,19.76927,6,1,0.88997599507622,17.48021,7.991765,0.2446474,3.933837,279,0.0,1,17.59402,185.290640695303,752,3,19.76927,1,0.88997599507622,1,0,19.09534,185.290640695303,3,-20.5775,1,100,1.573675,0.090784,0.024341,0.89001021,1,17.52795,17.59402,17.13599,185.29064,3,0.09911348,0,-9999,10.5002739823434,0.09911348,0,0.689999997615814,0.896000027656555,0.275999993085861,0.061999998986721,0,1
1,0.938130831708718,16.89307,16.22085,18.49224,8.59164,8.495364,7.808678,16.063,185.667033278124,0.938130831708718,185.667033278124,3,4,-0.1810675,0.5246836,0.9256808,-10.64099,1.539802,-4.176491,100.577,3.79438,-1.057175,21.65192,2.557807,87.54569,2.995839,-0.9355651,29.26313,37.65756,3.571762,62.9149594051514,6,1,16.85562,0.938130831708718,4.753715,3.906054,17.79156,281,35289867358224,0.9749722,16.89307,286.973156563236,1,16.22085,15.61706,3.133857,3.025397,7.275402,7.013792,16.063,185.667033278124,752,3,18.45661,6,1,0.938130831708718,16.01105,3.906054,0.07041226,2.436775,281,0.9749722,1,16.22085,185.667033278124,752,3,18.45661,1,0.938130831708718,1,0,17.5282,185.667033278124,3,-22.0903,1,98,0.49641,0.092856,0.018557,0.93811366,1,16.063,16.22085,15.61706,185.66703,3,0.1111244,0,-9999,11.344332671473,0.1111244,0,0.194999992847443,0.303000003099442,0.779999971389771,0.670000016689301,0,1
1,-0.940129800106229,16.58781,16.04995,18.28843,13.18687,13.75712,13.50254,15.98502,157.896389369915,-0.940129800106229,157.896389369915,3,2,-2.039711,-0.2804663,0.08393081,-10.15709,1.377968,-6.065454,46.34342,2.114392,-1.890571,16.8315,2.271521,17.37124,1.636907,-0.7864949,7.742407,15.35607,1.749285,46.2019759223222,1,1,16.50677,-0.940129800106229,29.67369,27.88434,19.06929,281,193583034536208,0.05681883,16.58781,247.053246694655,1,16.04995,15.63591,6.715678,6.525817,15.3702,27.91443,15.98502,157.896389369915,756,3,18.03693,1,1,-0.940129800106229,15.83766,27.88434,0.6625735,8.690847,281,0.05681883,1,16.04995,157.896389369915,756,3,18.03693,1,-0.940129800106229,1,0,19.5702,157.896389369915,3,-20.3172,1,100,6.004384,0.037776,0.0124,-0.94013717,1,15.98502,16.04995,15.63591,157.8964,3,0.03306643,0,-9999,10.1427802673237,0.03306643,0,0.961000025272369,0.962000012397766,0.0390000008046627,0.0379999987781048,1,0
1,-0.942078164890356,17.36638,16.51903,18.97393,9.124157,9.283422,27.91343,16.44949,148.585015116825,-0.942078164890356,148.585015116825,3,2,-1.813664,-1.111932,-0.2847784,-11.99194,1.722064,-1.17513,25.46548,2.925423,-0.2014076,5.674486,2.838669,10.54072,2.650437,-0.5175942,8.754533,7.123766,2.577061,39.0244193422009,1,1,17.29865,-0.942078164890356,3.813181,3.416737,18.05611,219,35255507620144,1.0,17.36638,238.974203932676,1,16.51903,15.84724,3.087741,2.94791,7.788409,7.080614,16.44949,148.585015116825,756,3,19.2848,1,1,-0.942078164890356,16.35696,3.416737,0.05656347,1.91269,219,1.0,1,16.51903,148.585015116825,756,3,19.2848,1,-0.942078164890356,1,0,18.04939,148.585015116825,3,-21.3037,1,98,0.034049,0.07452,0.010515,-0.94207436,1,16.44949,16.51903,15.84724,148.58499,3,0.08391871,0,-9999,11.0214124461272,0.08391871,0,0.0689999982714653,0.210999995470047,0.897000014781952,0.741999983787537,0,1
1,-1.00125617141535,17.18443,16.3268,19.35025,8.64055,8.811127,8.478503,16.25974,193.684501984021,-1.00125617141535,193.684501984021,3,-1,-2.035305,-1.537762,-0.6875827,-12.47791,1.94883,-0.5265278,20.63854,6.134074,0.1090765,2.340907,6.392454,-2.286751,1.996915,-0.3580498,7.454871,1.946142,2.344772,61.8592194252618,1,1,17.15767,-1.00125617141535,2.988421,2.840926,17.7567,520,35253360136208,1.0,17.18443,304.681047774747,1,16.3268,15.56923,2.813847,2.691824,6.646701,6.656051,16.25974,193.684501984021,756,3,19.26317,1,1,-1.00125617141535,16.21229,2.840926,0.04333549,1.606184,520,1.0,1,16.3268,193.684501984021,756,3,19.26317,1,-1.00125617141535,1,0,17.67912,193.684501984021,3,-21.5635,1,99,0.104686,0.078868,0.007755,-1.0012578,1,16.25974,16.3268,15.56923,193.68449,3,0.08014102,0,-9999,11.068750239249,0.08014102,0,0.0359999984502792,0.0979999974370003,0.85699999332428,0.77700001001358,0,1
1,0.608517081018697,18.11967,17.25967,19.7341,4.97318,5.438001,4.570117,17.07473,230.661475898604,0.608517081018697,230.661475898604,3,2,-0.6534702,-0.04642957,0.5012395,-11.24349,1.641039,-4.375049,71.24437,3.620147,-1.126177,13.02902,3.295592,35.8539,3.839861,-1.575208,19.37885,16.72029,4.110905,45.0734887183689,5,1,18.07469,0.608517081018697,4.217562,3.270288,18.53336,582,35253360136208,0.8848381,18.11967,3.14553743172759,1,17.25967,16.50065,2.286611,2.157422,5.028328,5.017297,17.07473,230.661475898604,752,3,19.83299,5,1,0.608517081018697,16.94406,3.270288,0.1042598,1.926459,582,0.8848381,1,17.25967,230.661475898604,752,3,19.83299,1,0.608517081018697,1,0,18.65767,230.661475898604,3,-22.2474,1,100,0.135014,0.148664,0.018292,0.60850888,1,17.07473,17.25967,16.50065,230.66147,3,0.1562313,0,-9999,11.3521934306334,0.1562313,0,0.218999996781349,0.435999989509583,0.718999981880188,0.481000006198883,0,1
1,-1.02127957791437,17.64533,16.50545,19.71034,8.562131,7.919663,6.103248,16.39873,182.786495094377,-1.02127957791437,182.786495094377,3,-1,-1.67634,-1.186084,-0.3204223,-12.89762,1.937574,-0.485358,4.226224,2.748069,-0.02761827,-3.144356,2.356582,10.15863,3.222003,-0.4042881,7.653421,8.176825,3.41767,60.2273333330993,1,1,17.63809,-1.02127957791437,3.469566,3.387775,17.93454,447,35255507616272,1.0,17.64533,282.311628804698,1,16.50545,15.72288,2.636667,2.555461,6.108602,6.165309,16.39873,182.786495094377,756,3,19.86562,1,1,-1.02127957791437,16.34689,3.387775,0.04964255,1.926258,447,1.0,1,16.50545,182.786495094377,756,3,19.86562,1,-1.02127957791437,1,0,18.05359,182.786495094377,3,-23.3078,1,100,0.026649,0.17251,0.006766,-1.0212878,1,16.39873,16.50545,15.72288,182.78648,3,0.1798101,0,-9999,11.8695313537763,0.1798101,1,0.0370000004768372,0.0370000004768372,0.925999999046326,0.925999999046326,0,0
0,-0.937338243803418,18.1181,17.51814,19.00443,4.597872,4.954658,12.88059,17.49001,182.215433836093,-0.937338243803418,182.215433836093,3,2,-0.454891,0.2345142,0.5170201,-10.08834,1.398257,-15.61183,107.524,3.51995,-3.102325,32.07509,2.81965,36.254,1.836799,-1.773539,11.16233,18.12053,2.468029,60.1230914424807,1,0,18.04925,-0.937338243803418,5.722493,5.244329,19.0688,443,35253360136792,0.0,18.1181,281.170319344651,1,17.51814,17.04052,2.45534,2.380506,4.929688,4.868901,17.49001,182.215433836093,756,3,19.2885,1,0,-0.937338243803418,17.43979,5.244329,0.1534992,2.354996,443,0.0,1,17.51814,182.215433836093,756,3,19.2885,0,-0.937338243803418,1,0,19.44294,182.215433836093,3,-21.2357,1,100,2.325723,0.116982,0.02394,-0.93735278,1,17.49001,17.51814,17.04052,182.21544,3,0.1097293,0,-9999,10.5355715518847,0.1097293,0,0.5,0.754999995231628,0.384999990463257,0.0839999988675117,0,1
0,-0.850307423770612,18.22827,17.45178,19.92477,2.712571,2.931488,3.792097,17.38347,195.396349984548,-0.850307423770612,195.396349984548,3,-1,-2.013579,-1.769401,-0.945417,-11.94124,1.88307,-0.4956283,11.62766,2.478317,-0.3307151,4.042321,2.27599,15.31455,3.378716,-1.508876,23.73053,6.757726,3.697241,61.9150516202825,1,0,18.25631,-0.850307423770612,0.8428793,0.8618674,18.15318,531,193583035060244,0.7372822,18.22827,308.326096604201,1,17.45178,16.84485,1.236508,1.314363,2.585595,2.734412,17.38347,195.396349984548,756,3,20.06988,1,0,-0.850307423770612,17.3226,0.8618674,0.0328244,0.8813004,531,0.7372822,1,17.45178,195.396349984548,756,3,20.06988,0,-0.850307423770612,1,0,17.92046,195.396349984548,3,-20.1775,1,98,0.103798,0.071207,0.014227,-0.850297,1,17.38347,17.45178,16.84485,195.39637,3,0.06267707,0,-9999,10.3054123665252,0.06267707,0,0.0689999982714653,0.10700000077486,0.689999997615814,0.64300000667572,0,1
1,-0.867916838701652,17.85289,17.45739,18.80434,2.958774,3.00239,2.964803,17.45732,193.149752135344,-0.867916838701652,193.149752135344,3,1,-0.009868119,0.2279598,0.3968455,-9.582,1.232666,-56.34883,782.6199,7.484126,-11.51882,197.4068,3.801772,246.3241,1.936736,-5.428717,88.53022,151.7427,2.744111,62.0023726299906,1,1,17.8596,-0.867916838701652,1.368993,1.704956,18.32489,516,68987912192,0.1069739,17.85289,303.550123569527,1,17.45739,17.04176,1.459212,1.393356,2.957128,2.858502,17.45732,193.149752135344,756,3,18.80042,1,1,-0.867916838701652,17.39659,1.704956,0.04881698,1.181177,516,0.1069739,1,17.45739,193.149752135344,756,3,18.80042,1,-0.867916838701652,1,0,18.51283,193.149752135344,3,-20.6397,1,99,5.548281,0.088007,0.017257,-0.86790727,1,17.45732,17.45739,17.04176,193.14975,3,0.07149505,0,-9999,10.0650134949593,0.07149505,0,0.166999995708466,0.224000006914139,0.595000028610229,0.527999997138977,0,1
1,-0.945586026861342,17.36281,16.76,18.78683,8.469075,8.674827,10.52875,16.662,157.553494715333,-0.945586026861342,157.553494715333,3,2,-1.242801,0.0186274,0.3900175,-10.48838,1.561475,-6.763613,34.14355,1.947339,-2.46716,9.983168,1.861435,13.82199,1.354475,-0.3254265,6.554763,3.776185,1.654287,45.945170389853,1,1,17.22294,-0.945586026861342,22.11349,17.14068,19.62699,279,35253360132112,0.0,17.36281,246.72572506332,1,16.76,16.30582,5.159557,5.010827,10.02038,9.948118,16.662,157.553494715333,756,3,18.75177,1,1,-0.945586026861342,16.53409,17.14068,0.5758576,5.322615,279,0.0,1,16.76,157.553494715333,756,3,18.75177,1,-0.945586026861342,1,0,20.03792,157.553494715333,3,-21.4612,1,99,3.247459,0.08572,0.018316,-0.94558197,1,16.662,16.76,16.30582,157.5535,3,0.08794599,0,-9999,10.7916864543179,0.08794599,0,0.841000020503998,0.890999972820282,0.0949999988079071,0.0430000014603138,1,0
0,0.499015567946594,18.4015,17.52486,19.87475,3.903179,4.033415,4.169145,17.4963,229.327117703904,0.499015567946594,229.327117703904,3,3,-0.1455611,0.3295972,0.6816846,-10.50396,1.438213,-11.63468,138.793,3.70283,-3.07487,31.36504,2.826285,87.90563,2.219568,-2.619594,24.59803,30.16706,2.516818,46.0269590385946,5,0,18.38899,0.499015567946594,4.342067,4.321503,18.7131,573,35255507615832,0.04121348,18.4015,1.80342977951747,1,17.52486,16.69202,1.8502,1.851782,3.863632,3.861586,17.4963,229.327117703904,752,3,19.93301,5,0,0.499015567946594,17.37733,4.321503,0.1029214,2.4218,573,0.04121348,1,17.52486,229.327117703904,752,3,19.93301,0,0.499015567946594,1,0,19.00185,229.327117703904,3,-21.701,1,100,0.107575,0.133235,0.01937,0.49902564,1,17.4963,17.52486,16.69202,229.32709,3,0.1213887,0,-9999,11.061674038406,0.1213887,0,0.400000005960464,0.795000016689301,0.579999983310699,0.171000003814697,1,0
0,-0.925154296817417,16.38734,15.64521,18.25084,5.502146,5.560169,12.11484,15.53586,193.109289458289,-0.925154296817417,193.109289458289,3,-1,-1.555791,-0.8586017,-0.1113592,-11.8439,1.892377,-0.1960682,9.495809,5.062477,0.1360609,0.5780672,3.79367,28.5899,10.26712,-0.2905512,26.4231,-0.903048,14.01307,61.9454986694379,1,0,16.41025,-0.925154296817417,1.915356,1.984627,16.75692,516,35221148144248,1.0,16.38734,303.462936291425,1,15.64521,14.971,1.854957,1.780231,4.257625,4.110734,15.53586,193.109289458289,756,3,18.18857,1,0,-0.925154296817417,15.47188,1.984627,0.02170122,1.525707,516,1.0,1,15.64521,193.109289458289,756,3,18.18857,0,-0.925154296817417,1,0,16.82755,193.109289458289,3,-21.5884,1,99,0.253868,0.057796,0.012854,-0.92526041,1,15.53586,15.64521,14.971,193.10929,3,0.07130298,0,-9999,11.1558477982394,0.07130298,1,0.0329999998211861,0.0329999998211861,0.866999983787537,0.866999983787537,0,0
1,-0.852544501190385,18.28261,17.39071,19.64229,6.271115,5.940784,18.01628,17.38485,220.625252916213,-0.852544501190385,220.625252916213,3,2,-1.045445,0.08496407,0.618243,-10.82703,1.662183,-2.829421,26.95111,2.252806,-7.71406,57.79551,14.11267,13.69003,1.55752,-0.578364,3.553426,4.922575,2.177571,51.3194533670728,1,1,18.15716,-0.852544501190385,7.93804,6.371874,19.07028,700,2416187539712,0.1535746,18.28261,351.118096713173,1,17.39071,16.63725,2.94811,2.746988,5.818353,5.696279,17.38485,220.625252916213,756,3,19.91972,1,1,-0.852544501190385,17.29653,6.371874,0.1951266,2.910197,700,0.1535746,1,17.39071,220.625252916213,756,3,19.91972,1,-0.852544501190385,1,0,19.14905,220.625252916213,3,-21.5936,1,100,0.207479,0.120235,0.023661,-0.85253832,1,17.38485,17.39071,16.63725,220.62527,3,0.1474052,0,-9999,11.2421734846141,0.1474052,0,0.742999970912933,0.934000015258789,0.256999999284744,0.0659999996423721,1,0
1,0.508632555826582,16.14879,15.70927,17.19168,17.07499,17.17457,18.8574,15.72019,219.779772733696,0.508632555826582,219.779772733696,3,1,-1.878034,-0.03394476,0.2567484,-9.779221,1.304261,-9.230704,71.93458,1.849885,-2.681329,23.8519,1.794094,27.16781,1.340672,-0.5068538,12.24234,18.20529,1.474447,52.8980328559182,5,1,15.98663,0.508632555826582,29.66492,25.94626,18.97836,509,35184640659472,0.1558364,16.14879,351.56610412898,1,15.70927,15.48981,8.605186,8.098629,19.58677,20.30352,15.72019,219.779772733696,752,3,17.27438,5,1,0.508632555826582,15.6044,25.94626,0.4474831,9.363894,509,0.1558364,1,15.70927,219.779772733696,752,3,17.27438,1,0.508632555826582,1,0,19.51992,219.779772733696,3,-19.4661,1,100,21.14469,0.02227,0.008606,0.50864358,1,15.72019,15.70927,15.48981,219.77977,3,0.03325611,0,-9999,10.0940116998631,0.03325611,0,0.959999978542328,0.959999978542328,0.0,0.0,1,0
0,-0.987072204962616,17.77161,17.26948,18.58842,8.457509,7.720575,9.740623,17.27226,164.666763733916,-0.987072204962616,164.666763733916,3,2,-0.4855644,-1.452543,-0.3224294,-12.1939,1.296574,-19.17338,115.6568,2.392334,-5.492917,33.35558,2.236954,35.68892,1.440775,-1.193153,6.919165,27.7361,1.776025,50.9349532842277,1,0,17.64898,-0.987072204962616,12.33548,11.94877,19.36637,326,193583034531856,0.1138941,17.77161,254.38045548783,1,17.26948,16.83279,3.827066,3.577148,8.024323,7.743577,17.27226,164.666763733916,756,3,18.86893,1,0,-0.987072204962616,17.16112,11.94877,0.4588053,4.05907,326,0.1138941,1,17.26948,164.666763733916,756,3,18.86893,0,-0.987072204962616,1,0,19.68502,164.666763733916,3,-20.9728,1,99,4.924497,0.088596,0.017743,-0.98707477,1,17.27226,17.26948,16.83279,164.66674,3,0.09644709,0,-9999,10.4819818010762,0.09644709,0,0.675999999046326,0.83899998664856,0.243000000715256,0.0659999996423721,0,1
1,-0.926127235383352,17.63767,17.18527,18.7896,7.056353,6.964078,7.301162,17.12134,219.806999877515,-0.926127235383352,219.806999877515,3,1,-0.734613,0.1594407,0.4402846,-9.88698,1.339613,-25.19303,147.7886,2.250147,-4.971982,37.47204,1.870611,48.24078,1.208947,-1.628771,12.89532,26.54362,1.411304,51.8022544347111,1,1,17.62108,-0.926127235383352,10.39326,10.89557,19.30794,695,35253360132112,0.09416708,17.63767,350.049036663915,1,17.18527,16.66489,3.777461,3.752573,7.015227,7.559114,17.12134,219.806999877515,756,3,18.80053,1,1,-0.926127235383352,17.02125,10.89557,0.3411447,4.181143,695,0.09416708,1,17.18527,219.806999877515,756,3,18.80053,1,-0.926127235383352,1,0,19.27696,219.806999877515,3,-20.6919,1,99,4.234804,0.073715,0.016754,-0.92615728,1,17.12134,17.18527,16.66489,219.80702,3,0.07208931,0,-9999,10.3021479501814,0.07208931,0,0.864000022411346,0.959999978542328,0.136000007390976,0.0399999991059303,1,0
1,-0.899090689932191,17.27628,16.38403,18.87079,7.794821,7.481192,9.304996,16.30334,148.666898920115,-0.899090689932191,148.666898920115,3,5,-1.432494,-0.7992526,-0.07524469,-11.8601,1.770841,-4.628364,121.1885,5.431174,-0.8530447,24.16568,4.469627,133.5011,3.865014,-1.53164,34.30636,52.99841,4.570912,39.1157020859798,1,1,17.17558,-0.899090689932191,4.14867,3.485493,17.81832,219,35253360136208,1.0,17.27628,238.993247244599,1,16.38403,15.77201,2.874216,2.592039,8.094954,7.252276,16.30334,148.666898920115,756,3,19.12204,1,1,-0.899090689932191,16.19858,3.485493,0.05146544,2.267359,219,1.0,1,16.38403,148.666898920115,756,3,19.12204,1,-0.899090689932191,1,0,17.81738,148.666898920115,3,-22.0016,1,99,0.084335,0.095207,0.012293,-0.89910499,1,16.30334,16.38403,15.77201,148.6669,3,0.09342866,0,-9999,11.1970840810259,0.09342866,0,0.666999995708466,0.857999980449677,0.333000004291534,0.142000004649162,1,0
1,-0.922022151847472,16.14525,15.31366,17.62817,9.432245,9.324551,9.026473,15.34903,160.21360427121,-0.922022151847472,160.21360427121,3,3,-0.8119561,-0.05746296,0.3057553,-10.68375,1.58685,-6.461476,276.8207,4.644701,-1.305767,55.41388,2.870377,172.6302,3.090892,-0.51138,22.14293,69.59415,3.429379,47.8980884052619,1,1,16.00981,-0.922022151847472,9.858297,7.938568,17.2593,296,35221147882000,0.3546112,16.14525,249.370363647237,1,15.31366,14.59368,3.955661,3.675019,8.777076,8.253594,15.34903,160.21360427121,756,3,17.75308,1,1,-0.922022151847472,15.23096,7.938568,0.0669388,4.860797,296,0.3546112,1,15.31366,160.21360427121,756,3,17.75308,1,-0.922022151847472,1,0,17.55012,160.21360427121,3,-21.5901,1,100,0.606775,0.049083,0.014655,-0.92202713,1,15.34903,15.31366,14.59368,160.21361,3,0.03984923,0,-9999,10.8527640951976,0.03984923,0,0.737999975681305,0.737999975681305,0.261999994516373,0.261999994516373,0,1
0,-0.998616314498424,18.21716,17.24243,19.4244,7.678277,8.209999,2.969498,17.29176,184.709540978992,-0.998616314498424,184.709540978992,3,2,-0.6327727,0.221014,0.6707378,-10.71996,1.57052,-15.50405,133.4616,3.390922,-2.906533,19.61898,2.803815,68.52975,1.891671,-0.518201,3.901178,23.78926,2.128062,60.7995451127657,1,0,17.98554,-0.998616314498424,15.3491,10.52164,19.1693,460,2278815695176,0.3455895,18.21716,286.041854657271,1,17.24243,16.54655,3.800118,3.550545,8.520185,7.884751,17.29176,184.709540978992,756,3,19.87167,1,0,-0.998616314498424,17.21615,10.52164,0.3120732,4.614952,460,0.3455895,1,17.24243,184.709540978992,756,3,19.87167,0,-0.998616314498424,1,0,19.42231,184.709540978992,3,-21.6419,1,100,0.049741,0.113708,0.017043,-0.99861469,1,17.29176,17.24243,16.54655,184.70955,3,0.1228506,0,-9999,11.2429833011844,0.1228506,0,0.89300000667572,0.972000002861023,0.10700000077486,0.0280000008642673,1,0
1,0.952908991591884,18.45784,17.82447,19.28697,4.259447,4.196082,4.054513,17.80675,184.199503686476,0.952908991591884,184.199503686476,3,1,1.018043,1.477403,1.821233,-9.574159,1.176669,-55.73375,423.3546,5.411495,-11.13113,102.0812,2.503318,142.0579,5.430946,-4.197336,39.82986,60.35921,3.631874,62.5362286801012,6,1,18.45743,0.952908991591884,3.102276,3.29686,19.05314,271,103347651072,0.04115543,18.45784,283.879114085657,1,17.82447,17.29248,2.028781,1.974144,4.203042,4.142091,17.80675,184.199503686476,752,3,19.17064,6,1,0.952908991591884,17.75567,3.29686,0.1118834,1.852239,271,0.04115543,1,17.82447,184.199503686476,752,3,19.17064,1,0.952908991591884,1,0,18.96681,184.199503686476,3,-22.661,1,98,2.873872,0.24518,0.035331,0.95287384,1,17.80675,17.82447,17.29248,184.1995,3,0.2559216,0,-9999,11.1159781422749,0.2559216,0,0.229000002145767,0.229000002145767,0.556999981403351,0.556999981403351,0,1
